0 233029 231220
1 205612 203133
2 229426 228772
3 244320 245165
4 182410 185310
5 125085 120255
6 169772 174805
7 103557 98650.5
8 122419 114967
9 224409 225825
10 116789 120719
11 129653 136520
12 223027 219586
13 156304 163757
14 110040 119908
15 183302 182967
16 84107.1 73972.1
17 146492 149746
18 121541 120345
19 185917 189576
20 197811 200403
21 81252.6 78699.6
22 95312.4 99462.4
23 102371 102452
24 124456 124032
25 130311 133466
26 213937 213835
27 146969 138966
28 94666.5 91332.5
29 173179 181210
30 107798 109269
31 196980 203771
32 216045 218511
33 239749 234477
34 197897 203312
35 108511 96558.8
36 122375 113523
37 201984 201500
38 178313 179432
39 146322 144040
