0 163206 162350
1 147026 154738
2 119224 112458
3 112949 104526
4 181348 187387
5 125928 138564
6 151696 148953
7 135075 140459
8 80272.4 82721.4
9 245599 246577
10 108902 105791
11 113040 117458
12 156640 158268
13 209500 216361
14 214460 210457
15 237029 238492
16 218825 212357
17 170615 165327
18 194436 197664
19 191645 185467
20 143960 142774
21 125588 128610
22 209494 205822
23 99061.1 91813.1
24 197453 204646
25 156136 156852
26 218005 224082
27 188968 180365
28 142443 147457
29 179339 176311
30 112562 114702
31 222711 218048
32 197137 207382
33 146789 142520
34 140782 131511
35 79505.9 85053.9
36 159303 157718
37 91678.7 93318.7
38 107771 103063
39 193827 191505
