0 33 28 1 0.6 -1
0   1 0.4 -1
0   2 0.222222 -1
0 14  2 0.444444 -1
0 15 21 2 0.333333 -1
0 10  3 1 -1
0 16 14 4 0.5 -1
0 22 11 4 0.5 -1
0 26  5 0.444444 -1
0   5 0.222222 -1
0 39 33 5 0.333333 -1
0   6 0.285714 -1
0 14 30 6 0.428571 -1
0   6 0.285714 -1
0 39  7 0.666667 -1
0   7 0.333333 -1
0 14 32 8 1 -1
0   9 0.25 -1
0   9 0.25 -1
0 22  9 0.5 -1
0 36  10 0.571429 -1
0 39 36 10 0.428571 -1
0 21 30 11 1 -1
0 8  12 1 -1
0 9  13 0.571429 -1
0 16 10 13 0.428571 -1
0 32  14 0.5 -1
0 36  14 0.5 -1
0 21  15 1 -1
0 2  16 1 -1
0 36  17 0.4 -1
0   17 0.2 -1
0 21  17 0.4 -1
0 31  18 1 -1
0   19 0.2 -1
0 4  19 0.4 -1
0 21  19 0.4 -1
0 37  20 0.666667 -1
0   20 0.333333 -1
0 30 6 21 0.428571 -1
0   21 0.285714 -1
0   21 0.285714 -1
0 11 33 22 0.3 -1
0 14  22 0.4 -1
0 17 14 22 0.3 -1
0   23 0.222222 -1
0 7 34 23 0.333333 -1
0 5  23 0.444444 -1
0 26  24 0.5 -1
0 4  24 0.5 -1
0 32  25 0.666667 -1
0   25 0.333333 -1
0 30 14 26 1 -1
0 39 25 27 0.6 -1
0   27 0.4 -1
0 26  28 0.444444 -1
0 11 21 28 0.333333 -1
0   28 0.222222 -1
0 18  29 0.5 -1
0 31  29 0.5 -1
0   30 1 -1
0 35 18 31 1 -1
0 23  32 0.444444 -1
0 4 12 32 0.333333 -1
0   32 0.222222 -1
0 16  33 0.444444 -1
0 23 39 33 0.333333 -1
0   33 0.222222 -1
0 37 8 34 0.3 -1
0 14  34 0.4 -1
0 37 9 34 0.3 -1
0 18  35 0.5 -1
0 21  35 0.5 -1
0   36 0.25 -1
0 25  36 0.5 -1
0   36 0.25 -1
0 6  37 1 -1
0 34 10 38 0.333333 -1
0 39 5 38 0.333333 -1
0 4 6 38 0.333333 -1
0   39 0.5 -1
0   39 0.5 -1
1 22 39 0 1 -1
1 0 28 2 0.5 -1
1 10 23 2 0.5 -1
1 35 23 3 0.428571 -1
1 10  3 0.571429 -1
1 0  4 0.363636 -1
1 19 16 4 0.272727 -1
1 39  4 0.363636 -1
1   5 0.222222 -1
1 8  5 0.444444 -1
1 11 36 5 0.333333 -1
1 22  6 0.444444 -1
1   6 0.222222 -1
1 33 26 6 0.333333 -1
1   7 0.25 -1
1 22  7 0.5 -1
1   7 0.25 -1
1 4 6 8 1 -1
1 12 17 9 1 -1
1 16  10 1 -1
1 17  11 1 -1
1   12 1 -1
1   13 0.4 -1
1 35 14 13 0.6 -1
1 10 2 14 0.375 -1
1 15 0 14 0.375 -1
1   14 0.25 -1
1   15 1 -1
1 19 2 16 0.3 -1
1 27 8 16 0.3 -1
1 27  16 0.4 -1
1 33 3 17 0.375 -1
1 27 18 17 0.375 -1
1   17 0.25 -1
1   18 1 -1
1 7  19 1 -1
1 0  20 1 -1
1 25  21 0.5 -1
1 18  21 0.5 -1
1 2 0 22 0.333333 -1
1 6 36 22 0.333333 -1
1 3 10 22 0.333333 -1
1 39 37 23 0.428571 -1
1 10  23 0.571429 -1
1 35 25 24 0.333333 -1
1   24 0.222222 -1
1 21  24 0.444444 -1
1 13  25 0.666667 -1
1   25 0.333333 -1
1 16  26 0.666667 -1
1   26 0.333333 -1
1 26 35 27 0.375 -1
1 26 17 27 0.375 -1
1   27 0.25 -1
1   28 0.222222 -1
1 32 12 28 0.333333 -1
1 37  28 0.444444 -1
1   29 0.4 -1
1 16 18 29 0.6 -1
1 16 26 30 0.5 -1
1 6 13 30 0.5 -1
1   31 0.25 -1
1 26 6 31 0.375 -1
1 26 37 31 0.375 -1
1 27  32 0.571429 -1
1 26 8 32 0.428571 -1
1 16  33 1 -1
1   34 0.222222 -1
1 33 35 34 0.333333 -1
1 27  34 0.444444 -1
1 33 7 35 0.333333 -1
1 2 36 35 0.333333 -1
1 26 8 35 0.333333 -1
1   36 0.222222 -1
1 6  36 0.444444 -1
1 34 25 36 0.333333 -1
1 36  37 1 -1
1 25 9 38 0.272727 -1
1 5  38 0.363636 -1
1 18  38 0.363636 -1
1 2 27 39 0.428571 -1
1   39 0.285714 -1
1   39 0.285714 -1
2 18  0 0.4 -1
2 8  0 0.4 -1
2   0 0.2 -1
2 29 22 1 0.5 -1
2 18 10 1 0.5 -1
2   3 0.2 -1
2 28  3 0.4 -1
2 16  3 0.4 -1
2 34 30 4 0.3 -1
2 21  4 0.4 -1
2 27 6 4 0.3 -1
2 27 23 5 0.375 -1
2   5 0.25 -1
2 33 38 5 0.375 -1
2 21  6 0.5 -1
2 0  6 0.5 -1
2 38  7 1 -1
2   8 0.25 -1
2 6  8 0.5 -1
2   8 0.25 -1
2 3 22 9 1 -1
2   10 0.25 -1
2 33 39 10 0.375 -1
2 21 17 10 0.375 -1
2 35 37 11 0.6 -1
2   11 0.4 -1
2 9  12 0.5 -1
2   12 0.25 -1
2   12 0.25 -1
2 0 32 13 0.5 -1
2 17 3 13 0.5 -1
2 26 16 14 1 -1
2   15 0.5 -1
2   15 0.5 -1
2 8  16 0.571429 -1
2 18 25 16 0.428571 -1
2 33 0 17 0.6 -1
2   17 0.4 -1
2 39  18 0.4 -1
2 12  18 0.4 -1
2   18 0.2 -1
2 23 14 19 0.428571 -1
2 26  19 0.571429 -1
2 11  20 0.571429 -1
2 3 36 20 0.428571 -1
2 26  21 0.5 -1
2   21 0.25 -1
2   21 0.25 -1
2 33 35 22 0.3 -1
2 18  22 0.4 -1
2 16 26 22 0.3 -1
2 0  23 1 -1
2 14  24 0.666667 -1
2   24 0.333333 -1
2 10  25 0.4 -1
2   25 0.2 -1
2 39  25 0.4 -1
2 9 27 26 0.5 -1
2 5 17 26 0.5 -1
2   27 1 -1
2 21  28 0.363636 -1
2 18 3 28 0.272727 -1
2 37  28 0.363636 -1
2 3  29 0.5 -1
2 39  29 0.5 -1
2 21  30 1 -1
2 11 6 31 1 -1
2   32 1 -1
2 28  33 0.4 -1
2   33 0.2 -1
2 37  33 0.4 -1
2 35  34 0.4 -1
2 38 12 34 0.3 -1
2 11 16 34 0.3 -1
2   35 1 -1
2   36 0.5 -1
2   36 0.5 -1
2   37 1 -1
2 23 10 38 0.3 -1
2 26 36 38 0.3 -1
2 17  38 0.4 -1
2 30  39 0.5 -1
2 11  39 0.5 -1
3   0 1 -1
3   1 0.333333 -1
3 36  1 0.666667 -1
3 18 14 2 0.375 -1
3 26 24 2 0.375 -1
3   2 0.25 -1
3   4 1 -1
3 4 7 5 0.375 -1
3   5 0.25 -1
3 24 30 5 0.375 -1
3   6 0.2 -1
3 12  6 0.4 -1
3 0  6 0.4 -1
3 14 33 7 0.375 -1
3 10 37 7 0.375 -1
3   7 0.25 -1
3   8 0.5 -1
3   8 0.5 -1
3 33  9 1 -1
3 22  10 1 -1
3 28  11 0.666667 -1
3   11 0.333333 -1
3   12 0.333333 -1
3   12 0.333333 -1
3   12 0.333333 -1
3   13 1 -1
3 2 30 14 0.333333 -1
3 17 36 14 0.333333 -1
3 32 39 14 0.333333 -1
3 26 14 15 0.5 -1
3 38 8 15 0.5 -1
3   16 0.333333 -1
3 39  16 0.666667 -1
3 8  17 1 -1
3 37  18 0.4 -1
3 24 21 18 0.3 -1
3 27 26 18 0.3 -1
3 0  19 0.4 -1
3 14  19 0.4 -1
3   19 0.2 -1
3 29 13 20 0.5 -1
3 9 16 20 0.5 -1
3 6 15 21 0.428571 -1
3   21 0.285714 -1
3   21 0.285714 -1
3 26  22 0.666667 -1
3   22 0.333333 -1
3 15  23 0.571429 -1
3 8 2 23 0.428571 -1
3 18 5 24 0.375 -1
3 12 36 24 0.375 -1
3   24 0.25 -1
3 34  25 0.571429 -1
3 0 1 25 0.428571 -1
3   26 0.333333 -1
3 16  26 0.666667 -1
3 29 39 27 1 -1
3 0  28 0.363636 -1
3 22  28 0.363636 -1
3 35 11 28 0.272727 -1
3 17  29 1 -1
3 35  30 0.5 -1
3   30 0.25 -1
3   30 0.25 -1
3 1 2 31 0.6 -1
3   31 0.4 -1
3 24  32 0.5 -1
3 23  32 0.5 -1
3 8 30 33 1 -1
3 28  34 0.444444 -1
3   34 0.222222 -1
3 23 2 34 0.333333 -1
3 12 26 35 1 -1
3   36 0.4 -1
3 22 12 36 0.6 -1
3 16 21 37 0.3 -1
3 11  37 0.4 -1
3 8 21 37 0.3 -1
3   38 0.285714 -1
3   38 0.285714 -1
3 14 37 38 0.428571 -1
3   39 0.2 -1
3 2  39 0.4 -1
3 18  39 0.4 -1
4 14  0 0.5 -1
4 25  0 0.5 -1
4 39  1 0.571429 -1
4 17 10 1 0.428571 -1
4   2 1 -1
4 0 17 3 0.428571 -1
4 30  3 0.571429 -1
4 39  5 0.666667 -1
4   5 0.333333 -1
4 24 31 6 1 -1
4 18  7 0.4 -1
4   7 0.2 -1
4 5  7 0.4 -1
4   8 0.4 -1
4 12 27 8 0.6 -1
4 19  9 0.363636 -1
4 0 6 9 0.272727 -1
4 33  9 0.363636 -1
4   10 1 -1
4 37 39 11 1 -1
4 25  12 0.666667 -1
4   12 0.333333 -1
4 14  13 0.666667 -1
4   13 0.333333 -1
