0 1486 1631 1310 1129 1182 1165 2430 1660 1787 1961 2330 2579 1330 2315 1395 2378 1855 1183 2415 1544 2386 2893 2127 2406 1926 1328 1120 2106 2166 2689 1299 2443 1702 1974 1855 2225 2998 1601 2655 
2099 0 1545 1263 2155 2232 2169 1202 1552 1283 1917 2481 2337 1255 2519 2625 2051 1474 2476 2302 1077 2797 2552 2983 1529 1069 2757 2206 1930 2695 1575 2361 2565 2114 1395 1254 2735 1743 1368 2741 
1555 1970 0 2551 1525 1811 1391 2341 1504 2191 2103 1203 1750 1295 1201 1580 1870 2531 1716 2829 1018 1693 1307 2491 2165 2500 2752 2140 2904 1948 1973 1091 1604 2572 2809 1668 2823 2992 1552 1294 
2332 2661 2304 0 1775 2353 1500 2688 1577 1011 2933 1197 2510 2458 2789 1572 1705 1609 1309 1185 1741 2623 2009 2953 1322 2645 2977 2253 1786 2457 1827 1562 1149 1944 2461 1214 2813 2627 1606 2211 
2478 1628 2368 1428 0 1144 1651 2572 2284 1055 1766 1400 2749 2546 1395 2603 2009 1083 1018 1142 2702 2972 2011 1899 2389 2261 2148 1999 2942 1591 2460 2490 1430 2553 1029 2043 1963 2639 2314 1567 
2046 1290 2782 2853 2522 0 2054 1957 1624 2609 1589 2426 1271 1856 2004 2852 2013 1248 2248 1010 2304 2590 1157 1351 1734 2733 2453 1017 2216 2875 2397 1723 1499 1774 1980 1146 1112 1054 1136 2363 
1808 2995 2025 2356 2667 1787 0 1753 1891 2729 2691 1712 2324 1118 2793 1100 2742 2949 2552 2980 2624 2521 1095 2959 2256 1822 2517 1452 2504 1101 2766 1103 1566 2768 1045 2274 2186 2810 1355 1839 
1509 2328 2361 2865 1393 1775 2456 0 2677 2869 1590 1533 1561 1414 1131 2413 2749 2074 1301 2648 1156 1691 1400 1738 2463 2541 1346 2269 2779 2380 1656 1843 1583 2338 2720 2408 2600 2963 2108 1389 
1214 2198 2102 1614 1161 2511 2938 2587 0 2661 2069 2023 1466 2480 2930 1115 1554 1576 1419 2235 1949 1953 1451 2822 2780 1032 2493 2075 2588 1437 2717 2817 1390 1716 2835 2377 2204 2462 1935 2273 
2587 1071 2243 2768 2846 2792 2069 1273 1882 0 2834 1560 1446 2336 1372 2378 2734 1113 2121 2784 1100 2065 1762 2321 2387 2844 1419 2060 2376 2798 2643 1303 1800 2007 2340 2291 1314 1645 2402 2866 
1207 2834 1931 2938 2485 2621 2935 2970 1248 2417 0 2162 1704 2884 2056 1773 1581 2947 1257 2221 1407 1813 2233 2595 2831 1278 2416 2207 2572 2229 2817 1709 2036 2050 1226 1628 2306 2578 2988 2319 
2040 1928 1311 2790 1970 1065 1741 1758 2510 1097 2169 0 1293 2026 2290 2837 2034 2711 2430 1073 1386 1146 1554 1059 1310 1345 1654 1495 2778 1160 2629 2946 2007 2713 2284 1006 2021 2687 1827 1929 
2456 2222 1316 1163 1558 2130 2347 2565 1107 1040 1494 1848 0 1813 1881 2821 1352 2886 2024 2772 2538 2943 1471 1228 1284 1786 2546 2976 1628 2822 2444 1312 2686 1071 2437 2040 2148 2879 2854 2292 
2512 2291 2621 1471 1629 1873 1890 2507 1407 1959 2572 1437 2325 0 2563 2573 1655 2910 2807 2232 1586 1464 1758 1514 2071 1340 1013 2651 1478 1657 2226 2232 2495 2888 2362 2636 2736 2297 1761 1488 
1598 1497 2308 2875 2009 1118 1608 1562 2645 1961 1096 2795 1754 2772 0 1983 1073 1873 2667 2259 1815 2102 2024 2272 2198 1226 2774 1333 2670 2652 1721 2108 2030 2265 2947 2410 2286 2353 2719 1985 
1989 1873 2227 1012 1894 2123 1616 2784 2936 2689 2458 1296 2929 1594 2572 0 1292 2928 2845 1347 1235 2464 1270 1912 2117 1773 1845 1732 2525 1993 2626 1548 2879 2961 2671 1941 2559 2052 1253 1601 
2399 1853 1181 1798 2803 1423 1285 1492 1985 2266 2188 2400 2223 1795 2751 2332 0 1355 1695 1536 1131 1936 1038 1391 2446 2185 2575 2349 1294 1235 1627 2852 2490 1574 2031 2995 1752 2193 1657 1683 
1677 1457 2235 1027 1813 2743 1767 1954 2355 2745 1677 1406 1147 1653 2819 1847 1558 0 2082 1228 2966 2855 1538 1485 2922 2396 1776 1300 2269 2005 1408 2478 1268 2677 1051 2360 1018 1774 2860 1945 
2894 2067 1960 2472 2884 1680 1313 2456 2656 2529 2534 1795 2777 1623 2182 2396 2650 2620 0 2524 2134 1726 2293 1728 2811 1215 1363 2868 1722 2054 2864 2710 2577 2732 2440 2741 1491 2310 1495 2731 
2008 2263 2483 2225 2138 2528 2202 2050 2127 1981 2571 1265 1866 1102 1974 2481 2120 2288 2627 0 2674 2154 2778 2401 1805 1552 2411 2884 2721 1737 1358 2196 2568 1705 1254 2513 1363 1716 2268 2942 
2897 1153 1213 1800 2894 2657 2774 2328 2258 2908 2774 2785 2275 2207 2743 1127 2022 2097 2869 1269 0 1662 2511 2961 1565 2631 2519 2463 2368 2602 2889 1879 1657 1895 2117 1326 2381 2467 1532 2094 
2291 2177 2591 1993 1690 1675 1815 1965 2555 1576 2331 1599 2581 1617 2338 2135 2422 1326 1773 2316 1531 0 2445 2723 1948 2266 1706 2633 1840 2625 2686 2439 2758 1583 1423 2015 1189 1408 1504 1171 
1191 2345 2705 2919 2946 2249 1712 1749 1948 1523 1804 1515 1683 1950 1421 1460 2838 1816 2270 2151 2466 2759 0 2688 2125 1794 2844 1413 1865 1763 2582 1270 2845 1993 2302 2558 1541 2945 2859 2326 
2180 1097 1919 1854 1575 1836 2037 1698 1084 1227 1554 2927 1880 2748 1731 2864 1856 2512 1331 1912 2895 2823 2871 0 2770 2950 2767 1044 1258 2111 1167 1518 1717 2133 2106 2137 1885 2064 2888 2189 
1786 1581 1916 1489 2243 2248 1147 1945 2400 1066 2077 2365 1038 1576 1215 2886 1312 2805 1730 1836 2091 2685 2116 2538 0 1128 2730 1014 2439 2965 2279 2846 2485 1953 1382 2643 2638 2437 1924 1229 
1123 1163 2297 2566 2828 2946 1512 1615 1455 1239 1144 2883 2973 2888 2530 1582 2373 2902 1462 1603 2491 1356 2437 2241 1507 0 1344 2446 1747 2116 2340 1468 2629 1908 2108 2654 1397 1228 1431 1007 
2537 2252 2055 1157 2458 1153 1546 2395 1870 2249 2154 2531 1588 1659 2347 1134 2866 2402 2845 1977 2025 1636 1948 2563 1082 2027 0 2281 1207 2644 2896 2547 2796 2368 2449 2421 2601 2528 1570 2624 
2638 2838 2810 1065 1856 1598 2206 2087 2748 1309 2710 1342 2137 1200 2621 1214 2742 2229 1591 2637 2910 1020 1938 2484 1041 2640 1268 0 1183 2588 2052 1879 2746 1594 1306 2126 1742 2260 1299 2176 
2868 2748 1534 2479 2144 1413 1177 1070 2954 1133 1061 2054 1828 1602 1287 2270 2133 1772 2282 1340 2445 1565 1033 2511 2660 1289 2429 2235 0 1142 1237 2538 2845 2661 1726 1221 1859 2834 2614 1217 
