0 30  1 0.9 -1
0 25  2 0.9 -1
0 24 39 3 0.366667 -1
0 2 22 3 0.3 -1
0 11 16 3 0.3 -1
0 25  4 0.55 -1
0 9  4 0.45 -1
0 19  5 0.366667 -1
0 23  5 0.3 -1
0 22  5 0.3 -1
0 3  6 0.628571 -1
0 16 22 6 0.385714 -1
0 23 13 7 0.471429 -1
0 37  7 0.628571 -1
0   8 0.2 -1
0 29 3 8 0.3 -1
0 25  8 0.488889 -1
0 38  9 0.6 -1
0   9 0.3 -1
0 25 35 10 0.9 -1
0 6 27 11 1.1 -1
0   12 0.9 -1
0   13 0.9 -1
0 30  14 0.6 -1
0   14 0.3 -1
0 22 34 15 0.9 -1
0   16 0.366667 -1
0 19  16 0.733333 -1
0   17 0.9 -1
0 22 19 18 0.66 -1
0   18 0.44 -1
0 35  19 0.45 -1
0   19 0.275 -1
0   19 0.275 -1
0   20 0.225 -1
0 3  20 0.45 -1
0   20 0.275 -1
0 34 31 21 0.3375 -1
0 16 28 21 0.4125 -1
0   21 0.275 -1
0 7 19 22 0.33 -1
0 7 28 22 0.33 -1
0 1  22 0.36 -1
0 18 7 23 0.4125 -1
0   23 0.225 -1
0 35 28 23 0.4125 -1
0   24 0.3 -1
0 38  24 0.6 -1
0 26 18 25 0.3 -1
0 29  25 0.4 -1
0 22  25 0.4 -1
0 13 11 26 0.245455 -1
0 13  26 0.327273 -1
0 37  26 0.4 -1
0 11 29 27 0.4125 -1
0   27 0.225 -1
0 19 33 27 0.4125 -1
0 13  28 0.4 -1
0 21  28 0.4 -1
0 27 11 28 0.3 -1
0 19 9 29 0.3 -1
0 7  29 0.488889 -1
0   29 0.2 -1
0 24 2 30 0.33 -1
0 23 31 30 0.27 -1
0 21  30 0.36 -1
0   31 0.55 -1
0   31 0.55 -1
0 16 7 32 0.9 -1
0 35 9 33 0.471429 -1
0 22  33 0.628571 -1
0 16  34 0.55 -1
0 10  34 0.45 -1
0 31  35 0.3 -1
0 37  35 0.3 -1
0 34  35 0.366667 -1
0   36 0.225 -1
0 25  36 0.45 -1
0   36 0.275 -1
0 16 38 37 0.45 -1
0 32 33 37 0.55 -1
0   38 0.36 -1
0 19 30 38 0.66 -1
0   39 0.366667 -1
0 28  39 0.6 -1
1 5  0 1.1 -1
1 30  2 0.44 -1
1   2 0.22 -1
1 8  2 0.44 -1
1 37 10 3 1.1 -1
1   4 1.1 -1
1 9 31 5 0.27 -1
1 16 22 5 0.27 -1
1 13  5 0.44 -1
1   6 0.9 -1
1   7 1.1 -1
1 33  8 1.1 -1
1 22 21 9 1.1 -1
1 20  10 0.9 -1
1   11 0.44 -1
1 22 10 11 0.54 -1
1 38 30 12 0.33 -1
1 32  12 0.44 -1
1 24 4 12 0.33 -1
1 39  13 1.1 -1
1 31 2 14 0.471429 -1
1 25  14 0.514286 -1
1 33  15 0.44 -1
1 25 16 15 0.27 -1
1 7 32 15 0.27 -1
1 23  16 0.6 -1
1   16 0.366667 -1
1   17 0.44 -1
1 37 30 17 0.66 -1
1 24 19 18 0.54 -1
1   18 0.44 -1
1 7 35 19 0.385714 -1
1 38  19 0.628571 -1
1 2  20 1.1 -1
1 35  21 0.488889 -1
1   21 0.244444 -1
1 31 2 21 0.366667 -1
1 10 39 22 0.385714 -1
1   22 0.314286 -1
1   22 0.257143 -1
1 22  23 0.628571 -1
1 38 19 23 0.385714 -1
1   24 1.1 -1
1 12  25 0.628571 -1
1 35 5 25 0.385714 -1
1 29  26 0.36 -1
1 20 35 26 0.27 -1
1 16 32 26 0.33 -1
1 23 30 27 0.3 -1
1 23 28 27 0.366667 -1
1 14 38 27 0.366667 -1
1 27 34 28 0.9 -1
1 32  29 0.9 -1
1 23  30 0.44 -1
1 16 7 30 0.33 -1
1 9 13 30 0.33 -1
1 34  31 0.488889 -1
1   31 0.244444 -1
1 33 38 31 0.366667 -1
1 7  32 1.1 -1
1 5 18 33 0.54 -1
1   33 0.44 -1
1   34 0.225 -1
1 38 27 34 0.4125 -1
1 37 32 34 0.3375 -1
1 10  35 1.1 -1
1   36 0.9 -1
1 16  37 0.6 -1
1   37 0.366667 -1
1   38 0.36 -1
1 30 28 38 0.66 -1
1 0  39 0.9 -1
2 23  0 0.628571 -1
2 31 16 0 0.471429 -1
2 36  1 0.514286 -1
2 27 13 1 0.385714 -1
2 27  3 0.9 -1
2 3 38 4 0.27 -1
2 7  4 0.36 -1
2 30 33 4 0.33 -1
2 19  5 1.1 -1
2 13  6 0.9 -1
2 3 17 7 0.54 -1
2   7 0.36 -1
2 32  8 0.55 -1
2   8 0.225 -1
2   8 0.225 -1
2 1 27 9 0.385714 -1
2   9 0.257143 -1
2   9 0.257143 -1
2 19 3 10 0.66 -1
2   10 0.36 -1
2 7 9 11 0.54 -1
2   11 0.44 -1
2 27 19 12 0.54 -1
2   12 0.44 -1
2 24  13 0.9 -1
2 30  14 0.55 -1
2 34  14 0.55 -1
2 18  15 0.55 -1
2 19  15 0.55 -1
2 3 23 16 0.33 -1
2 12 5 16 0.27 -1
2 22  16 0.44 -1
2   17 1.1 -1
2 32  18 0.488889 -1
2 13 37 18 0.3 -1
2   18 0.244444 -1
2 16 31 19 0.45 -1
2 23 32 19 0.55 -1
2   20 0.314286 -1
2 7 23 20 0.471429 -1
2   20 0.257143 -1
2   21 0.3 -1
2 13  21 0.733333 -1
2   22 0.55 -1
2   22 0.45 -1
2 25 32 23 0.3 -1
2 39 16 23 0.3 -1
2 21 32 23 0.366667 -1
2 16 28 24 0.55 -1
2 27 26 24 0.45 -1
2 35 38 25 0.3375 -1
2   25 0.275 -1
2 1 20 25 0.4125 -1
2 19  26 0.4 -1
2   26 0.2 -1
2 22 24 26 0.366667 -1
2 1 31 27 0.45 -1
2 16 22 27 0.55 -1
2 32  28 0.628571 -1
2 20 33 28 0.385714 -1
2 22  29 0.9 -1
2 9 34 30 0.3 -1
2 36  30 0.4 -1
2   30 0.2 -1
2 9  31 0.55 -1
2 38  31 0.45 -1
2 6  32 0.9 -1
2 10  33 0.9 -1
2 1 31 34 0.471429 -1
2 0  34 0.514286 -1
2 16 30 35 0.471429 -1
2 19  35 0.628571 -1
2   36 0.44 -1
2 5 33 36 0.66 -1
2 19 34 37 0.9 -1
2 18  38 0.44 -1
2 31 16 38 0.27 -1
2 22 32 38 0.33 -1
2 25 30 39 0.27 -1
2 38  39 0.44 -1
2 35 24 39 0.27 -1
3   0 0.3 -1
3 2  0 0.733333 -1
3 0  1 0.44 -1
3 11  1 0.36 -1
3   1 0.22 -1
3 16 9 2 0.3375 -1
3 24 28 2 0.3375 -1
3   2 0.225 -1
3 38  4 0.44 -1
3 22 35 4 0.27 -1
3 16 24 4 0.33 -1
3 27  5 0.44 -1
3 2  5 0.36 -1
3   5 0.18 -1
3   6 0.225 -1
3   6 0.225 -1
3 1  6 0.55 -1
3 14 34 7 0.366667 -1
3 32 16 7 0.366667 -1
3 11 32 7 0.3 -1
3 38  8 0.9 -1
3 28 30 9 0.3 -1
3 2  9 0.4 -1
3 27  9 0.4 -1
3 22  10 0.733333 -1
3   10 0.366667 -1
3 29  11 0.9 -1
3 18  12 1.1 -1
3 38 30 13 0.385714 -1
3   13 0.314286 -1
3   13 0.314286 -1
3 36 32 14 1.1 -1
3 30 2 15 0.66 -1
3   15 0.44 -1
3 26 19 16 0.54 -1
3   16 0.44 -1
3 32  17 0.4 -1
3 19 29 17 0.3 -1
3   17 0.244444 -1
3 32 0 18 0.471429 -1
3 1  18 0.628571 -1
3   19 0.18 -1
3 25  19 0.44 -1
3 23  19 0.44 -1
3   20 0.36 -1
3 29 16 20 0.66 -1
3 25  21 1.1 -1
3 11 25 22 0.9 -1
3 7 29 23 0.245455 -1
3 35  23 0.327273 -1
3 38  23 0.327273 -1
3   24 0.9 -1
3   25 1.1 -1
3   26 0.45 -1
3   26 0.55 -1
3 22  27 0.733333 -1
3   27 0.3 -1
3   28 0.44 -1
3 6 30 28 0.54 -1
3 27 10 29 0.366667 -1
3 38 30 29 0.366667 -1
3 5 32 29 0.366667 -1
3 25 18 30 0.9 -1
3 22  31 0.514286 -1
3 10 1 31 0.471429 -1
3 37  32 1.1 -1
3 30 1 33 0.3375 -1
3   33 0.225 -1
3 30 34 33 0.3375 -1
3   34 0.314286 -1
3 35 23 34 0.471429 -1
3   34 0.314286 -1
3   35 0.9 -1
3 13 20 36 1.1 -1
3   37 0.244444 -1
3 2  37 0.4 -1
3 25 7 37 0.3 -1
3   38 0.18 -1
3 30  38 0.44 -1
3 10  38 0.36 -1
3 9 26 39 0.385714 -1
3 4  39 0.628571 -1
4   0 1.1 -1
4   1 0.45 -1
4   1 0.45 -1
4 30  2 1.1 -1
4   3 0.225 -1
4   3 0.225 -1
4 11  3 0.55 -1
4 28  5 0.4 -1
4 19 38 5 0.366667 -1
4   5 0.2 -1
4 31 16 6 0.3 -1
4   6 0.2 -1
4 5  6 0.488889 -1
4   7 0.9 -1
4 32  8 0.327273 -1
4 33  8 0.4 -1
4 16 18 8 0.3 -1
4   9 0.55 -1
4   9 0.55 -1
4 1  10 0.55 -1
4 7  10 0.55 -1
4   11 0.9 -1
4   12 0.55 -1
4   12 0.45 -1
4   13 0.3 -1
4 32  13 0.6 -1
4   14 0.9 -1
4 34  15 0.9 -1
4 2  16 0.45 -1
4 39  16 0.55 -1
4   17 0.45 -1
4   17 0.45 -1
4 31  18 0.9 -1
4 5  19 0.4 -1
