0 166854 180172
1 339171 341963
2 390641 396824
3 457683 450818
4 446854 435401
5 461064 470890
6 188347 189390
7 272603 273044
8 471522 465656
9 223911 223945
10 290216 277783
11 306738 307756
12 446043 450985
13 229882 236329
14 437913 431492
15 224538 230429
16 455743 464406
17 417690 417201
18 402897 412996
19 413104 417615
20 200695 204164
21 474396 467041
22 336559 342551
23 405513 399236
24 298483 296278
25 222120 228667
26 344852 341421
27 320129 316455
28 366551 359531
29 263690 266076
30 187433 184704
31 307643 302040
32 193366 192057
33 209943 199743
34 176197 171163
35 337520 339728
36 175275 177624
37 256271 269617
38 485584 470948
39 270942 264249
40 290938 289975
41 318174 321389
42 292289 294285
43 291322 289816
44 264666 256553
45 380927 385096
46 510893 513433
47 172724 170949
48 395767 392050
49 441499 447005
50 491513 500156
51 406442 401719
52 163887 163766
53 290789 290626
54 466576 463853
55 282300 283866
56 275602 277684
57 481406 475385
58 284574 277169
59 231825 236069
60 395997 390229
61 192795 189919
62 587914 583192
63 249936 259751
64 233368 243226
65 440959 438629
66 225493 234858
67 344899 334869
68 322187 318757
69 339714 338039
70 445949 447393
71 222994 217236
72 475195 477729
73 171265 169428
74 204264 201112
75 160459 178795
76 419292 421923
77 449992 452837
78 210372 202059
79 157865 162385
