0 1 2112.55 8027.69 10562.7 1
0 2 450.25 1891.05 2251.25 1
0 3 1108.27 4211.44 5541.37 1
0 4 1165.45 4894.91 5827.27 1
0 5 950.648 3992.72 4753.24 1
0 6 2588.08 10869.9 12940.4 1
0 7 968.625 3680.77 4843.12 1
0 8 1072.75 4505.55 5363.75 1
0 9 698.347 2653.72 3491.74 1
0 10 1281.49 4869.67 6407.46 1
0 11 2054.75 7808.06 10273.8 1
0 12 501.911 1907.26 2509.55 1
0 13 263.5 1001.3 1317.5 1
0 14 566.675 2153.36 2833.38 1
0 15 2029.13 8522.33 10145.6 1
0 16 1859.35 7065.52 9296.74 1
0 17 984.741 3742.02 4923.71 1
0 18 200.583 762.217 1002.92 1
0 19 1113 4674.6 5565 1
0 20 2776.12 11659.7 13880.6 1
0 21 2227.72 9356.42 11138.6 1
0 22 988.967 3758.07 4944.83 1
0 23 246.833 1036.7 1234.17 1
0 24 522.5 2194.5 2612.5 1
0 25 2324.86 8834.45 11624.3 1
0 26 2475.97 9408.67 12379.8 1
0 27 897.954 3412.22 4489.77 1
0 28 829.13 3150.69 4145.65 1
0 29 1096.41 4604.94 5482.07 1
0 30 1816 6900.8 9080 1
0 31 1409.09 5918.18 7045.45 1
0 32 1421.02 5399.88 7105.11 1
0 33 1520.68 5778.58 7603.39 1
0 34 2676.42 10170.4 13382.1 1
0 35 3569.12 14990.3 17845.6 1
0 36 766.268 2911.82 3831.34 1
0 37 1804.42 6856.81 9022.11 1
0 38 1585.26 6658.08 7926.28 1
0 39 449.981 1889.92 2249.91 1
0 40 803 3372.6 4015 1
0 41 1444.84 5490.4 7224.21 1
0 42 1521.58 5781.98 7607.88 1
0 43 1110.8 4665.36 5554 1
0 44 1484.75 5642.05 7423.75 1
0 45 559.173 2348.53 2795.86 1
0 46 1634.44 6864.64 8172.19 1
0 47 1113.05 4674.82 5565.27 1
0 48 863.5 3626.7 4317.5 1
0 49 1922.64 8075.08 9613.19 1
0 50 2063.79 8667.93 10319 1
0 51 1412.38 5931.99 7061.89 1
0 52 1148.46 4823.55 5742.32 1
0 53 890.893 3385.39 4454.46 1
0 54 2625.51 9976.94 13127.6 1
0 55 1400.09 5320.34 7000.45 1
0 56 790.016 3002.06 3950.08 1
0 57 607.171 2550.12 3035.85 1
0 58 1525.31 5796.17 7626.54 1
0 59 2916.82 11083.9 14584.1 1
0 60 1188.76 4992.79 5943.8 1
0 61 1703.97 7156.65 8519.83 1
0 62 2000.64 8402.71 10003.2 1
0 63 2006.52 8427.4 10032.6 1
0 64 1350.73 5673.09 6753.67 1
0 65 2065.57 7849.17 10327.9 1
0 66 1535.15 6447.63 7675.75 1
0 67 1820.74 7647.1 9103.69 1
0 68 1704.48 6477.03 8522.41 1
0 69 2031.63 8532.83 10158.1 1
0 70 2525.51 10607.1 12627.5 1
0 71 810.497 3404.09 4052.49 1
0 72 752.341 2858.9 3761.7 1
0 73 950.214 3610.81 4751.07 1
0 74 177.808 675.671 889.04 1
0 75 2599.86 10919.4 12999.3 1
0 76 1634.91 6212.65 8174.54 1
0 77 636.509 2673.34 3182.54 1
0 78 1800.69 7562.88 9003.43 1
0 79 476.833 1811.97 2384.17 1
1 0 1330.17 5054.66 6650.88 1
1 2 883.292 3356.51 4416.46 1
1 3 774.075 3251.12 3870.38 1
1 4 1301.14 5464.79 6505.7 1
1 5 2672.74 11225.5 13363.7 1
1 6 829.978 3485.91 4149.89 1
1 7 1138.93 4327.95 5694.67 1
1 8 340.708 1294.69 1703.54 1
1 9 1316.64 5529.87 6583.18 1
1 10 1980.45 7525.7 9902.24 1
1 11 3976.07 16699.5 19880.4 1
1 12 517.25 2172.45 2586.25 1
1 13 1244.9 4730.63 6224.51 1
1 14 3324.12 13961.3 16620.6 1
1 15 2637.94 11079.4 13189.7 1
1 16 1370.12 5754.53 6850.62 1
1 17 2645.88 10054.3 13229.4 1
1 18 1733.69 7281.5 8668.45 1
1 19 205.583 863.45 1027.92 1
1 20 1927.34 7323.88 9636.68 1
1 21 490.391 1863.49 2451.95 1
1 22 912.468 3832.37 4562.34 1
1 23 1803.15 7573.21 9015.73 1
1 24 696.054 2645 3480.27 1
1 25 2155.99 9055.16 10780 1
1 26 2138.65 8982.33 10693.2 1
1 28 1998.42 8393.35 9992.08 1
1 29 1067.74 4484.49 5338.68 1
1 30 1105 4640.99 5524.99 1
1 31 1246.63 4737.21 6233.17 1
1 32 1004.83 4220.3 5024.17 1
1 33 2227.42 8464.18 11137.1 1
1 34 1472.47 6184.39 7362.37 1
1 35 800.08 3360.33 4000.4 1
1 36 475.57 1997.4 2377.85 1
1 37 1539.36 6465.31 7696.8 1
1 38 1103.02 4191.46 5515.08 1
1 39 2316.91 8804.28 11584.6 1
1 40 1569.96 6593.84 7849.81 1
1 41 1808.58 6872.61 9042.91 1
1 42 1743.75 6626.25 8718.75 1
1 43 2376.5 9981.29 11882.5 1
1 44 128.8 540.96 644 1
1 45 833.442 3167.08 4167.21 1
1 46 3436.02 13056.9 17180.1 1
1 47 2093.26 8791.71 10466.3 1
1 48 831.425 3159.41 4157.12 1
1 49 1590.57 6044.18 7952.87 1
1 50 2789.21 10599 13946.1 1
1 51 1989.81 7561.28 9949.06 1
1 52 653.031 2742.73 3265.16 1
1 53 2067.85 7857.82 10339.2 1
1 54 1179.93 4483.74 5899.66 1
1 55 1356.58 5697.62 6782.88 1
1 56 418.167 1589.03 2090.83 1
1 57 808.721 3073.14 4043.61 1
1 58 951.913 3998.03 4759.56 1
1 59 2696.25 11324.2 13481.2 1
1 60 1327.81 5045.67 6639.04 1
1 61 280.5 1065.9 1402.5 1
1 62 1366.79 5740.53 6833.96 1
1 63 1243.28 5221.79 6216.42 1
1 64 1588.48 6671.62 7942.41 1
1 65 1563.49 5941.28 7817.47 1
1 66 1498.24 5693.32 7491.21 1
1 67 1091.47 4147.57 5457.33 1
1 68 2028.39 7707.86 10141.9 1
1 69 1766.74 7420.31 8833.71 1
1 70 2167.99 9105.56 10840 1
1 71 831.575 3159.98 4157.87 1
1 72 1101.42 4185.38 5507.08 1
1 73 1747.97 6642.28 8739.84 1
1 74 835.13 3173.49 4175.65 1
1 75 1233.91 5182.41 6169.53 1
1 76 632.111 2402.02 3160.56 1
1 78 1651.63 6276.18 8258.13 1
1 79 1161.54 4878.46 5807.69 1
2 0 789.101 3314.22 3945.51 1
2 1 1548.39 5883.88 7741.95 1
2 3 871.977 3313.51 4359.88 1
2 4 75 285 375 1
2 5 1722.59 6545.85 8612.95 1
2 6 306.75 1165.65 1533.75 1
2 7 287.705 1208.36 1438.52 1
2 8 132.125 502.075 660.625 1
2 9 783.688 2978.01 3918.44 1
2 11 1371.53 5211.81 6857.64 1
2 12 787.977 3309.5 3939.89 1
2 13 838 3184.4 4190 1
2 14 132.125 502.075 660.625 1
2 15 566 2377.2 2830 1
2 16 1127.56 4284.73 5637.8 1
2 18 482.417 1833.18 2412.08 1
2 20 857.083 3256.92 4285.42 1
2 21 446.5 1696.7 2232.5 1
2 23 72.3889 275.078 361.944 1
2 24 460.23 1932.97 2301.15 1
2 25 569.279 2163.26 2846.39 1
2 26 792.575 3011.78 3962.88 1
2 27 221.875 843.125 1109.38 1
2 29 433.455 1647.13 2167.27 1
2 30 571.944 2402.17 2859.72 1
2 31 183.125 769.125 915.625 1
2 32 103.583 435.05 517.917 1
2 33 147.05 558.79 735.25 1
2 34 284.6 1195.32 1423 1
2 35 313.222 1190.24 1566.11 1
2 36 902.205 3428.38 4511.02 1
2 37 1081.24 4541.21 5406.2 1
2 38 1153.34 4844.01 5766.68 1
2 40 574.5 2412.9 2872.5 1
2 41 1645.62 6911.62 8228.12 1
2 42 262.071 1100.7 1310.36 1
2 43 1790.88 7521.68 8954.38 1
2 44 205.9 782.42 1029.5 1
2 45 171.312 650.987 856.562 1
2 46 1161.71 4879.18 5808.54 1
2 47 652.5 2740.5 3262.5 1
2 48 1194.75 5017.95 5973.75 1
2 49 477.5 1814.5 2387.5 1
2 51 158 663.6 790 1
2 53 688.167 2615.03 3440.83 1
2 54 850.676 3572.84 4253.38 1
2 55 551.5 2095.7 2757.5 1
2 56 477.622 2006.01 2388.11 1
2 57 392.288 1490.69 1961.44 1
2 58 577.7 2195.26 2888.5 1
2 59 1732.16 6582.2 8660.79 1
2 60 821.517 3450.37 4107.58 1
2 61 728.05 3057.81 3640.25 1
2 62 624.236 2372.1 3121.18 1
2 63 790.948 3321.98 3954.74 1
2 64 240.167 1008.7 1200.83 1
2 65 150 570 750 1
2 67 717.25 3012.45 3586.25 1
2 68 383.269 1456.42 1916.34 1
2 69 136.8 574.56 684 1
2 70 271.889 1141.93 1359.44 1
2 71 741.375 2817.22 3706.88 1
2 72 922.556 3505.71 4612.78 1
2 73 1580.94 6639.93 7904.68 1
2 74 356.5 1354.7 1782.5 1
2 75 820.756 3118.87 4103.78 1
2 76 144.833 550.367 724.167 1
2 77 383.193 1456.13 1915.96 1
2 78 1125.83 4278.14 5629.12 1
3 0 732.5 3076.5 3662.5 1
3 1 1012.24 3846.52 5061.21 1
3 2 743.75 2826.25 3718.75 1
3 5 1590.79 6045 7953.94 1
3 6 166.333 632.067 831.667 1
3 8 435.75 1830.15 2178.75 1
3 9 965.775 4056.26 4828.88 1
3 10 1949.56 7408.34 9747.82 1
3 11 895.857 3762.6 4479.29 1
3 12 905.012 3801.05 4525.06 1
3 13 952.155 3999.05 4760.78 1
3 14 1047.78 4400.66 5238.88 1
3 15 383.826 1612.07 1919.13 1
3 16 1218.35 4629.73 6091.75 1
3 17 1229.54 4672.26 6147.71 1
3 19 1230.01 4674.05 6150.07 1
3 20 1819.85 7643.35 9099.23 1
3 21 676.5 2841.3 3382.5 1
3 22 99.3 417.06 496.5 1
3 23 399.633 1518.61 1998.17 1
3 24 145.833 554.167 729.167 1
3 25 758.562 2882.54 3792.81 1
3 26 2037.02 8555.47 10185.1 1
3 27 875.972 3679.08 4379.86 1
3 28 231.25 971.25 1156.25 1
3 29 809.188 3074.91 4045.94 1
3 30 695 2641 3475 1
3 31 1160.03 4872.14 5800.17 1
3 32 544.625 2069.57 2723.12 1
3 33 231.475 972.195 1157.38 1
3 34 518.917 2179.45 2594.58 1
3 35 2406.37 9144.2 12031.8 1
3 36 2601.3 9884.94 13006.5 1
3 37 1394.92 5858.69 6974.62 1
3 38 624.013 2371.25 3120.06 1
3 39 478.292 2008.82 2391.46 1
3 40 817.737 3107.4 4088.69 1
3 41 2084.67 7921.73 10423.3 1
3 42 647.109 2459.01 3235.55 1
3 43 2045.57 8591.4 10227.9 1
3 44 970.834 4077.5 4854.17 1
3 45 499.193 2096.61 2495.97 1
3 46 274.2 1151.64 1371 1
