0 1696 2384 2145 1634 2693 2484 2763 2290 2938 1930 2938 1092 2536 2825 2804 1456 2331 2227 2335 
2453 0 2723 2375 1133 1014 1586 2611 1578 2237 2807 1980 2066 2304 2975 2251 1759 2975 2366 2727 
2239 2716 0 1006 1434 1592 2393 1144 2753 2338 2378 2357 1921 1864 1959 1929 1760 2756 2747 1636 
2973 1004 2575 0 1075 2543 1841 2155 2587 2055 2500 1530 2582 1573 1731 1764 2370 1944 2597 1086 
1876 2149 1434 2434 0 1777 2077 1906 2365 1074 1934 2780 2212 2398 2966 2801 1683 1548 2392 2462 
2658 1122 2821 1662 2408 0 1359 2299 1713 2088 2682 2580 1695 1581 2302 1310 1545 2238 2335 1008 
1365 1859 2863 2771 1609 1069 0 1136 1147 2646 1182 1669 2462 2652 2612 1423 2409 1787 2552 1256 
1145 1550 1658 1191 2207 1094 2982 0 1783 1107 1317 2489 2284 2617 1380 2465 2441 2358 1109 1621 
1263 2439 1366 1350 2675 2392 1040 1060 0 2085 1917 1208 2275 2849 1657 2878 2394 1777 2260 1767 
2518 2635 2709 1297 1643 2467 1489 2449 2164 0 2619 1196 2892 1818 1273 1113 2780 1420 2919 2628 
1805 2776 1757 1026 2123 2297 1214 1188 2186 2461 0 1881 2702 1470 1710 2328 2842 2734 1422 2560 
2527 2861 2682 1610 1816 2534 1444 2533 1952 1369 2497 0 2981 1761 1929 2310 1343 2807 1309 2959 
2192 1968 1809 1767 1372 2572 1498 1215 1024 2774 1408 2069 0 1759 2689 1345 1148 1168 1135 1810 
1407 1819 1144 2075 1616 1361 2633 1875 2566 2106 2945 1810 2792 0 2435 1374 1923 1904 2819 1042 
1826 2086 2136 1658 1469 2603 1299 1237 2076 2842 1221 1655 2886 1840 0 2574 2827 1815 2348 2417 
1014 1875 1295 2744 1483 1763 1489 2522 2418 2728 2376 1013 2885 1156 2670 0 2287 2227 2576 1721 
2383 1485 2737 2769 2003 1302 2119 2270 2239 2826 1706 2649 1348 2356 2760 1598 0 1898 2268 1091 
2233 1777 1661 2683 1451 1195 2925 2033 2794 2036 1840 2871 2833 2700 1652 2719 2542 0 1884 2848 
1261 2299 1645 1571 1672 2675 2425 2983 1616 1613 2963 1975 2373 2327 2427 1611 1797 1153 0 1768 
2097 1308 1902 2847 1174 2724 1037 1747 2787 1190 2640 2497 1861 1388 1390 2309 1103 1658 1486 0 
