0 2924 1318 2674 1608 2482 2441 1500 1847 1691 1177 1542 1789 2006 1427 2304 1817 2814 2246 2031 
1633 0 1205 2865 2304 1464 1178 2872 1912 1567 1240 2063 1321 2909 2109 1871 1633 2154 1589 2008 
1697 1586 0 1378 1463 1478 2270 2773 1794 1827 1038 2025 1248 2096 2291 1968 2390 2293 1752 1055 
1911 2405 2050 0 2162 2162 1123 1752 2961 2101 2824 2975 1020 2053 1349 1498 1354 1265 1954 2622 
1437 2374 1691 1600 0 1077 1702 1584 1291 2006 2045 2430 2287 2419 2560 1791 2861 2246 2700 1361 
1279 1771 1751 2362 1481 0 1745 2342 1617 1986 2787 2694 1973 1816 2657 2295 2000 1841 2575 2829 
2168 2515 2211 2760 1925 1475 0 1325 2441 2495 2888 2892 1327 1615 2260 2478 2495 2661 1325 1433 
1330 1899 1544 2485 2797 2971 1973 0 1834 2572 2076 2556 2106 2209 2615 1803 1222 1522 1693 1373 
2153 1171 1720 1606 1509 2464 2102 2822 0 1899 2724 2823 1784 1737 1011 2152 2429 1188 1072 1308 
1160 2644 1500 1098 2801 2036 2264 2270 2706 0 2531 1421 2714 1402 1798 1035 1118 1522 1113 2583 
1388 2212 2654 2058 2741 2826 2218 1542 2668 1334 0 2190 2134 2402 2513 1597 2370 1725 1287 2640 
1883 1347 1830 1104 1760 2560 1623 1249 1820 2764 1885 0 2460 2388 1320 1254 2653 1760 2696 2588 
2167 2589 1066 2524 1391 1223 1613 1896 2565 2742 2277 2388 0 2297 1011 1305 1163 1504 2010 1905 
2619 1046 2979 1629 1907 2064 1022 1284 1167 1501 2521 1419 1271 0 1288 2262 1128 1733 1588 2297 
2478 1815 2050 2835 1574 2631 2406 1027 1334 1459 2776 1699 2042 2137 0 1861 1753 1210 1628 1830 
2058 1893 1464 2303 1215 2584 1192 1448 2757 2219 2559 1328 2262 2038 2134 0 1551 2342 1777 1088 
1313 1562 1910 2010 2350 1668 2102 1436 2803 2133 1367 1840 2289 2825 1749 1804 0 1021 2444 1760 
1933 1930 1293 2631 1457 2151 1893 1949 2834 2096 2843 1408 2293 2415 1353 2410 1813 0 1537 2515 
2495 2105 1254 2889 1823 1966 1279 1655 2854 1833 2228 2086 1584 2560 2581 1866 1640 2731 0 2602 
1753 1995 1138 2948 2344 1197 1292 2927 2575 2660 1347 1069 1961 2400 1816 2234 1201 1845 1539 0 
