0 1310 2583 1983 1216 2912 1955 1797 1467 2764 1050 1826 1506 2002 1542 1050 2484 1485 1328 2670 
2610 0 2120 2609 2997 2006 2653 1738 2673 1819 2266 2344 1012 2777 1676 1591 1536 1411 1174 1283 
2949 1427 0 2332 2014 2999 1146 1515 2456 2446 2072 1396 2412 2026 1798 2745 2374 1637 1257 1125 
1693 2399 1191 0 2275 2136 2930 1626 2263 1128 2529 2042 1313 2540 2710 1853 1595 1829 1731 2796 
1018 2199 2607 2222 0 2020 1567 2894 1913 1736 2208 1290 2867 1449 2997 2521 1835 2635 2871 1731 
2570 1243 2486 1212 2029 0 1245 2528 2182 2655 1306 2037 1436 2127 2609 2561 1039 2166 1258 1479 
2685 2600 2509 1214 1106 2301 0 1201 1542 1014 1375 2231 1044 2319 1548 1788 2544 2497 1678 1890 
1728 2619 1075 2733 1551 1974 1469 0 1490 1471 1221 1391 2148 1936 2743 1044 1770 1666 2001 1730 
1571 2531 1383 2085 2793 2020 2872 1843 0 2887 1960 2481 2428 1527 1962 2078 1705 2085 1203 1677 
1067 2966 1773 1019 2303 1394 1954 2108 1991 0 2019 1315 1031 1680 2390 2081 1859 2422 1887 1560 
1811 2427 2501 1023 1410 2920 2087 2039 1987 1725 0 1225 2445 2678 1399 2970 1353 2396 1878 1470 
2950 1750 2036 2799 2153 2642 2753 1436 2257 2379 2696 0 2359 1277 1469 2712 1270 2441 2305 1004 
1910 2686 2926 1308 2019 2731 1765 2449 1092 2498 2680 1109 0 1434 1692 1721 1942 2207 1034 2846 
1871 2656 1988 1011 1759 2010 2663 2177 2361 1689 2171 1297 1786 0 1891 1770 2022 2046 1431 2267 
1581 1569 1494 2347 1716 2337 2038 1251 1793 1987 1264 1301 1541 2373 0 1576 1008 1386 1288 1573 
2826 1716 1047 2876 2997 2792 1105 1084 1849 2478 1045 2101 2746 2308 1854 0 2310 2442 2106 1429 
2770 1794 2519 1440 2663 2736 1481 1957 2914 1772 1184 1052 1687 1961 1804 1131 0 1169 2087 1350 
2429 1304 1185 2078 2149 2817 2435 2294 2948 1842 2672 1815 1928 1259 2826 1630 1752 0 2414 2474 
2419 2489 2032 2055 1653 1520 2780 2980 2507 2202 2858 1505 1840 1138 2369 2185 2763 1538 0 1838 
1326 2891 2311 2033 2225 1438 1697 1180 1295 2430 2056 2744 1592 2104 2986 1818 2557 2914 2677 0 
