0 1766 1234 1732 2319 1048 2668 2102 1741 1092 2107 1134 2470 2960 2478 2606 1948 2895 2699 2376 
2725 0 2372 1554 2758 1180 1546 2571 2884 1380 2933 1171 2754 1841 2674 1520 1623 1626 2505 1746 
1556 2895 0 2832 1717 2507 1587 2694 1450 2789 2974 1380 2942 1805 2720 1194 1999 2569 2410 2378 
1313 2130 1274 0 1295 2476 1216 1871 2613 2011 1386 2948 1718 1544 1505 2886 2127 2467 1994 1747 
2720 1410 1922 1746 0 1032 2976 1098 2461 1675 1578 2242 2047 1179 1923 1053 1839 2601 1509 1047 
1001 2070 2550 2007 1109 0 2283 1534 1733 2239 2406 2697 2169 1317 2507 2570 1120 2169 1056 1065 
2293 1285 2546 2875 2062 2523 0 1449 1540 1439 1712 1936 1892 1615 1918 2613 2884 2578 2172 1036 
1681 1175 2802 2414 2044 1513 1165 0 2341 2014 2949 1856 2395 2060 2648 1689 1894 1573 1741 2516 
2047 2807 1342 1877 1032 1143 1167 2819 0 2582 2702 2472 2135 2486 1785 2950 1022 1874 1780 1733 
2665 2056 1622 1620 1167 2122 2671 1846 2014 0 2918 2715 2569 2362 2285 1329 1513 1919 2358 1829 
2251 1083 2852 2997 1218 2089 1014 2508 2780 1381 0 1069 1625 2571 1551 1225 1793 2695 1246 2314 
1873 2575 2987 2395 1565 2537 1671 2338 1555 1380 1996 0 1500 2462 2661 1625 1162 1272 2842 2944 
1546 2463 1923 2976 2023 1252 2012 1699 1208 1814 2264 2142 0 2792 2678 1144 2250 2855 1270 1490 
1535 2788 2460 1493 1348 2813 1696 1992 2058 1502 1107 1603 2584 0 2802 1489 2154 1652 1407 1441 
2365 2613 2558 1467 2597 2780 2086 2269 2363 2928 2732 1407 1792 2830 0 2084 1175 2835 2654 2017 
2057 1003 1822 2441 2941 2153 2852 2226 1637 2579 2627 2411 1622 2005 2676 0 1933 2594 2833 1929 
1771 1090 2220 2315 1132 1663 2818 1307 2560 2762 2217 1058 2375 2127 2140 2084 0 2440 1289 1774 
2722 2541 1207 1276 2663 2380 1281 2746 2965 2027 1321 2075 1164 2642 1197 1201 2580 0 1339 1916 
2799 2391 2167 2308 2051 2494 2371 2336 2180 1832 2511 1418 1217 2634 1614 2115 1994 1244 0 1917 
2662 1001 2402 2520 1613 1309 2667 1632 2105 2355 1161 2633 2507 2077 1048 1326 1889 1155 1115 0 
