0 1345 1257 2366 2138 1934 2242 2373 1334 2729 1177 2120 2539 2279 1715 1966 1170 1630 1679 1038 
2023 0 1828 2928 1512 1919 2513 2426 1005 1554 2399 1421 2000 2851 2445 1019 2681 1919 2782 1301 
2676 1874 0 1378 1755 1298 2313 2688 2692 1120 1667 1807 2364 2847 1635 1815 1171 1462 1781 2673 
2131 2982 2990 0 1114 1301 1982 2212 2665 1339 1875 2208 1300 1729 1360 1457 1382 1455 1765 2427 
2211 2861 2219 2887 0 1813 1138 1538 2440 2225 1587 1014 1568 2509 2252 2588 1617 1117 2681 1217 
1402 1013 2038 2821 2967 0 2054 1154 1633 1694 1563 2982 1849 2280 1751 1988 1007 1574 2436 2443 
2044 1310 1938 2434 2889 1825 0 1535 1612 1668 2929 2393 1528 2823 2150 1391 1309 1233 1667 2320 
2573 2410 1103 1210 1661 2383 1576 0 2638 1286 2632 2426 2936 1757 2461 2649 1589 2277 2758 2751 
1500 1753 2567 1662 2593 1538 1763 1048 0 2795 1765 1751 2321 1234 1269 1706 1673 1956 2540 1176 
2944 2395 1702 1052 2425 2139 2183 1237 2867 0 1259 2373 2286 1611 1028 1350 1623 1092 1965 2299 
2467 2287 2480 1013 1726 2206 1485 1813 1462 1567 0 2329 1087 2459 2992 1628 1529 2927 1506 1139 
1726 1397 2913 1921 1634 1240 2303 1579 1538 2006 1526 0 2810 2113 1140 1541 1434 1960 1981 1972 
2944 1336 2928 1555 2789 2541 2743 1918 1597 1143 2448 1845 0 2763 2293 2371 1222 1502 2921 2512 
1386 1439 1098 2894 1761 1041 2577 2040 1352 1424 2458 2469 2369 0 1301 2457 1906 1270 2442 1634 
2631 1987 1784 1336 2368 1153 2645 1210 1274 2371 1330 1208 1416 2873 0 2238 1165 2422 1379 1384 
1341 1247 2968 1300 1453 2531 1094 2829 1162 1353 1387 1942 2440 1426 2123 0 2822 2822 2734 1887 
1098 2990 2613 2987 2910 1041 2889 1214 2362 1225 2034 2498 2708 2779 1636 1769 0 1291 1020 1694 
1529 2763 1968 1318 1656 2496 1666 2587 1780 2471 1509 1383 2430 2660 2509 2177 1232 0 1985 2989 
1859 2741 2278 1930 2357 1659 2086 2740 1562 2434 1962 1131 1782 1515 2748 1121 2502 2287 0 1594 
2237 2844 2637 1173 1206 2049 1355 2685 2697 2907 2103 1802 2967 2623 1359 1144 2618 2554 1240 0 
