0 68 84 1 0.333333 -1
0 56 70 1 0.333333 -1
0 75 65 1 0.333333 -1
0   2 1 -1
0 81  3 1 -1
0   4 0.4 -1
0 67 71 4 0.6 -1
0   5 1 -1
0 84 98 6 0.6 -1
0   6 0.4 -1
0 44  7 0.5 -1
0 96  7 0.5 -1
0 78 64 8 1 -1
0 27 79 9 0.428571 -1
0 98  9 0.571429 -1
0   10 1 -1
0 31 88 11 0.428571 -1
0 41  11 0.571429 -1
0 44  12 0.5 -1
0 89  12 0.5 -1
0 84  13 0.666667 -1
0   13 0.333333 -1
0 92  14 0.571429 -1
0 64 88 14 0.428571 -1
0 95  15 0.333333 -1
0 71  15 0.333333 -1
0 8  15 0.333333 -1
0 7  16 0.666667 -1
0   16 0.333333 -1
0 22  17 0.5 -1
0 19  17 0.5 -1
0 62 95 18 1 -1
0 26 22 19 0.3 -1
0 87 26 19 0.3 -1
0 99  19 0.4 -1
0 23 95 20 0.333333 -1
0 39  20 0.444444 -1
0   20 0.222222 -1
0 90  21 0.363636 -1
0 77 3 21 0.272727 -1
0 17  21 0.363636 -1
0   22 0.333333 -1
0   22 0.333333 -1
0   22 0.333333 -1
0 36 75 23 0.3 -1
0 70  23 0.4 -1
0 88 75 23 0.3 -1
0 40  24 0.363636 -1
0 44 51 24 0.272727 -1
0 79  24 0.363636 -1
0 32 6 25 1 -1
0 71  26 1 -1
0 64  27 0.4 -1
0 88  27 0.4 -1
0   27 0.2 -1
0 18  28 1 -1
0   29 0.25 -1
0 93 95 29 0.375 -1
0 89 90 29 0.375 -1
0   30 0.4 -1
0 13 44 30 0.6 -1
0 12  31 0.5 -1
0 6  31 0.5 -1
0 23  32 0.5 -1
0   32 0.25 -1
0   32 0.25 -1
0   33 1 -1
0 44 95 34 0.428571 -1
0 51  34 0.571429 -1
0 24  35 1 -1
0 3  36 1 -1
0 69 71 37 0.3 -1
0 98 79 37 0.3 -1
0 67  37 0.4 -1
0 51 2 38 0.428571 -1
0 11  38 0.571429 -1
0 67 77 39 1 -1
0   40 1 -1
0 17  41 0.4 -1
0 36  41 0.4 -1
0   41 0.2 -1
0 68  42 0.4 -1
0 66  42 0.4 -1
0   42 0.2 -1
0 27  43 1 -1
0   44 0.25 -1
0 98 41 44 0.375 -1
0 40 22 44 0.375 -1
0 61  45 0.666667 -1
0   45 0.333333 -1
0 24  46 0.571429 -1
0 38 64 46 0.428571 -1
0 77 7 47 0.3 -1
0 35  47 0.4 -1
0 71 61 47 0.3 -1
0   48 0.25 -1
0 70  48 0.5 -1
0   48 0.25 -1
0   49 0.4 -1
0 62 6 49 0.6 -1
0 23  50 0.666667 -1
0   50 0.333333 -1
0 17 57 51 1 -1
0   52 1 -1
0   53 1 -1
0 14 23 54 0.3 -1
0 87  54 0.4 -1
0 30 56 54 0.3 -1
0   55 1 -1
0 94 53 56 1 -1
0   57 0.5 -1
0   57 0.5 -1
0 44  58 0.444444 -1
0   58 0.222222 -1
0 35 82 58 0.333333 -1
0 81  59 0.4 -1
0   59 0.2 -1
0 51  59 0.4 -1
0   60 0.4 -1
0 3 36 60 0.6 -1
0   61 0.285714 -1
0   61 0.285714 -1
0 58 99 61 0.428571 -1
0 74  62 0.444444 -1
0   62 0.222222 -1
0 69 71 62 0.333333 -1
0   63 0.5 -1
0   63 0.5 -1
0 80 53 64 0.6 -1
0   64 0.4 -1
0   65 0.25 -1
0   65 0.25 -1
0 22  65 0.5 -1
0 94  66 0.444444 -1
0 51 27 66 0.333333 -1
0   66 0.222222 -1
0 70  67 1 -1
0   68 0.222222 -1
0 38  68 0.444444 -1
0 40 81 68 0.333333 -1
0 74  69 1 -1
0   70 1 -1
0 82 60 71 0.428571 -1
0   71 0.285714 -1
0   71 0.285714 -1
0   72 0.333333 -1
0 86  72 0.666667 -1
0 1  73 0.571429 -1
0 44 31 73 0.428571 -1
0 25  74 0.571429 -1
0 88 99 74 0.428571 -1
0 77 16 75 1 -1
0 24 97 76 1 -1
0 16  77 0.666667 -1
0   77 0.333333 -1
0   78 0.2 -1
0 77  78 0.4 -1
0 67  78 0.4 -1
0 5 81 79 0.5 -1
0 25 26 79 0.5 -1
0   80 1 -1
0 28  81 0.333333 -1
0 98  81 0.333333 -1
0 84  81 0.333333 -1
0 87 67 82 0.5 -1
0 6 62 82 0.5 -1
0   83 1 -1
0   84 1 -1
0   85 0.2 -1
0 47  85 0.4 -1
0 35  85 0.4 -1
0 69  86 0.5 -1
0   86 0.25 -1
0   86 0.25 -1
0   87 1 -1
0 77 37 88 0.428571 -1
0 5  88 0.571429 -1
0 54 14 89 1 -1
0 23  90 0.5 -1
0 63  90 0.5 -1
0 22  91 1 -1
0 66  92 1 -1
0 8  93 0.4 -1
0 76 34 93 0.3 -1
0 89 6 93 0.3 -1
0 81 62 94 0.333333 -1
0 52 43 94 0.333333 -1
0 99 84 94 0.333333 -1
0 15  95 0.5 -1
0 71  95 0.5 -1
0 99  96 0.363636 -1
0 6 13 96 0.272727 -1
0 44  96 0.363636 -1
0 7  97 0.571429 -1
0 14 18 97 0.428571 -1
0 5 34 98 0.5 -1
0 49 2 98 0.5 -1
0   99 0.5 -1
0   99 0.5 -1
1 23  0 0.666667 -1
1   0 0.333333 -1
1 79 69 2 0.333333 -1
1 56  2 0.444444 -1
1   2 0.222222 -1
1 9  3 0.571429 -1
1 95 47 3 0.428571 -1
1 66 97 4 1 -1
1   5 1 -1
1   6 1 -1
1 28 70 7 1 -1
1   8 0.5 -1
1   8 0.5 -1
1 80  9 0.333333 -1
1 37  9 0.333333 -1
1 11  9 0.333333 -1
1   10 1 -1
1 75 58 11 1 -1
1   12 0.285714 -1
1 64 39 12 0.428571 -1
1   12 0.285714 -1
1   13 0.222222 -1
1 40 52 13 0.333333 -1
1 3  13 0.444444 -1
1 87  14 0.5 -1
1 44  14 0.5 -1
1 23  15 0.5 -1
1 18  15 0.5 -1
1 94  16 0.666667 -1
1   16 0.333333 -1
1   17 1 -1
1   18 0.25 -1
1 80  18 0.5 -1
1   18 0.25 -1
1 11  19 0.444444 -1
1 7 77 19 0.333333 -1
1   19 0.222222 -1
1   20 1 -1
1 54 6 21 1 -1
1 55 32 22 0.5 -1
1 53 77 22 0.5 -1
1 27 3 23 0.375 -1
1   23 0.25 -1
