0 636377 637504
1 227046 230199
2 521453 508523
3 468423 475702
4 408425 414136
5 446851 441507
6 483114 474848
7 593235 597389
8 590635 591223
9 208983 226733
10 298658 302538
11 235970 223305
12 221109 211034
13 615129 617677
14 232501 240970
15 640489 640028
16 469229 472315
17 332941 331857
18 493887 500442
19 614176 617496
20 443578 442152
21 400905 393822
22 550679 545102
23 430843 429880
24 404859 395980
25 367493 377498
26 358617 363615
27 619959 621361
28 459086 447786
29 518305 538349
30 238187 243828
31 321817 314774
32 355496 355759
33 375609 375578
34 388661 383315
35 420570 409814
36 595876 594472
37 205258 208598
38 215393 222738
39 503622 511874
40 424228 409356
41 382097 377362
42 422772 419154
43 452556 445294
44 632349 625700
45 248005 251195
46 230889 244319
47 445885 444038
48 437937 441120
49 233699 236040
50 244883 241564
51 528843 534660
52 588292 586257
53 594516 602622
54 629086 619824
55 315129 309459
56 516122 514178
57 531497 544065
58 283789 301758
59 468230 453567
60 443001 449821
61 553366 553364
62 471791 476638
63 235260 232784
64 488305 483254
65 344417 334018
66 333265 331136
67 431474 442021
68 434816 429919
69 431742 432626
70 499999 497000
71 556787 548787
72 204078 210818
73 350508 343450
74 472285 481433
75 371123 378469
76 312798 317121
77 323683 317932
78 449425 439804
79 362381 351735
80 372339 376303
81 329218 331588
82 321795 328382
83 432046 428672
84 345824 346601
85 582110 576557
86 290395 286522
87 201630 210313
88 320791 313070
89 342476 318710
90 659107 655588
91 250227 243705
92 332923 338405
93 199748 193277
94 219362 229399
95 527902 532372
96 386498 380995
97 477093 484015
98 239994 253698
99 273666 286341
