0 200520 191452
1 510348 500308
2 558575 562097
3 592327 598835
4 292579 309693
5 232981 250466
6 422881 421825
7 202845 197296
8 506469 514105
9 533522 538216
10 208812 207545
11 564218 560053
12 445361 437674
13 575267 574604
14 499140 500491
15 526621 526235
16 639538 641937
17 311197 320862
18 317212 315479
19 386240 388173
20 368952 373577
21 282037 280394
22 445450 448120
23 312690 303999
24 253809 241248
25 584840 593545
26 297687 303803
27 525044 524113
28 249197 245643
29 552641 549757
30 237765 251837
31 629446 644413
32 567047 567631
33 418404 415372
34 451061 469951
35 584558 579784
36 377116 362600
37 529722 517485
38 391496 382145
39 251802 267649
40 643219 643002
41 561825 560903
42 348482 340665
43 431833 418803
44 580534 581291
45 581622 580093
46 247225 253453
47 595662 599530
48 360798 370210
49 318605 313924
50 384951 383011
51 574126 572097
52 550413 559093
53 364060 371319
54 554153 546799
55 344507 339438
56 504504 493549
57 413301 400566
58 336383 339267
59 288217 280130
60 560074 545035
61 324773 335462
62 251467 258349
63 362138 355086
64 311781 301831
65 196668 192790
66 296835 288715
67 221076 219125
68 193936 212570
69 188608 197026
70 303570 295081
71 619707 624281
72 276731 272258
73 579333 588077
74 487727 486556
75 471060 475171
76 497804 500615
77 300344 317954
78 609441 616820
79 498364 493341
80 222746 226716
81 451645 435796
82 286647 285013
83 320192 320866
84 349959 337691
85 543874 559278
86 433749 430185
87 307598 296359
88 500411 505894
89 265413 251589
90 264847 250745
91 508936 510021
92 425579 423400
93 431057 429245
94 253574 248692
95 223667 226446
96 221212 226505
97 520635 535731
98 223339 227421
99 447543 443068
