0 2281 2774 2934 1908 2459 2970 1954 1946 1114 1131 1110 2688 2672 2314 2603 2620 1639 2550 1588 
2105 0 1689 1623 2733 2762 1082 1297 2129 2694 2389 1848 2765 1286 2316 1046 1748 1510 1921 2386 
2846 2527 0 2666 2559 1487 2072 2726 2115 1604 1702 1979 2362 1065 1380 1711 2842 2124 1436 2952 
2048 2542 2334 0 2878 1918 2530 1404 2791 1546 1874 2819 2149 2802 1531 1605 2375 2674 1155 2590 
2608 2698 1771 2236 0 2512 1408 1057 2322 2925 1648 1061 2193 1269 2978 2629 2414 1543 2649 2472 
2337 1180 1135 1091 1838 0 2730 2084 1220 1841 2020 1334 1069 1955 1756 2118 1960 2212 2775 2668 
1047 2722 2563 2895 2664 2337 0 2621 1568 2238 1760 2968 2891 2068 1919 1994 2998 1131 1509 2994 
1169 2954 2612 1375 1013 2897 1276 0 2794 1345 2404 1272 2434 1918 1334 1423 1636 2777 1985 2003 
1980 1695 1363 1388 1466 2230 2147 1356 0 2693 1184 2318 2801 1757 1174 2885 1972 2565 2181 2917 
1172 1001 2729 1761 2074 1402 2022 1697 2794 0 1710 1422 2666 2801 2509 1274 1441 1689 1983 1286 
1205 1220 2681 2100 1200 1636 2376 1834 1525 2314 0 2195 2284 2710 1182 1559 1822 2406 1444 1943 
1981 2195 2291 2938 2472 2590 1820 2646 1806 1117 1129 0 1076 1277 1377 2090 2300 2438 2499 2172 
1237 1050 1642 1776 2495 1402 2391 2904 2677 1103 1288 2195 0 1142 2027 1216 1557 2756 1867 2892 
2451 2216 1813 1764 2587 2053 2738 2307 1896 1995 2416 1618 2791 0 2016 2928 1062 2093 1755 1400 
2958 2235 2590 2735 1455 1184 1153 1688 1530 1565 1202 2667 1844 2138 0 2413 2115 1367 2072 1723 
2801 1819 2340 2228 1116 1743 2029 1144 2981 1004 2627 1232 1327 2578 2464 0 2411 2257 1942 2484 
2150 1578 1668 1073 2183 2754 2961 1041 2453 1280 2552 2972 1715 1786 1328 2842 0 1391 2454 2977 
2104 2049 1767 1406 1422 2839 1374 2436 1783 1517 2348 2202 1260 2043 2262 1906 2380 0 1697 1387 
2521 1433 2928 1380 1687 2521 2297 2387 2672 2447 1096 2728 2889 2788 2550 2242 2964 2742 0 2479 
2494 1720 1052 2331 1910 2162 2488 1581 2197 1037 1910 1946 2650 2590 2947 1041 2066 2457 2702 0 
