0,1,1220.64,4882.57,6103.21,1
0,2,669.75,2679,3348.75,1
0,3,1036.28,4145.1,5181.38,1
0,4,796.25,3185,3981.25,1
0,5,155.333,621.333,776.667,1
0,6,629.25,2517,3146.25,1
0,7,2819.92,11279.7,14099.6,1
0,8,445.929,1783.71,2229.64,1
0,9,145.607,582.429,728.036,1
0,10,220.5,882,1102.5,1
0,11,540,2160,2700,1
0,12,251.85,1007.4,1259.25,1
0,13,1082.62,4330.5,5413.12,1
0,14,637.25,2549,3186.25,1
0,15,1477.75,5910.99,7388.73,1
0,16,527.667,2110.67,2638.33,1
0,18,1323.6,5294.38,6617.98,1
0,19,595.946,2383.79,2979.73,1
1,0,703.75,2815,3518.75,1
1,2,755.571,3022.29,3777.86,1
1,3,2073.88,8295.52,10369.4,1
1,4,2189.82,8759.29,10949.1,1
1,5,2077.81,8311.24,10389,1
1,6,1646.53,6586.13,8232.66,1
1,7,1180.66,4722.64,5903.3,1
1,8,2110.83,8443.33,10554.2,1
1,9,233.143,932.571,1165.71,1
1,10,2427.72,9710.9,12138.6,1
1,11,1466.62,5866.5,7333.12,1
1,12,2523.23,10092.9,12616.1,1
1,13,1249.12,4996.48,6245.6,1
1,14,2028.29,8113.14,10141.4,1
1,15,272,1088,1360,1
1,16,506.121,2024.49,2530.61,1
1,17,297.857,1191.43,1489.29,1
1,18,2066.71,8266.86,10333.6,1
1,19,292.393,1169.57,1461.96,1
2,0,224.786,899.143,1123.93,1
2,1,1032.04,4128.17,5160.21,1
2,3,1464.67,5858.7,7323.38,1
2,4,1611.19,6444.76,8055.95,1
2,5,432.482,1729.93,2162.41,1
2,6,772.083,3088.33,3860.42,1
2,7,1391.08,5564.3,6955.38,1
2,8,384.621,1538.49,1923.11,1
2,9,1093.75,4375,5468.75,1
2,10,1518.88,6075.51,7594.39,1
2,11,585.196,2340.79,2925.98,1
2,12,530.567,2122.27,2652.83,1
2,13,655.5,2622,3277.5,1
2,14,1030.75,4123,5153.75,1
2,15,938.607,3754.43,4693.04,1
2,16,209.7,838.8,1048.5,1
2,17,351.667,1406.67,1758.33,1
2,18,1558.49,6233.98,7792.47,1
2,19,287.375,1149.5,1436.88,1
3,0,283.929,1135.71,1419.64,1
3,1,2487.22,9948.87,12436.1,1
3,2,968.696,3874.79,4843.48,1
3,4,2747.49,10989.9,13737.4,1
3,5,1407.04,5628.17,7035.21,1
3,6,964.25,3857,4821.25,1
3,7,480.625,1922.5,2403.12,1
3,8,2309.44,9237.75,11547.2,1
3,9,1512.62,6050.5,7563.12,1
3,10,755.586,3022.34,3777.93,1
3,11,1472.09,5888.36,7360.45,1
3,12,84.25,337,421.25,1
3,13,1682.54,6730.17,8412.71,1
3,14,2009.75,8039,10048.8,1
3,15,2149.26,8597.05,10746.3,1
3,17,625.226,2500.9,3126.13,1
3,18,2189.15,8756.62,10945.8,1
3,19,293.5,1174,1467.5,1
4,0,2205.86,8823.43,11029.3,1
4,1,1725.48,6901.93,8627.42,1
4,2,578.643,2314.57,2893.21,1
4,3,3803.84,15215.3,19019.2,1
