0 2808 1496 1679 1764 1864 2065 2251 1944 2195 2858 2680 2240 1195 2089 2187 2062 2810 1359 2176 
2272 0 1471 1698 2145 2729 1079 1678 2996 2540 1184 1200 2239 1051 2100 1287 2643 2108 1220 1259 
1731 1183 0 1177 1571 2944 2110 2767 2745 1632 1359 1470 2044 2077 1582 1473 2097 1899 2477 2937 
2877 1352 2688 0 2652 2571 1090 1513 1274 2421 2436 2844 1011 2630 2507 2011 1249 1434 1286 2111 
2098 2734 2349 2656 0 1047 1486 1422 2123 1261 2795 1310 1145 1095 2004 2234 1080 1904 2267 1205 
2042 2719 2848 2735 1987 0 2296 2391 1432 2178 1227 2298 2788 2391 1036 1364 1035 1628 2423 2611 
2248 2017 1551 2530 1001 1079 0 1197 2987 2753 1453 1253 2470 1856 2140 1081 2159 1906 1356 2408 
2295 2759 2726 1115 2873 1584 2986 0 2586 1239 1198 2876 2673 2478 1156 2745 1568 2909 1307 2447 
1797 1376 1181 1695 1567 1370 1810 1294 0 2658 1561 2413 1506 1395 2682 2850 2426 2158 2058 1638 
1826 1138 1827 2745 2631 2128 2107 2969 1716 0 2413 1866 2472 1058 1424 1789 2503 2002 1744 1656 
1165 2012 2749 2654 2544 1437 2466 2971 2650 1205 0 1811 1737 2905 1931 1941 1988 1008 2375 2485 
2694 2202 2366 1522 1893 2661 1080 2874 2812 1535 2898 0 1957 2994 1933 2495 2793 1779 1629 2186 
2132 1151 1829 2429 2992 1034 1667 2176 1573 1602 1563 2163 0 1373 1514 2381 2135 2453 2915 2098 
2001 2881 2726 2840 1277 1270 2133 2136 1006 1466 2725 1075 2033 0 2586 2137 2234 2411 2170 2299 
2448 1432 1429 1568 2054 2576 2384 2735 2160 2191 2374 2666 1335 1009 0 1254 1489 2085 2510 1836 
1083 1746 1319 1497 2215 1175 2221 2230 2704 1376 2025 1409 1239 2200 2359 0 2927 2348 1529 1234 
2430 1415 1193 1477 1486 1790 2146 2198 1824 1262 2855 1870 1453 1242 1104 1376 0 2388 2291 1552 
2815 1590 1823 1795 1956 2984 1146 1629 1417 1071 1434 1812 2490 2132 1924 1156 1354 0 2319 2483 
1084 1241 2930 2364 1736 2789 1684 2497 2885 1303 1805 1040 2001 2873 1116 1284 2150 1748 0 2056 
1925 2992 1880 2473 1202 1212 1788 1324 1410 2241 2040 2838 1006 1782 1297 2089 2437 2116 1766 0 
