0 1646 2131 2361 2590 2810 1483 2878 1641 2946 2298 2186 2903 2441 1893 1494 2133 2056 1210 1661 
2148 0 1845 1721 1876 1710 1069 1351 2844 2965 1363 1996 1313 1598 2616 1909 1834 1782 1349 2663 
2865 1005 0 2855 2316 1857 2335 1888 2931 1549 1883 1200 2526 1301 1134 1138 2950 1705 1359 2198 
2799 2344 2674 0 2744 2187 1645 2429 2082 2339 2920 2295 1494 1036 2196 2452 1244 2771 2460 2828 
1558 2222 1767 1099 0 2823 1628 1873 2458 2215 2374 1139 2593 2955 2826 2947 1067 1493 1226 1433 
1931 2702 1842 1026 2518 0 1467 2688 2820 2799 2832 2615 1188 1857 1722 1504 1720 1223 1292 1210 
2834 1945 1832 2899 1990 2463 0 2464 1340 2316 1429 2091 1670 2709 2613 2290 1414 2180 2103 1806 
2831 1230 1120 1849 2000 1632 1464 0 1887 1488 1653 2275 1749 2577 1505 2530 2201 2744 1477 2196 
1156 1054 2626 1532 2808 2931 1090 1543 0 1901 1831 2948 2307 1392 1796 1872 1297 1920 2531 1796 
1925 2588 2990 1566 1561 2249 2688 2135 2648 0 2739 1385 2019 1793 2493 2392 2750 2360 2302 2379 
2851 2020 2641 1807 2024 1269 2235 2496 2360 2521 0 2316 1769 2481 2622 2765 2514 2657 1118 1912 
2572 2285 2256 1937 2792 2585 2731 2660 1301 1009 2275 0 1085 2451 1904 1546 2702 1738 2447 2705 
2785 1064 2692 1560 1285 2616 2491 2428 2850 2651 2487 1863 0 1025 1119 1200 2492 2763 1452 1554 
2078 1563 1929 2776 2364 1224 1441 2971 2297 1673 2507 2353 2019 0 1380 2217 1886 1530 2112 1131 
1329 2992 1522 2742 1166 1024 1710 2163 2333 1239 2530 2671 2794 1867 0 2031 2388 1956 1780 1511 
1500 1268 1570 1237 2212 1761 2842 2149 2041 1301 2500 1337 2540 2240 1710 0 2624 1265 2519 2632 
1418 1903 2475 2716 2165 2824 1694 1626 2100 1177 2673 2511 1673 1350 2399 2180 0 2653 1468 1980 
2096 2999 1520 1828 2583 1504 1748 1881 1732 2500 1105 1934 1938 2401 2142 1350 2341 0 2517 1211 
1938 2647 2051 1792 2616 2213 1496 1414 2069 1536 2501 2288 2928 1329 2378 1640 2110 1954 0 1080 
2022 2854 1598 2476 1745 2207 2001 2167 2580 1872 1585 2438 1274 2669 2962 1563 2154 2693 1018 0 
