0 82  1 1 -1
0 58 8 2 1 -1
0 67  3 0.5 -1
0 78  3 0.5 -1
0 16  4 0.4 -1
0 17  4 0.4 -1
0   4 0.2 -1
0 32  5 0.4 -1
0 28  5 0.4 -1
0   5 0.2 -1
0   6 1 -1
0 2 62 7 0.333333 -1
0 80 36 7 0.333333 -1
0 44 5 7 0.333333 -1
0 85 11 8 0.333333 -1
0 42  8 0.444444 -1
0   8 0.222222 -1
0 20  9 0.363636 -1
0 82 42 9 0.272727 -1
0 87  9 0.363636 -1
0 50 31 10 0.6 -1
0   10 0.4 -1
0 77 43 11 0.428571 -1
0 76  11 0.571429 -1
0 30  12 1 -1
0 14  13 0.571429 -1
0 26 52 13 0.428571 -1
0 34 54 14 0.272727 -1
0 49  14 0.363636 -1
0 53  14 0.363636 -1
0   15 1 -1
0   16 1 -1
0   17 0.222222 -1
0 67  17 0.444444 -1
0 44 89 17 0.333333 -1
0 88  18 0.4 -1
0 11  18 0.4 -1
0   18 0.2 -1
0 10 58 19 0.3 -1
0 46  19 0.4 -1
0 28 67 19 0.3 -1
0   20 0.285714 -1
0 23 56 20 0.428571 -1
0   20 0.285714 -1
0   21 0.4 -1
0 53 52 21 0.6 -1
0 86 53 22 0.333333 -1
0   22 0.222222 -1
0 78  22 0.444444 -1
0 36  23 0.666667 -1
0   23 0.333333 -1
0   24 0.285714 -1
0 77 47 24 0.428571 -1
0   24 0.285714 -1
0 88  25 1 -1
0   26 0.333333 -1
0 3  26 0.666667 -1
0 58 89 27 0.3 -1
0 19  27 0.4 -1
0 29 82 27 0.3 -1
0 62  28 0.4 -1
0 2 11 28 0.3 -1
0 77 60 28 0.3 -1
0 25  29 0.4 -1
0 52  29 0.4 -1
0   29 0.2 -1
0 56  30 0.444444 -1
0 22 4 30 0.333333 -1
0   30 0.222222 -1
0   31 0.4 -1
0 36 33 31 0.6 -1
0 81 50 32 0.333333 -1
0 15 16 32 0.333333 -1
0 59 51 32 0.333333 -1
0 30  33 0.363636 -1
0 3  33 0.363636 -1
0 51 46 33 0.272727 -1
0 9  34 1 -1
0 77  35 1 -1
0   36 0.4 -1
0 6 65 36 0.6 -1
0 8  37 0.444444 -1
0 41 30 37 0.333333 -1
0   37 0.222222 -1
0   38 0.5 -1
0   38 0.5 -1
0 6 74 39 0.272727 -1
0 89  39 0.363636 -1
0 78  39 0.363636 -1
0   40 0.4 -1
0 83 88 40 0.6 -1
0 54 82 41 0.6 -1
0   41 0.4 -1
0   42 1 -1
0 17 65 43 1 -1
0 36 51 44 0.5 -1
0 33 46 44 0.5 -1
0   45 0.4 -1
0 77 47 45 0.6 -1
0 78  46 0.5 -1
0 28  46 0.5 -1
0 54  47 0.571429 -1
0 51 30 47 0.428571 -1
0 17 30 48 0.428571 -1
0 61  48 0.571429 -1
0 28  49 0.4 -1
0   49 0.2 -1
0 80  49 0.4 -1
0 68 49 50 0.272727 -1
0 29  50 0.363636 -1
0 64  50 0.363636 -1
0 22  51 0.4 -1
0 86  51 0.4 -1
0   51 0.2 -1
0 89 74 52 0.428571 -1
0 39  52 0.571429 -1
0   53 0.25 -1
0 42 12 53 0.375 -1
0 52 74 53 0.375 -1
0   54 0.222222 -1
0 87  54 0.444444 -1
0 26 72 54 0.333333 -1
0 11 37 55 1 -1
0   56 0.25 -1
0 15 13 56 0.375 -1
0 77 88 56 0.375 -1
0   57 1 -1
0 51  58 0.5 -1
0 79  58 0.5 -1
0 29  59 0.444444 -1
0 78 7 59 0.333333 -1
0   59 0.222222 -1
0   60 0.222222 -1
0 83  60 0.444444 -1
0 63 19 60 0.333333 -1
0 28  61 0.571429 -1
0 77 1 61 0.428571 -1
0   62 1 -1
0 65  63 0.4 -1
0   63 0.2 -1
0 86  63 0.4 -1
0 5  64 0.5 -1
0   64 0.25 -1
0   64 0.25 -1
0 50  65 0.571429 -1
0 26 28 65 0.428571 -1
0   66 1 -1
0 54  67 0.4 -1
0 36 17 67 0.3 -1
0 85 71 67 0.3 -1
0   68 1 -1
0   69 0.25 -1
0 84 66 69 0.375 -1
0 58 49 69 0.375 -1
0   70 0.333333 -1
0 21  70 0.666667 -1
0   71 1 -1
0   72 1 -1
0   73 0.4 -1
0 4 72 73 0.6 -1
0 71  74 1 -1
0 85  75 0.666667 -1
0   75 0.333333 -1
0   76 1 -1
0 51  77 0.571429 -1
0 70 83 77 0.428571 -1
0 60  78 0.4 -1
0   78 0.2 -1
0 87  78 0.4 -1
0   79 0.333333 -1
0 65  79 0.666667 -1
0   80 1 -1
0 77  81 0.363636 -1
0 8  81 0.363636 -1
0 64 77 81 0.272727 -1
0 9 15 82 0.272727 -1
0 56  82 0.363636 -1
0 64  82 0.363636 -1
0   83 1 -1
0   84 0.222222 -1
0 42 63 84 0.333333 -1
0 83  84 0.444444 -1
0 52 30 85 0.6 -1
0   85 0.4 -1
0 60 58 86 0.375 -1
0   86 0.25 -1
0 75 49 86 0.375 -1
0   87 0.285714 -1
0 44 52 87 0.428571 -1
0   87 0.285714 -1
0   88 0.333333 -1
0 72  88 0.666667 -1
0   89 0.5 -1
0   89 0.5 -1
1   0 0.222222 -1
1 10  0 0.444444 -1
1 28 70 0 0.333333 -1
1 47 63 2 0.5 -1
1 29 17 2 0.5 -1
1 63 0 3 1 -1
1 47  4 0.4 -1
1 44 24 4 0.3 -1
1 83 17 4 0.3 -1
1 30 52 5 0.272727 -1
1 76  5 0.363636 -1
1 63  5 0.363636 -1
1   6 0.5 -1
1   6 0.5 -1
1 67 35 7 1 -1
1 70  8 0.571429 -1
1 84 54 8 0.428571 -1
1 70  9 0.571429 -1
1 86 13 9 0.428571 -1
1 30 62 10 0.333333 -1
1 44 81 10 0.333333 -1
1 33 43 10 0.333333 -1
1   11 0.333333 -1
1 78  11 0.666667 -1
1   12 0.285714 -1
1 66 47 12 0.428571 -1
1   12 0.285714 -1
1 64 11 13 0.375 -1
1 33 30 13 0.375 -1
1   13 0.25 -1
1 43  14 0.5 -1
1 5  14 0.5 -1
1 66  15 1 -1
1 60 28 16 1 -1
1 63  17 1 -1
1 4 82 18 0.5 -1
