0,546402,553084
1,239592,232264
2,260431,254735
3,420011,434224
4,486789,491395
5,469400,465727
6,493830,498187
7,371964,385884
8,189559,185702
9,274582,271186
10,392045,394717
11,207662,204722
12,194564,179908
13,214897,220571
14,195139,201597
15,538490,531937
16,192860,197330
17,232348,235142
18,426702,438980
19,204536,210721
20,516399,520605
21,364575,355512
22,534898,534751
23,283071,273758
24,260054,258226
25,479769,479708
26,272708,269137
27,554794,556260
28,484980,484460
29,333265,331621
30,596247,592712
31,203798,196687
32,542354,551877
33,366466,363691
34,182317,194362
35,218763,225807
36,507705,502408
37,466849,479716
38,437823,436052
39,306443,299103
40,220607,229825
41,185316,199397
42,295668,296650
43,271481,260545
44,602784,599621
45,562924,577942
46,528145,512805
47,508284,502752
48,236372,236843
49,458499,454865
50,251243,247163
51,269723,271841
52,573617,560206
53,590561,585003
54,383589,379285
55,481117,470146
56,368184,371498
57,398361,387620
58,510470,516363
59,588705,589115
60,370056,352826
61,268929,269781
62,265829,268289
63,323517,323170
64,217791,214541
65,263768,269557
66,493815,498661
67,361884,367366
68,326328,332711
69,239158,242167
70,515516,511576
71,233667,235443
72,221083,218317
73,377582,364712
74,280346,287577
75,538136,547374
76,187313,196652
77,480081,470768
78,259128,270389
79,442620,427259
80,468138,480524
81,585256,587531
82,221689,227872
83,243939,233617
84,450838,463070
85,326438,330743
86,284766,289285
87,354452,350227
88,215263,197917
89,382936,377120
