0,358500,356137
1,126917,118725
2,298416,296838
3,327869,326040
4,268385,260875
5,211922,213721
6,302129,311734
7,294898,293010
8,341662,333756
9,226858,223530
10,312242,310674
11,211775,208827
12,231883,230787
13,233286,236133
14,223887,223407
15,212324,212883
16,271994,262583
17,148854,155040
18,201844,209768
19,313189,318112
20,275499,283369
21,343662,347815
22,352725,357384
23,168808,173035
24,194146,197483
25,196538,190692
26,351336,346107
27,149363,147335
28,258231,260397
29,213311,214954
30,253291,252841
31,141873,151321
32,146241,144898
33,380245,381930
34,144027,146956
35,122463,124549
36,282836,280743
37,125087,139357
38,296467,294580
39,345468,341340
40,199663,203488
41,371371,372798
42,171536,148237
43,268406,266437
44,156515,161714
45,309528,311624
46,144519,150831
47,236317,223537
48,147592,140811
49,208170,206460
50,438248,428339
51,243230,244750
52,270341,271862
53,251464,262285
54,211149,216291
55,221782,218749
56,143113,137993
57,236162,250101
58,139108,126244
59,391753,398201
