0,170962,171108
1,282207,273140
2,120907,126268
3,304400,309492
4,342700,339364
5,120852,121497
6,342178,342133
7,130324,119749
8,316448,324818
9,326051,326840
10,265008,264681
11,168067,171703
12,378652,376334
13,166968,160358
14,290450,285775
15,211642,208400
16,333588,334122
17,177961,185514
18,316682,317259
19,370743,376967
20,201254,205971
21,189439,190747
22,350257,338967
23,168529,167282
24,265743,263334
25,202705,197375
26,198315,197664
27,295422,304327
28,211852,218893
29,171264,170065
30,377452,374120
31,175964,169639
32,195321,198372
33,342330,341309
34,243504,246273
35,146359,149841
36,255490,251650
37,230982,239990
38,199611,201118
39,268261,273003
40,268133,267945
41,242415,246847
42,148597,169266
43,183255,176070
44,263073,255146
45,214231,221989
46,280562,292893
47,120918,122230
48,141557,130891
49,413846,403935
50,287951,288477
51,248880,241872
52,316770,325105
53,211906,214253
54,229438,223377
55,208525,205214
56,411799,399028
57,127795,127821
58,191764,195865
59,154779,149353
