0,,,1,1
0,29,16,2,0.5
0,13,53,2,0.5
0,25,,3,1
0,59,,4,0.5
0,21,,4,0.5
0,29,24,5,0.5
0,46,43,5,0.5
0,,,6,0.333333
0,7,,6,0.666667
0,,,7,0.333333
0,27,,7,0.666667
0,24,,8,0.571429
0,2,57,8,0.428571
0,,,9,1
0,46,,10,1
0,,,11,0.4
0,36,39,11,0.6
0,7,,12,1
0,41,,13,1
0,11,,14,0.5
0,29,,14,0.5
0,17,44,15,0.428571
0,29,,15,0.571429
0,11,,16,1
0,,,17,0.5
0,,,17,0.5
0,14,7,18,1
0,,,19,0.333333
0,57,,19,0.666667
0,7,14,20,0.6
0,,,20,0.4
0,17,49,21,1
0,,,22,1
0,58,,23,0.5
0,3,,23,0.5
0,,,24,0.333333
0,16,,24,0.666667
0,44,,25,0.5
0,39,,25,0.5
0,30,44,26,1
0,2,,27,0.571429
0,45,26,27,0.428571
0,44,25,28,0.5
0,29,24,28,0.5
0,37,15,29,0.428571
0,40,,29,0.571429
0,2,10,30,0.5
0,28,20,30,0.5
0,,,31,1
0,,,32,1
0,,,33,1
0,,,34,1
0,31,14,35,1
0,,,36,1
0,,,37,1
0,,,38,1
0,27,,39,1
0,43,,40,0.666667
0,,,40,0.333333
0,30,,41,0.571429
0,33,30,41,0.428571
0,39,11,42,0.428571
0,54,,42,0.571429
0,,,43,1
0,39,37,44,1
0,46,21,45,0.5
0,30,29,45,0.5
0,41,1,46,0.5
0,23,45,46,0.5
0,,,47,1
0,,,48,0.333333
0,25,,48,0.666667
0,46,,49,0.5
0,24,,49,0.5
0,,,50,1
0,12,11,51,1
0,,,52,0.4
0,27,29,52,0.6
0,15,45,53,1
0,46,,54,1
0,41,7,55,0.5
0,29,48,55,0.5
0,25,29,56,1
0,58,27,57,0.5
0,36,41,57,0.5
0,4,46,58,1
0,28,,59,0.666667
0,,,59,0.333333
1,25,,0,1
1,,,2,1
1,39,33,3,1
1,21,41,4,0.6
1,,,4,0.4
1,44,,5,1
1,27,,6,1
1,58,45,7,1
1,17,59,8,1
1,36,0,9,0.428571
1,54,,9,0.571429
1,40,49,10,1
1,57,,11,0.5
1,47,,11,0.5
1,46,23,12,0.5
1,27,0,12,0.5
1,7,,13,0.666667
1,,,13,0.333333
1,,,14,0.4
1,5,9,14,0.6
1,37,13,15,0.6
1,,,15,0.4
1,41,30,16,1
1,5,27,17,1
1,,,18,0.4
1,49,16,18,0.6
1,,,19,1
1,41,,20,1
1,11,14,21,0.428571
1,41,,21,0.571429
1,49,46,22,0.6
1,,,22,0.4
1,,,23,0.4
1,7,27,23,0.6
1,12,27,24,1
1,46,,25,0.666667
1,,,25,0.333333
1,,,26,0.4
1,7,28,26,0.6
1,44,22,27,1
1,45,11,28,1
1,16,,29,0.666667
1,,,29,0.333333
1,53,36,30,0.428571
1,27,,30,0.571429
1,39,52,31,1
1,,,32,1
1,,,33,1
1,,,34,1
1,,,35,0.4
1,0,14,35,0.6
1,57,9,36,0.5
1,50,57,36,0.5
1,29,,37,1
1,,,38,1
1,25,5,39,0.6
1,,,39,0.4
1,24,,40,0.5
1,22,,40,0.5
1,49,48,41,1
1,53,,42,0.5
1,14,,42,0.5
1,11,48,43,1
1,40,47,44,0.6
1,,,44,0.4
1,26,7,45,1
1,,,46,0.333333
1,39,,46,0.666667
1,,,47,0.333333
1,57,,47,0.666667
1,5,,48,1
1,7,,49,0.5
1,48,,49,0.5
1,44,30,50,0.6
1,,,50,0.4
1,,,51,1
1,3,12,52,0.6
1,,,52,0.4
1,43,30,53,0.5
1,44,16,53,0.5
1,5,44,54,1
1,20,58,55,1
1,39,,56,0.5
1,44,,56,0.5
1,,,57,1
1,,,58,1
1,,,59,0.4
1,53,36,59,0.6
2,53,57,0,0.5
2,35,10,0,0.5
2,40,48,1,0.428571
2,58,,1,0.571429
2,,,3,1
2,21,,4,1
2,,,5,1
2,27,,6,1
2,33,29,7,0.428571
2,41,,7,0.571429
2,43,45,8,1
2,,,9,0.5
2,,,9,0.5
2,24,50,10,1
2,46,53,11,1
2,21,,12,0.5
2,53,,12,0.5
2,,,13,1
2,42,44,14,0.428571
2,35,,14,0.571429
2,16,17,15,1
2,14,27,16,1
2,43,,17,1
2,,,18,1
2,7,25,19,1
2,14,,20,0.5
2,46,,20,0.5
2,,,21,0.4
2,57,40,21,0.6
2,1,30,22,1
2,39,46,23,0.5
2,40,48,23,0.5
2,9,,24,1
2,,,25,0.5
2,,,25,0.5
2,,,26,1
2,36,,27,1
2,,,28,1
2,17,,29,0.666667
2,,,29,0.333333
2,,,30,1
2,,,31,1
2,27,57,32,1
2,1,,33,0.571429
2,39,46,33,0.428571
2,4,13,34,1
2,,,35,0.5
2,,,35,0.5
2,,,36,0.5
2,,,36,0.5
2,44,,37,1
2,57,,38,0.5
2,35,,38,0.5
2,,,39,0.5
2,,,39,0.5
2,16,45,40,0.5
2,51,15,40,0.5
2,,,41,1
2,39,8,42,0.428571
2,14,,42,0.571429
2,,,43,0.333333
2,7,,43,0.666667
2,39,,44,0.571429
2,14,24,44,0.428571
2,7,,45,0.5
2,42,,45,0.5
2,30,40,46,1
2,,,47,0.4
2,10,27,47,0.6
2,49,35,48,0.6
2,,,48,0.4
2,,,49,1
2,33,39,50,0.5
2,23,37,50,0.5
2,48,,51,1
2,53,12,52,1
2,30,32,53,1
2,0,52,54,0.428571
2,48,,54,0.571429
2,,,55,1
2,49,37,56,1
2,14,,57,1
2,25,43,58,0.5
2,7,44,58,0.5
2,,,59,1
3,,,0,1
3,,,1,1
3,5,,2,1
3,29,,4,1
3,41,,5,1
3,11,,6,0.666667
3,,,6,0.333333
3,21,,7,0.571429
3,46,48,7,0.428571
3,,,8,1
3,2,,9,0.571429
3,39,10,9,0.428571
3,20,,10,1
3,10,,11,0.571429
3,44,43,11,0.428571
3,46,,12,1
3,57,39,13,1
3,42,20,14,1
3,,,15,1
3,54,45,16,1
3,7,,17,1
3,41,,18,0.666667
3,,,18,0.333333
3,14,40,19,0.428571
3,36,,19,0.571429
3,,,20,1
3,,,21,1
3,20,43,22,1
3,,,23,0.5
3,,,23,0.5
3,29,,24,0.5
3,19,,24,0.5
3,13,37,25,1
3,44,,26,1
3,21,,27,0.5
3,1,,27,0.5
3,39,,28,1
3,,,29,0.5
3,,,29,0.5
3,57,,30,0.666667
3,,,30,0.333333
3,1,,31,1
3,,,32,0.4
3,40,39,32,0.6
3,57,,33,1
3,14,1,34,1
3,,,35,1
3,5,,36,0.666667
3,,,36,0.333333
3,28,21,37,1
3,,,38,0.4
3,40,37,38,0.6
3,0,28,39,1
3,10,,40,0.666667
3,,,40,0.333333
3,28,,41,0.571429
3,46,39,41,0.428571
3,49,,42,0.5
3,14,,42,0.5
3,40,10,43,1
3,46,,44,1
3,51,,45,0.666667
3,,,45,0.333333
3,25,,46,1
3,44,,47,0.666667
3,,,47,0.333333
3,29,19,48,0.5
3,29,36,48,0.5
3,7,25,49,1
3,14,,50,0.571429
3,7,27,50,0.428571
3,,,51,1
3,28,46,52,1
3,58,,53,0.666667
3,,,53,0.333333
3,22,,54,0.666667
3,,,54,0.333333
3,32,12,55,0.5
3,13,29,55,0.5
3,,,56,1
3,27,,57,0.666667
3,,,57,0.333333
3,39,,58,1
3,,,59,1
4,,,0,0.5
4,,,0,0.5
4,,,1,1
4,53,,2,0.571429
4,27,22,2,0.428571
4,1,23,3,0.428571
4,52,,3,0.571429
4,9,57,5,1
4,,,6,0.5
4,,,6,0.5
4,,,7,0.4
4,8,43,7,0.6
4,9,,8,0.666667
4,,,8,0.333333
4,,,9,0.5
4,,,9,0.5
4,39,,10,1
4,,,11,0.5
4,,,11,0.5
4,,,12,1
4,53,14,13,1
4,1,,14,1
4,21,,15,0.571429
4,41,24,15,0.428571
4,45,21,16,0.428571
4,41,,16,0.571429
4,,,17,0.333333
4,27,,17,0.666667
4,1,,18,0.5
4,53,,18,0.5
4,48,,19,1
4,,,20,0.5
4,,,20,0.5
4,37,41,21,1
4,,,22,0.5
4,,,22,0.5
4,,,23,0.333333
4,21,,23,0.666667
4,,,24,0.333333
4,27,,24,0.666667
4,45,30,25,1
4,,,26,0.5
4,,,26,0.5
4,12,,27,1
4,14,49,28,0.428571
4,23,,28,0.571429
4,7,43,29,0.5
4,27,19,29,0.5
4,29,9,30,1
4,,,31,1
4,7,41,32,1
4,21,51,33,0.5
4,0,16,33,0.5
4,,,34,0.5
4,,,34,0.5
4,23,16,35,1
4,41,16,36,0.5
4,51,7,36,0.5
4,,,37,0.4
4,5,30,37,0.6
4,,,38,1
4,33,,39,1
4,32,11,40,0.6
4,,,40,0.4
4,,,41,1
4,23,29,42,0.6
4,,,42,0.4
4,35,44,43,1
4,8,,44,1
4,17,,45,0.666667
4,,,45,0.333333
4,37,13,46,1
4,57,16,47,0.428571
4,22,,47,0.571429
4,42,,48,1
4,,,49,0.4
4,9,53,49,0.6
4,,,50,1
4,,,51,0.4
4,16,46,51,0.6
4,17,,52,1
4,,,53,1
4,,,54,0.333333
4,6,,54,0.666667
4,16,,55,1
4,,,56,0.5
4,,,56,0.5
4,42,41,57,1
4,14,,58,1
4,54,53,59,1
5,16,49,0,1
5,26,,1,0.666667
5,,,1,0.333333
5,13,19,2,1
5,,,3,0.4
5,45,29,3,0.6
5,36,,4,1
5,29,,6,1
5,,,7,0.333333
5,41,,7,0.666667
5,28,,8,0.571429
5,17,21,8,0.428571
