0,241184,243699
1,285896,282345
2,224213,222536
3,147851,153933
4,177650,173116
5,205410,201951
6,157827,155646
7,372241,375364
8,119001,127533
9,253841,250271
10,232429,249795
11,258479,267714
12,216752,231323
13,259347,259258
14,131306,137826
15,289721,285982
16,362116,352068
17,220947,229585
18,295085,290436
19,143612,145818
20,341466,332601
21,143218,149580
22,247565,237493
23,205144,193695
24,351450,364266
25,235813,241858
26,314622,317451
27,226361,228950
28,299574,296297
29,256168,261065
30,168642,157829
31,135336,137432
32,312800,316151
33,249010,261674
34,138572,135659
35,127426,135134
36,259341,246592
37,277820,284555
38,215653,220293
39,349395,338989
40,226647,219417
41,268442,254448
42,132478,141015
43,299381,300847
44,275127,284107
45,299124,295679
46,223784,221572
47,243143,242443
48,207163,196364
49,295925,285364
50,290313,291894
51,296750,283283
52,249921,250357
53,269886,268612
54,233471,231336
55,294016,297756
56,239074,234198
57,157241,158206
58,227092,223372
59,137779,143008
