0,150071,148729
1,335235,340482
2,251795,254717
3,200066,199863
4,186488,178235
5,225913,236268
6,296837,294873
7,362005,363333
8,200189,203065
9,352786,371459
10,130449,135151
11,197957,182222
12,334555,332349
13,241946,239287
14,263219,260462
15,160772,160979
16,329712,335217
17,217495,216612
18,190008,190484
19,214327,219670
20,255377,258045
21,172290,174600
22,208106,215539
23,378280,376306
24,123010,128328
25,223141,227618
26,156117,148844
27,258695,255114
28,173273,170822
29,121406,121068
30,188988,185247
31,161094,167963
32,228683,234542
33,283144,271142
34,354323,343886
35,179293,171894
36,275458,273430
37,188862,189921
38,196510,196010
39,275023,268450
40,349846,350987
41,227082,231641
42,312541,320499
43,226365,224057
44,324607,330134
45,365537,371853
46,374330,372385
47,214703,206845
48,295572,299241
49,304869,296179
50,124787,123703
51,158549,154617
52,139545,133819
53,367153,364298
54,202643,205111
55,172321,175763
56,148873,141975
57,159693,166656
58,384933,386329
59,372632,371160
