0,1,1670.26,6681.06,8351.32,1
0,2,2132.04,8528.17,10660.2,1
0,3,919.393,3677.57,4596.96,1
0,4,2439.75,9759,12198.8,1
0,5,972.286,3889.14,4861.43,1
0,6,4175.42,16701.7,20877.1,1
0,7,397,1588,1985,1
0,8,2056.66,8226.64,10283.3,1
0,9,1303.03,5212.1,6515.12,1
0,10,1984.73,7938.9,9923.63,1
0,11,1384.92,5539.67,6924.58,1
0,12,3035.52,12142.1,15177.6,1
0,13,4978.38,19913.5,24891.9,1
0,14,539.25,2157,2696.25,1
0,15,1142.73,4570.93,5713.66,1
0,16,1912.58,7650.3,9562.88,1
0,17,3576.74,14307,17883.7,1
0,18,2355.38,9421.5,11776.9,1
0,19,2027.86,8111.43,10139.3,1
0,20,556.525,2226.1,2782.62,1
0,21,515.625,2062.5,2578.12,1
0,22,1284.84,5139.37,6424.21,1
0,24,4129.64,16518.5,20648.2,1
0,25,1832.01,7328.06,9160.07,1
0,26,1980.52,7922.07,9902.59,1
0,27,2186.55,8746.2,10932.8,1
0,28,1950.75,7803,9753.75,1
0,29,1361.71,5446.83,6808.54,1
0,30,1454.3,5817.2,7271.5,1
0,31,1044.18,4176.71,5220.89,1
0,32,1170.5,4682,5852.5,1
0,33,121.5,486,607.5,1
0,34,1990.79,7963.14,9953.93,1
0,35,575.2,2300.8,2876,1
0,36,1531.33,6125.31,7656.64,1
0,37,4225.54,16902.2,21127.7,1
0,38,917.375,3669.5,4586.88,1
0,39,1278.9,5115.62,6394.52,1
0,40,307.25,1229,1536.25,1
0,41,922.15,3688.6,4610.75,1
0,42,1158.11,4632.43,5790.54,1
0,43,1441.93,5767.71,7209.64,1
0,44,1033.46,4133.83,5167.29,1
0,45,1171.5,4686,5857.5,1
0,46,3159.8,12639.2,15799,1
0,47,1396.15,5584.6,6980.75,1
0,48,639.9,2559.6,3199.5,1
0,49,1429.05,5716.2,7145.25,1
0,50,2225.64,8902.54,11128.2,1
0,51,2682.43,10729.7,13412.2,1
0,52,997.125,3988.5,4985.62,1
0,53,907,3628,4535,1
0,54,1704.07,6816.29,8520.36,1
0,55,2524.83,10099.3,12624.2,1
0,57,377.786,1511.14,1888.93,1
0,58,1042.68,4170.71,5213.39,1
0,59,1757.49,7029.97,8787.46,1
1,0,2751.2,11004.8,13756,1
1,2,852.286,3409.14,4261.43,1
1,3,1348.75,5395,6743.75,1
1,4,1638.2,6552.79,8190.98,1
1,5,1537.5,6150,7687.5,1
1,6,773,3092,3865,1
1,7,2184.88,8739.5,10924.4,1
1,8,2222.19,8888.76,11110.9,1
1,9,2038.21,8152.86,10191.1,1
1,10,456.036,1824.14,2280.18,1
1,11,428.143,1712.57,2140.71,1
1,12,1004.83,4019.33,5024.17,1
1,13,2220.2,8880.8,11101,1
1,14,1253.83,5015.33,6269.17,1
1,15,651.593,2606.37,3257.96,1
1,16,1117.92,4471.7,5589.62,1
1,17,560,2240,2800,1
1,18,385.893,1543.57,1929.46,1
1,19,1343.9,5375.6,6719.5,1
1,20,580.429,2321.71,2902.14,1
1,21,577.536,2310.14,2887.68,1
1,22,240.536,962.143,1202.68,1
1,23,1051.23,4204.91,5256.14,1
1,24,586.625,2346.5,2933.12,1
1,25,1401.54,5606.14,7007.68,1
1,26,2033.5,8134,10167.5,1
1,27,503.293,2013.17,2516.46,1
1,28,1182.12,4728.5,5910.62,1
1,29,351.5,1406,1757.5,1
1,30,1379.28,5517.1,6896.38,1
1,31,1134.75,4539,5673.75,1
1,32,951.6,3806.4,4758,1
1,33,1756.96,7027.86,8784.82,1
1,34,2516.38,10065.5,12581.9,1
1,35,1418.84,5675.37,7094.21,1
1,36,443.25,1773,2216.25,1
1,37,1462.08,5848.33,7310.42,1
1,38,3025.31,12101.2,15126.5,1
1,39,2659.36,10637.4,13296.8,1
1,40,1523.88,6095.5,7619.38,1
1,41,978.786,3915.14,4893.93,1
1,42,2152.48,8609.93,10762.4,1
1,43,2254.69,9018.76,11273.4,1
1,44,2016.52,8066.1,10082.6,1
1,45,1163.85,4655.4,5819.25,1
1,46,798.55,3194.2,3992.75,1
1,47,198.214,792.857,991.071,1
1,48,1809,7236,9045,1
1,49,1229.25,4917,6146.25,1
1,50,915.8,3663.2,4579,1
1,51,1609.75,6439,8048.75,1
1,52,576.5,2306,2882.5,1
1,53,136.393,545.571,681.964,1
1,54,2329.41,9317.63,11647,1
1,55,832.857,3331.43,4164.29,1
1,56,1043.09,4172.34,5215.43,1
1,57,2646.12,10584.5,13230.6,1
1,58,1339.8,5359.21,6699.02,1
1,59,1980.92,7923.69,9904.61,1
2,0,1332.75,5331,6663.75,1
2,3,1184,4736,5920,1
2,4,511,2044,2555,1
2,6,996.583,3986.33,4982.92,1
2,7,1051.06,4204.26,5255.32,1
2,8,473.155,1892.62,2365.77,1
2,9,565,2260,2825,1
2,10,2495.54,9982.17,12477.7,1
2,11,799.35,3197.4,3996.75,1
2,12,1110.25,4441,5551.25,1
2,13,772,3088,3860,1
2,15,597.5,2390,2987.5,1
2,16,605.75,2423,3028.75,1
2,17,1382.04,5528.14,6910.18,1
2,18,964.125,3856.5,4820.62,1
2,19,1068.25,4273,5341.25,1
2,20,372.25,1489,1861.25,1
2,22,769.929,3079.71,3849.64,1
2,25,108.25,433,541.25,1
2,26,357.929,1431.71,1789.64,1
2,27,1320.79,5283.14,6603.93,1
2,29,677.548,2710.19,3387.74,1
2,30,259.75,1039,1298.75,1
2,31,333,1332,1665,1
2,33,331.667,1326.67,1658.33,1
2,34,1058.92,4235.67,5294.58,1
2,35,348.25,1393,1741.25,1
2,36,200.55,802.2,1002.75,1
2,37,588.017,2352.07,2940.08,1
2,38,217.333,869.333,1086.67,1
2,39,472.083,1888.33,2360.42,1
2,40,737.5,2950,3687.5,1
2,41,836.289,3345.16,4181.45,1
2,42,692.336,2769.34,3461.68,1
2,43,1548.46,6193.83,7742.29,1
2,44,2248.11,8992.43,11240.5,1
