0,49,,1,0.666667
0,,,1,0.333333
0,1,,2,1
0,,,3,0.333333
0,47,,3,0.666667
0,45,,4,1
0,37,33,5,1
0,46,,6,0.571429
0,40,39,6,0.428571
0,,,7,0.5
0,,,7,0.5
0,,,8,0.333333
0,36,,8,0.666667
0,,,9,0.333333
0,48,,9,0.666667
0,55,,10,0.5
0,6,,10,0.5
0,2,7,11,1
0,58,,12,1
0,14,,13,0.5
0,45,,13,0.5
0,57,59,14,1
0,45,14,15,1
0,46,,16,0.666667
0,,,16,0.333333
0,,,17,1
0,53,,18,0.571429
0,11,30,18,0.428571
0,16,,19,1
0,5,1,20,1
0,,,21,1
0,58,,22,0.5
0,41,,22,0.5
0,16,,23,0.5
0,53,,23,0.5
0,44,38,24,0.5
0,41,48,24,0.5
0,,,25,1
0,,,26,1
0,11,43,27,1
0,42,,28,1
0,16,,29,0.571429
0,59,30,29,0.428571
0,27,,30,1
0,34,5,31,1
0,12,,32,1
0,42,46,33,1
0,,,34,0.333333
0,31,,34,0.666667
0,58,,35,0.571429
0,51,19,35,0.428571
0,11,,36,0.571429
0,6,12,36,0.428571
0,25,,37,1
0,,,38,1
0,23,,39,1
0,,,40,0.4
0,42,45,40,0.6
0,46,,41,0.5
0,42,,41,0.5
0,2,,42,0.571429
0,6,1,42,0.428571
0,46,23,43,1
0,14,46,44,1
0,41,48,45,1
0,23,,46,0.666667
0,,,46,0.333333
0,2,59,47,1
0,49,,48,0.5
0,17,,48,0.5
0,,,49,1
0,7,,50,0.666667
0,,,50,0.333333
0,53,42,51,1
0,,,52,0.4
0,37,20,52,0.6
0,9,,53,0.571429
0,46,32,53,0.428571
0,,,54,1
0,58,33,55,1
0,49,23,56,1
0,20,7,57,1
0,34,,58,1
0,,,59,0.5
0,,,59,0.5
1,,,0,0.5
1,,,0,0.5
1,14,27,2,1
1,16,12,3,1
1,22,9,4,0.5
1,58,38,4,0.5
1,,,5,0.333333
1,58,,5,0.666667
1,49,53,6,0.5
1,7,12,6,0.5
1,40,12,7,0.428571
1,28,,7,0.571429
1,,,8,1
1,,,9,0.5
1,,,9,0.5
1,43,,10,0.571429
1,7,9,10,0.428571
1,,,11,1
1,,,12,0.333333
1,43,,12,0.666667
1,,,13,0.4
1,58,9,13,0.6
1,,,14,1
1,,,15,0.5
1,,,15,0.5
1,58,18,16,0.428571
1,29,,16,0.571429
1,18,6,17,0.6
1,,,17,0.4
1,,,18,1
1,,,19,0.4
1,9,42,19,0.6
1,40,14,20,0.5
1,48,46,20,0.5
1,35,,21,1
1,2,,22,0.666667
1,,,22,0.333333
1,,,23,1
1,,,24,0.5
1,,,24,0.5
1,43,,25,1
1,,,26,0.4
1,7,58,26,0.6
1,36,45,27,0.5
1,59,25,27,0.5
1,7,40,28,0.428571
1,34,,28,0.571429
1,,,29,0.5
1,,,29,0.5
1,55,22,30,1
1,,,31,0.5
1,,,31,0.5
1,,,32,1
1,39,53,33,1
1,54,22,34,0.6
1,,,34,0.4
1,34,,35,1
1,15,59,36,0.6
1,,,36,0.4
1,31,44,37,1
1,,,38,0.5
1,,,38,0.5
1,59,25,39,1
1,5,,40,0.5
1,59,,40,0.5
1,,,41,0.5
1,,,41,0.5
1,8,28,42,0.6
1,,,42,0.4
1,16,34,43,0.428571
1,12,,43,0.571429
1,,,44,1
1,20,,45,0.666667
1,,,45,0.333333
1,6,,46,1
1,58,59,47,1
1,,,48,0.333333
1,40,,48,0.666667
1,,,49,1
1,32,,50,0.5
1,42,,50,0.5
1,31,33,51,1
1,,,52,0.333333
1,15,,52,0.666667
1,13,,53,0.666667
1,,,53,0.333333
1,12,45,54,0.5
1,40,37,54,0.5
1,16,53,55,1
1,2,27,56,1
