0,248468,243235
1,221424,230838
2,281419,282310
3,207743,213895
4,149220,146429
5,275121,272298
6,175502,161124
7,351430,349529
8,175274,171296
9,190327,183962
10,229568,224830
11,283321,290555
12,255854,253108
13,191166,195051
14,353558,352423
15,164025,163928
16,346604,354197
17,251474,243520
18,128266,117961
19,172717,163157
20,222607,226062
21,291699,285182
22,173284,166781
23,245610,253188
24,316867,315760
25,248258,250490
26,173731,174156
27,398414,397661
28,215232,219956
29,319835,329524
30,331125,337986
31,185307,184624
32,135251,136303
33,187028,197529
34,128545,133445
35,177860,177955
36,228026,230491
37,278492,278924
38,120695,128959
39,378212,360186
40,299095,302050
41,352757,360658
42,295321,288506
43,271023,271198
44,282361,289613
45,347945,336375
46,376849,378673
47,170983,173928
48,275491,273082
49,250470,255577
50,151275,153069
51,168333,172155
52,178517,170205
53,369249,365213
54,198873,206234
55,128888,136445
56,145426,139847
57,353257,349471
58,171562,184682
59,167537,157982
