0 265580 264886
1 188288 193496
2 230155 227726
3 357417 346902
4 165380 155747
5 306405 306889
6 314127 313985
7 143224 149960
8 312831 310844
9 271381 269396
10 215427 208275
11 358283 363858
12 150712 163338
13 280511 280784
14 290002 289545
15 421330 423206
16 276014 270707
17 250371 254026
18 277092 289437
19 201599 201135
20 144279 154938
21 200305 200652
22 222344 218645
23 285587 288999
24 359061 367638
25 320277 314203
26 287650 287479
27 244645 244921
28 332083 326560
29 167352 178778
30 381075 380146
31 316660 317734
32 296985 289764
33 383563 394459
34 293205 303500
35 314287 312334
36 210855 207037
37 234195 233226
38 361206 357677
39 369594 366678
40 266432 264931
41 421929 419532
42 184583 183860
43 277544 275538
44 398100 396601
45 187890 174666
46 372036 367016
47 187322 177103
48 376958 380991
49 385420 385523
50 198248 195956
51 283019 283745
52 421654 420614
53 375230 397032
54 198995 195606
55 388897 385607
56 267727 261277
57 139157 146788
58 288682 291361
59 320722 326455
60 175896 174309
61 162009 159179
62 141656 137026
63 340847 345164
64 422087 420691
65 293865 297768
66 308211 313040
67 333544 325268
68 253331 248767
69 369350 361754
