0 1622 1695 2777 1194 2087 2682 2900 2242 2146 2104 2899 2674 2318 2047 1028 1599 1244 1924 2904 2788 1198 1159 2376 1702 2155 1393 2412 2643 1031 
1378 0 1332 1951 1724 1984 2561 1226 1249 2676 1623 2734 2050 1955 1167 1164 1363 2960 1775 1207 2996 2986 2285 1632 2202 2902 1823 1284 2029 2386 
2928 1261 0 2836 1683 2255 2542 1389 2638 2558 2972 2689 1202 2920 1468 3000 1398 1100 2171 1015 2516 1702 2649 2402 2181 1814 2134 1081 1586 1995 
1172 2962 1868 0 1838 2863 1191 1738 2948 1164 2605 1277 1920 1500 2811 1808 2005 1339 2342 1051 2716 1317 2998 1916 2027 2669 1867 2912 2238 1253 
1364 2605 2728 2552 0 2603 2277 2834 1336 1071 2504 1076 1752 1672 2669 1808 1246 1083 2206 1241 1566 1348 1931 2351 2897 2045 2534 1795 2344 2414 
1333 1134 2889 1759 2936 0 1947 2901 2032 1462 2044 1382 2734 1629 2880 1295 2787 1012 1238 2274 2831 2977 2819 1923 1300 1533 2675 1353 1511 2831 
2217 1350 1854 1704 1110 2686 0 1760 2156 1758 2873 1966 2373 2767 2260 1708 2082 1691 1752 1638 2692 2783 1637 2921 1456 2533 1106 2018 1679 1322 
2868 2888 1713 1545 1745 2795 1352 0 2745 1946 1902 1104 2738 2435 1063 1951 2811 2736 2465 1283 2328 2575 2107 2618 2606 2281 2823 2094 2241 1112 
2813 2053 1891 2614 1361 1467 2979 2043 0 1347 1324 2752 2662 2689 1918 1019 2742 2015 1735 1315 2020 2400 1446 2885 2364 2967 2705 2399 2909 2659 
1111 2734 1019 2508 1559 1423 1534 2992 1630 0 1727 1104 1505 2241 2025 1283 1093 1869 1660 1338 2972 2414 1319 1276 2888 1521 2623 2776 1383 1216 
2761 1922 1255 2087 1247 1273 1332 2789 2250 1075 0 1740 1155 2529 2497 1106 1333 1114 2559 1322 1049 1947 2128 2295 1048 1604 2189 1427 1128 1530 
1378 1259 1617 1060 2833 1169 2388 2837 2167 2559 1221 0 2140 2307 1082 2049 1704 1238 1485 1824 1278 1175 2371 2419 2627 2316 2102 2436 2512 2161 
2308 2974 1420 2149 1897 1091 2264 1726 2509 1423 2897 1233 0 2099 1402 2343 2600 2622 1476 2209 2907 1932 1635 2647 2001 2850 2668 1322 2989 2608 
1266 2077 2075 1267 2941 2573 1803 2750 2132 1192 1139 1360 2504 0 2567 2152 2243 1763 2187 1188 2538 2925 2719 2593 2432 2402 2134 2052 1020 1377 
2790 2109 2049 2342 1642 1915 1302 2760 2637 2187 2167 1636 1917 2615 0 1062 2420 1650 2544 1798 1931 1803 2016 1056 1432 1721 1303 2059 2595 1461 
2673 2003 1540 2118 1153 1038 1683 2785 1971 1519 1012 2961 1030 2234 2182 0 1128 2271 1292 1031 1832 1352 2529 2526 2934 1336 1724 1127 2457 1893 
1515 1125 2098 1710 1993 1578 2107 1504 2396 2223 1155 2893 1591 2773 2512 2538 0 1427 2462 1600 1723 2158 1335 2731 2712 2969 1564 1515 2258 2246 
1825 1904 2716 2539 1843 1045 1501 1288 2713 2671 1764 2488 1300 1923 1405 2501 2161 0 1822 1378 2583 2288 2267 2215 1615 1861 2392 2781 2647 1340 
2788 1074 1419 2072 1178 2058 1006 1324 2344 2302 1212 1796 1199 1304 2683 2877 1479 1734 0 1459 1953 1206 2208 1382 2851 2506 2542 1522 1263 1237 
1894 2735 1992 1630 2908 1146 1251 2410 1170 2197 1478 2319 1899 2498 1603 1390 1537 2559 2357 0 1160 1601 1319 1405 2570 1574 1611 2293 1882 2210 
1098 1932 2937 1984 2503 2922 2464 2609 2235 1653 1890 2516 1103 1719 1277 2017 1224 2212 1470 2931 0 1579 2115 2888 1457 2071 1897 2839 2720 2003 
2090 1798 2872 1147 2999 2319 2997 2465 1826 2378 1625 2421 2219 1847 2498 1295 1399 1979 1496 1590 2176 0 2348 1154 2033 1689 2534 2725 2626 2436 
1216 2924 1294 2669 1760 2302 2225 2599 1927 2236 1445 2697 2313 2168 2424 2832 1568 2902 1587 1999 1846 1323 0 1932 1593 2109 1715 2743 1944 1306 
2610 1683 2289 2832 2369 2238 1237 1112 1434 1560 2773 1921 2334 1964 1883 2234 2322 2111 2183 2854 1947 1173 2180 0 2328 2528 1469 1614 1382 2336 
1745 1637 2237 2705 2390 1613 2404 2100 2428 2094 1322 1949 2682 2268 2539 1434 2597 2138 1659 2974 1482 1810 1463 1893 0 1462 1392 1645 2205 2496 
1925 1662 1837 1461 2434 1402 1418 1996 2771 2640 2116 2999 2645 1176 1700 2430 2506 2299 1964 1035 1261 1678 2310 1242 2514 0 2866 2515 2215 1177 
1755 1529 2340 2525 1859 1440 1756 2035 2790 2359 2327 2664 1134 1584 2797 1494 1387 2256 2489 1905 1248 1439 1421 1195 1376 2944 0 1871 1971 1627 
1151 1146 2101 1781 1834 1374 1150 1955 2475 1342 1004 2580 1524 1440 2968 1477 1459 2110 1123 1063 1763 2686 1720 1435 2273 1696 2046 0 1226 2815 
2154 2308 1887 2955 2535 1088 1641 2528 1583 1022 1732 2746 2587 2728 1937 1957 1130 2903 1355 1607 2526 1579 2366 2080 1325 1044 2406 2707 0 2725 
2748 1566 2695 1130 1463 1732 2297 2449 2038 2419 2936 1272 1169 2829 2774 2423 1823 1507 2421 2643 2259 1156 2996 2657 2715 1784 1502 2894 2893 0 
