0 151402 156056
1 73056.6 66689.6
2 65984.9 67499.9
3 102533 96991.8
4 112826 115108
5 96795 85781
6 124698 122266
7 149782 149188
8 141420 143167
9 135542 139659
10 110893 115753
11 84155.8 82945.8
12 150746 151796
13 151968 157584
14 65248.6 73100.6
15 80373.3 73547.3
16 91929.9 87440.9
17 116216 111413
18 161547 174355
19 148383 146359
20 112240 106189
21 84367.1 88662.1
22 152502 154874
23 175240 172727
24 119399 120142
25 128483 135259
26 115696 114447
27 152192 141418
28 71231.8 79391.8
29 110342 107382
