0,150562,149583
1,70034.9,67396.9
2,174353,171827
3,129151,136044
4,164825,158934
5,134817,130168
6,171533,162393
7,142640,136942
8,109156,106204
9,111924,117384
10,188724,187329
11,96241.8,94176.8
12,178283,180001
13,61313.4,64990.4
14,71576.1,74464.1
15,172300,168590
16,100174,96052.1
17,85862.8,88410.8
18,73963.9,76819.9
19,64999.5,64324.5
20,98991.6,105121
21,124776,127773
22,87868,91859
23,79023.1,81818.1
24,71485.1,74387.1
25,193054,184931
26,62257,61020
27,91327.3,99638.3
28,146638,143826
29,179243,184690
