0,65492.2,63767.2
1,81553.9,82316.9
2,149632,146873
3,141851,139194
4,121416,125512
5,75532.8,75680.8
6,64861.7,62978.7
7,205356,203602
8,89653.6,87627.6
9,147896,146115
10,131558,139634
11,132945,132311
12,58584.5,65023.5
13,210749,216249
14,157838,149406
15,113090,109329
16,154757,161419
17,94105.9,90120.9
18,159926,159195
19,72692.9,81830.9
20,119376,122754
21,80464.9,76377.9
22,76108.1,74502.1
23,85155.5,83875.5
24,97561,96569
25,85306.7,80065.7
26,156027,157913
27,138003,139359
28,137465,136803
29,149252,147806
