0,16,,1,0.666667
0,,,1,0.333333
0,4,29,2,0.5
0,17,7,2,0.5
0,7,,3,1
0,,,4,0.4
0,1,13,4,0.6
0,7,,5,1
0,13,,6,0.666667
0,,,6,0.333333
0,,,7,1
0,26,11,8,0.5
0,7,13,8,0.5
0,,,9,1
0,9,,10,0.666667
0,,,10,0.333333
0,,,11,0.4
0,8,28,11,0.6
0,20,9,12,0.6
0,,,12,0.4
0,18,23,13,0.428571
0,26,,13,0.571429
0,,,14,1
0,,,15,0.5
0,,,15,0.5
0,,,16,1
0,29,9,17,1
0,,,18,0.4
0,10,16,18,0.6
0,18,,19,1
0,29,,20,1
0,,,21,1
0,,,22,0.4
0,28,7,22,0.6
0,,,23,0.333333
0,20,,23,0.666667
0,,,24,1
0,6,,25,1
0,,,26,1
0,,,27,0.5
0,,,27,0.5
0,3,23,28,0.5
0,24,16,28,0.5
0,4,20,29,0.428571
0,14,,29,0.571429
1,16,18,0,1
1,19,9,2,1
1,7,14,3,1
1,16,29,4,1
1,27,26,5,0.5
1,13,8,5,0.5
1,14,29,6,1
1,3,18,7,1
1,14,,8,1
1,,,9,1
1,,,10,0.4
1,16,4,10,0.6
1,7,2,11,1
1,26,,12,0.5
1,13,,12,0.5
1,24,10,13,0.428571
1,27,,13,0.571429
1,,,14,1
1,,,15,1
1,13,29,16,1
1,3,,17,0.5
1,13,,17,0.5
1,15,11,18,1
1,,,19,1
1,,,20,1
1,,,21,1
1,9,,22,1
1,25,,23,0.666667
1,,,23,0.333333
1,,,24,0.5
1,,,24,0.5
1,,,25,0.5
1,,,25,0.5
1,,,26,1
1,18,7,27,1
1,14,11,28,1
1,0,,29,1
2,27,13,0,1
2,,,1,0.5
2,,,1,0.5
2,,,3,0.5
2,,,3,0.5
2,,,4,1
2,,,5,1
2,,,6,0.4
2,11,23,6,0.6
2,,,7,0.4
2,15,27,7,0.6
2,,,8,0.4
2,11,14,8,0.6
2,,,9,1
2,18,,10,1
2,15,9,11,0.6
2,,,11,0.4
2,29,26,12,0.428571
2,3,,12,0.571429
2,10,7,13,0.6
2,,,13,0.4
2,,,14,0.333333
2,9,,14,0.666667
2,14,20,15,0.5
2,3,29,15,0.5
2,,,16,0.4
2,26,18,16,0.6
2,,,17,1
2,3,27,18,1
2,7,9,19,1
2,26,,20,1
2,,,21,1
2,7,10,22,1
2,9,26,23,0.5
2,17,13,23,0.5
2,,,24,0.333333
2,16,,24,0.666667
2,18,,25,1
2,,,26,1
2,,,27,0.4
2,8,13,27,0.6
2,10,26,28,1
2,,,29,1
3,8,27,0,0.428571
3,13,,0,0.571429
3,,,1,1
3,15,,2,0.5
3,28,,2,0.5
3,24,25,4,0.428571
3,13,,4,0.571429
