0 1631 2445 2589 1173 1515 2050 2779 1800 1386 1277 2126 1268 2019 1981 1235 2357 2338 2336 2960 1514 1401 1702 1902 2597 2426 1727 1021 1089 1131 
1019 0 2203 2513 2153 2442 1204 1557 1365 1030 2198 2736 2315 1939 1645 1481 1659 1978 1950 1736 1527 1855 2099 2271 2058 1044 2856 2062 1805 2981 
2729 2689 0 1826 2607 2563 1360 2390 2290 2595 2031 2801 2633 2078 2592 1989 2559 2274 2992 2965 2493 2033 2883 2591 2336 1680 1489 2155 2083 1941 
2938 1493 2653 0 2097 2419 1147 1375 2910 2983 1745 2128 1831 2568 2200 2737 2287 2588 2235 2322 1053 2449 2157 1288 2829 2897 2606 1548 1037 2891 
1460 1525 2318 1332 0 2353 2443 1429 2335 1318 2135 2635 1809 2904 2393 2303 2857 1544 2467 1774 2559 1035 1452 1593 2076 1850 1880 2491 1294 2928 
1272 1435 2525 2615 1042 0 1049 2830 1149 2185 2905 1437 2746 2344 2234 1221 2399 1444 2571 1142 2344 2598 1156 1213 1457 2178 2514 2757 2793 1310 
1312 1649 2092 1038 2816 1359 0 2830 2037 1795 1870 1229 2148 2863 2651 2687 1534 2525 2287 2279 2630 2189 2751 1830 1234 2274 1501 1796 1246 1922 
1674 2561 2671 2180 2703 2130 2984 0 2445 2586 1226 2655 1993 2861 2201 2819 1997 2700 2226 2012 1851 2683 1010 2721 2747 2985 2979 2372 1811 1662 
1842 1450 1339 2330 1063 1164 1115 1234 0 2266 1180 1514 1505 2631 1279 2094 1126 2913 2063 1893 2914 1365 2741 2586 1387 1630 2904 2502 2438 2884 
2030 1646 2664 2750 1492 2432 1643 2545 2008 0 2188 2631 1207 1120 2961 2583 1230 2682 1361 2487 1649 2543 1179 2125 2042 1540 1278 2546 1604 2175 
1278 2844 1297 2690 1147 1348 1399 2685 2433 2039 0 1046 2577 1321 1740 1118 2543 1926 2016 1656 1263 1749 1930 2273 2971 2500 1270 2602 2862 1853 
2172 1958 2202 2910 2294 1926 1567 1620 1750 2356 1379 0 2344 1383 1935 2318 2690 1917 1487 2014 2503 1320 2995 1297 1882 2467 1184 1876 2473 2707 
1711 1446 1981 2726 1946 1381 1552 2111 1531 1576 2103 1799 0 2381 2467 1138 1813 2527 2418 2458 1484 2324 1589 1969 1913 2525 2404 2897 2467 1128 
2053 2130 1160 1667 2057 2134 2521 1046 2220 1428 1202 1788 2013 0 2597 1865 2909 2832 2283 1370 1182 2938 1149 2830 2527 2445 2596 2658 2728 1677 
1744 1115 2908 1627 2216 1363 1302 1959 1572 2263 1719 1340 2608 1344 0 2605 2260 1800 2110 2452 2135 1288 1078 1113 2832 2432 1269 1122 1770 2500 
1935 1333 2204 1330 1500 1600 2489 1933 2541 2866 2500 1231 2501 1009 1950 0 1893 2727 2644 2574 1936 2397 1502 1522 2307 2539 1332 1003 1684 2594 
1833 1718 1566 1928 2932 1957 2774 2375 1354 1482 2897 1442 2385 1641 1181 1730 0 1725 2744 1476 1099 2971 2131 2325 2357 2229 2316 2958 2476 1033 
2574 2026 1856 1775 2538 1097 2837 1181 1174 2396 1289 1951 2987 1976 2077 1338 1590 0 1239 2923 1854 2574 2250 1280 2657 1365 1693 1284 2832 1169 
1450 2532 1622 1496 2948 1778 1444 1214 2725 2912 2494 2591 1180 1352 1516 1301 2867 1400 0 2594 2620 2592 1464 1779 2458 1684 2898 2829 2497 2721 
2030 1041 1554 2963 1029 1067 1361 2335 1009 1859 1775 2756 2101 1698 1681 2695 2309 1853 2142 0 1821 2991 2035 2398 2809 1815 1183 1215 2436 2232 
1714 2688 2183 1590 1448 2346 1462 2268 1579 2496 1035 2344 2289 1629 2797 1887 1324 2154 1335 1820 0 1641 1765 1202 2160 2661 1259 1421 2501 1383 
1229 2923 1891 1551 2235 1065 1598 1933 1420 2533 2429 1993 2825 1387 1057 1473 1308 2742 1855 2594 1231 0 2063 2383 1327 2755 2230 1156 2934 1258 
1537 1676 2496 2974 1869 2335 1755 2757 1046 1846 2444 2604 1843 2883 1715 2481 1160 1986 2719 1522 2434 2077 0 1306 2395 1756 2231 2133 1358 2187 
2708 1966 1959 2510 2701 2343 2954 1318 2878 1495 1138 2819 2870 2237 1873 1257 2112 1762 1485 2672 1241 2008 1659 0 2705 2888 2556 1190 1395 2099 
1480 1428 1776 2478 1108 2674 1550 2650 2774 1722 2994 1531 1502 2774 2073 2793 2936 2837 1704 2017 1584 1489 1555 1279 0 1706 1472 1646 2549 2511 
1767 1863 1816 2442 1682 2027 1096 1148 2351 2762 2493 2006 2310 2040 1078 1040 1756 2982 1206 2216 2218 1773 1525 2874 1215 0 1816 1398 2082 1195 
1197 1694 2396 2214 1724 1938 1284 1455 2377 2257 1025 2733 2179 2916 1800 1430 2083 1887 2565 1104 2354 2873 2669 2171 1048 1527 0 1222 1715 1396 
2069 2915 1340 1188 1928 2088 2633 2650 2054 1229 2161 2235 2815 2229 2210 2696 2140 1417 1303 2565 1372 1262 2398 1456 2543 1223 1300 0 2651 2465 
1045 1962 2807 2888 2417 2600 2128 1596 1174 2568 2982 1996 1386 1671 2054 1559 1936 1618 2125 2553 2627 1730 2796 1648 2104 1749 2291 1669 0 2318 
1541 1253 2185 2273 1437 2581 1696 1869 2230 2170 1177 2696 2643 1853 2863 1295 2266 1939 2011 2416 2416 2985 1851 2044 1926 1805 1975 2862 2189 0 
