0 5  1 0.554286 -1
0 23 5 1 0.441429 -1
0 15  2 0.412 -1
0 1 4 2 0.291 -1
0 24 4 2 0.309 -1
0   3 0.485 -1
0   3 0.515 -1
0 1 20 4 0.97 -1
0 16  5 0.97 -1
0 9  6 0.412 -1
0 15 13 6 0.291 -1
0 10 24 6 0.309 -1
0 15 8 7 0.323333 -1
0 16  7 0.431111 -1
0   7 0.228889 -1
0   8 0.97 -1
0 20  9 0.388 -1
0   9 0.206 -1
0 19  9 0.388 -1
0 23 1 10 0.97 -1
0   11 0.97 -1
0   12 1.03 -1
0   13 0.485 -1
0   13 0.485 -1
0 13 10 14 0.582 -1
0   14 0.388 -1
0 8  15 0.412 -1
0   15 0.194 -1
0 27  15 0.388 -1
0 1 5 16 0.38625 -1
0   16 0.2425 -1
0 27 9 16 0.36375 -1
0   17 0.2425 -1
0 27 21 17 0.38625 -1
0 18 29 17 0.38625 -1
0 19  18 1.03 -1
0 5  19 1.03 -1
0 24 2 20 0.309 -1
0 19  20 0.388 -1
0 18 27 20 0.309 -1
0   21 0.277143 -1
0   21 0.294286 -1
0 9 6 21 0.415714 -1
0 15 8 22 0.415714 -1
0 26  22 0.554286 -1
0 5  23 0.97 -1
0   24 0.97 -1
0 23 15 25 1.03 -1
0 13  26 0.97 -1
0   27 0.323333 -1
0 5  27 0.686667 -1
0 15  28 0.97 -1
0 6 27 29 0.582 -1
0   29 0.412 -1
1   0 0.343333 -1
1   0 0.343333 -1
1   0 0.343333 -1
1 26  2 0.431111 -1
1   2 0.215556 -1
1 15 14 2 0.323333 -1
1   3 0.206 -1
1 8  3 0.412 -1
1 26  3 0.388 -1
1   4 1.03 -1
1 27 13 5 0.264545 -1
1 4  5 0.374545 -1
1 28  5 0.352727 -1
1   6 0.515 -1
1   6 0.485 -1
1   7 0.515 -1
1   7 0.515 -1
1 5  8 0.515 -1
1 21  8 0.515 -1
1 5 15 9 0.343333 -1
1   9 0.228889 -1
1 27  9 0.431111 -1
1 28 5 10 0.485 -1
1 6 13 10 0.485 -1
1   11 0.277143 -1
1 29 3 11 0.415714 -1
1   11 0.277143 -1
1 13 26 12 1.03 -1
1 14 29 13 0.97 -1
1 25 27 14 0.618 -1
1   14 0.388 -1
1 3 0 15 0.291 -1
1 28 14 15 0.309 -1
1 25  15 0.388 -1
1 20  16 0.412 -1
1 21  16 0.412 -1
1   16 0.194 -1
1   17 1.03 -1
1 2  18 1.03 -1
1 6 16 19 0.280909 -1
1 4  19 0.352727 -1
1 5  19 0.374545 -1
1   20 1.03 -1
1 3  21 0.686667 -1
1   21 0.323333 -1
1 25 18 22 0.38625 -1
1 21 28 22 0.36375 -1
1   22 0.2425 -1
1 18 15 23 0.343333 -1
1   23 0.228889 -1
1 5  23 0.457778 -1
1   24 0.388 -1
1 27 5 24 0.582 -1
1 8  25 0.323333 -1
1 6  25 0.323333 -1
1 20  25 0.323333 -1
1 17 3 26 0.343333 -1
1 27  26 0.457778 -1
1   26 0.228889 -1
1 3  27 0.646667 -1
1   27 0.323333 -1
1   28 1.03 -1
1 25  29 0.388 -1
1 19  29 0.388 -1
1   29 0.206 -1
2   0 1.03 -1
2 21  1 0.588571 -1
2 14 19 1 0.441429 -1
2 0 19 3 0.515 -1
2 24 5 3 0.485 -1
2 12  4 0.554286 -1
2 13 23 4 0.415714 -1
2 16 3 5 0.343333 -1
2 4 13 5 0.323333 -1
2 19 16 5 0.323333 -1
2 10 3 6 0.415714 -1
2 27  6 0.588571 -1
2   7 0.323333 -1
2 26  7 0.686667 -1
2   8 0.388 -1
2 4 13 8 0.582 -1
2   9 0.294286 -1
2 16 20 9 0.415714 -1
2   9 0.294286 -1
2 19 28 10 0.38625 -1
2   10 0.2425 -1
2 6 8 10 0.36375 -1
2   11 0.97 -1
2 20  12 0.485 -1
2 1  12 0.515 -1
2 8  13 0.485 -1
2 15  13 0.485 -1
2 27  14 0.686667 -1
2   14 0.323333 -1
2   15 0.412 -1
2 1 27 15 0.582 -1
2 15 27 16 0.515 -1
2 23 3 16 0.515 -1
2   17 0.97 -1
2   18 0.2425 -1
2   18 0.2575 -1
2 10  18 0.515 -1
2   19 1.03 -1
2 21 13 20 0.323333 -1
2   20 0.215556 -1
2 8  20 0.431111 -1
2 27  21 0.457778 -1
2 26 8 21 0.343333 -1
2   21 0.215556 -1
2 19  22 0.374545 -1
