0 1802 2739 1659 2005 2080 1058 2530 2765 2667 1414 1976 2908 1530 2993 2865 2432 1645 2100 2913 2925 2630 1150 1625 1859 1540 1130 2023 1993 2954 
1148 0 2465 2171 2955 1286 2137 2309 2270 2436 2420 1663 1077 1872 1293 1840 1511 1932 1867 1696 1507 2753 2765 1660 2407 2751 1070 1222 1447 1432 
2754 2848 0 1864 1824 2273 1899 1320 1326 1781 1812 1330 1473 1176 1830 1288 2805 1014 2666 1040 2286 2792 1325 2414 1245 2466 2603 2122 1325 1460 
2861 2366 1482 0 2010 1323 1845 2509 1220 2673 1922 2406 2783 2744 1111 1612 1098 1774 1386 2502 2239 1097 2488 1435 1872 2864 1393 2025 2313 1078 
1980 2543 2615 2488 0 2051 2488 2263 1063 1539 2272 2982 2454 2702 1611 2142 1756 2512 1938 2708 2275 1451 1054 2995 2731 1807 2680 1349 1804 1835 
1532 2574 2607 2691 2275 0 1482 1182 2415 2375 1804 1615 1206 2876 2392 2535 1718 2650 2481 1795 2769 2519 1407 2061 1949 2123 2121 1671 1011 1551 
2734 2657 1655 2641 2061 1958 0 1521 1058 2367 1172 1312 1507 2344 2417 2721 2913 1127 1143 2706 1950 2012 1239 1988 1828 2811 2525 1488 2208 1686 
1869 2445 2213 2583 2184 2380 2739 0 2689 2981 1665 1060 1184 2989 1353 1141 2423 2668 1122 1723 1858 2307 2645 1881 2591 1281 2965 2960 2925 2610 
2263 1654 1415 2531 2076 1202 1153 2089 0 1764 1469 2824 2928 2279 1655 2074 1473 2311 2458 1903 2418 2630 1915 2036 2874 2172 1922 1073 2177 1118 
2852 1751 1585 1187 1481 2338 2666 1829 2098 0 2159 2174 1076 1525 2502 2062 1849 1116 1851 2267 2887 1319 1759 2229 2389 2100 1790 1416 1164 2718 
1084 1063 2590 1906 2634 1805 2330 1874 2136 2418 0 1721 2717 2571 1143 2352 1403 2086 1284 2652 1182 2761 2513 2038 1102 2445 1165 2758 2159 1011 
1578 2468 1122 1233 2953 1926 2524 1985 2131 2690 2053 0 1453 1119 1596 2136 2546 1137 2710 2288 2617 1315 2716 2997 1886 1814 2785 1564 2608 2402 
2151 1297 2751 2359 2533 2626 2654 2377 2471 2348 1044 1731 0 1522 2684 2883 2711 1087 2371 2489 2458 2237 2874 2515 2583 1507 1627 2677 2001 2080 
1010 1993 2782 2148 2017 1108 2514 2093 1302 2384 2572 2012 1171 0 1727 2250 1688 2632 2675 2110 1433 2146 1448 1828 1373 2908 1697 1323 1559 1406 
1131 1288 2200 2019 1455 1464 2585 2849 1187 2379 1529 1951 2541 1400 0 2562 1389 2581 2531 2027 1638 1640 2721 1779 2541 2755 2212 2213 1199 2056 
1632 2179 2930 2778 2556 1331 1591 2353 2660 2147 2945 2579 2397 2597 2415 0 1966 1473 1588 2706 2331 1905 1248 1939 1585 1069 1297 1440 2627 2327 
1310 2254 2790 1382 1350 2988 1199 1637 1898 2792 1995 1280 2351 2752 2056 2843 0 1256 1711 1803 2306 2195 1024 1335 2333 2645 1514 2070 1752 2276 
2792 2499 1919 1590 1564 1541 1034 1546 1186 1110 2915 2672 1675 1472 1681 1707 1379 0 2989 2383 1105 1525 2409 1461 2891 1344 2370 2453 1020 1444 
1570 2930 2554 1784 2098 2200 1507 2596 1771 2506 1867 2944 1741 2800 1508 2905 1635 1543 0 2990 1733 1908 2365 1105 1186 2291 1112 1024 2632 2674 
2827 2765 2523 2059 2173 1652 1071 2279 2183 1761 1938 2141 1781 2878 1298 2391 1827 1094 1167 0 2614 1138 2598 1386 2766 1020 1749 1199 2603 1326 
2582 1028 1178 2833 2313 2188 1547 2332 1391 2903 1727 1490 2645 1899 1468 1842 2411 2723 2391 1387 0 2159 2018 2085 1026 2095 2541 1034 2757 2201 
1334 2198 1872 2785 1288 1717 2305 1346 1359 2575 2200 2236 1938 2750 2754 2715 2786 2006 1417 2824 2385 0 1518 2614 2193 1314 1075 1239 2357 2111 
1110 2838 2988 1430 2105 2324 1997 2097 2055 1638 2817 2609 1264 2624 1589 2355 1068 1458 1866 1392 1463 1634 0 2488 1883 1804 1254 2861 2225 2053 
2079 2023 2130 1316 2260 1434 2468 1150 2395 2983 2079 2897 1347 2867 1319 1013 2878 1773 2833 1627 1876 2184 1836 0 2115 1197 1595 1783 1624 1025 
1812 2103 1202 1891 2151 2099 2519 2145 1490 2673 2229 2067 1343 2358 2341 2431 1262 1731 1159 2885 1036 2065 2250 1727 0 2303 1690 2195 2834 2888 
2598 2512 2502 2188 1576 2913 2701 2945 2205 2970 2743 2321 2450 1131 2273 2748 2862 1630 2566 2088 1843 2864 1892 2581 2219 0 2261 2133 2201 2108 
2484 1062 1822 2759 1572 1285 2803 1323 1905 1318 2188 1312 2500 2443 1721 1730 2372 1477 2303 2640 1957 2307 2760 2986 1663 1252 0 1698 2559 2869 
2386 1246 2150 1505 2377 1769 1134 2609 2608 1292 2682 2367 1006 2805 2778 3000 2956 1258 2769 2545 2925 2574 1371 1123 2361 2219 2826 0 2489 2873 
1211 2563 2589 1635 2447 2377 1255 1356 1466 2389 2414 2014 2211 1084 2281 2853 2892 2399 1613 2749 2375 2751 2901 2085 2824 1140 2224 2396 0 2039 
2578 1647 1731 1444 2927 1820 2718 1457 2501 1133 2893 1883 1237 1648 1365 2462 1031 2739 1682 1087 1460 1185 1881 1440 1844 1083 2774 2973 2418 0 
