0 1767 2644 2736 1196 1588 1631 1407 2339 1431 2999 1563 1101 1370 1217 2058 2749 2761 1036 1191 1763 1525 1717 2846 1493 1061 2654 1840 2556 2501 
2007 0 2616 1601 2696 2370 1085 1365 1379 1124 1100 2953 1143 2587 1979 1841 1573 2716 2227 2912 2864 1213 1365 1339 2825 1817 1473 2309 2319 1999 
1585 2860 0 2081 1131 2101 1984 2124 2152 2798 1046 1164 1662 1013 2994 2380 2673 1538 1816 1135 2597 2422 2970 1642 2337 1887 1192 1388 2577 1980 
2518 2338 1958 0 2766 2601 2454 1872 2369 2761 2067 2623 2961 1099 1338 2131 2467 2555 1928 2599 1896 1093 2398 1231 2095 2634 2645 2600 2108 2537 
1629 1136 1610 2475 0 1874 2603 1743 1682 2911 2738 1723 1620 2175 2601 1044 1301 1202 1980 1894 2633 1134 1693 1484 2401 1154 1959 2272 2687 2011 
1409 1701 2599 1981 2278 0 2393 2769 1003 2636 1495 1586 1222 1720 1498 2066 2402 2322 1739 3000 2080 1113 2165 2297 2399 1548 1701 1802 1465 2575 
1318 2453 1497 2262 2949 2626 0 1821 1446 1006 1278 1824 2000 1302 2290 2470 1064 1581 1220 2777 2204 2696 1412 2218 1691 2201 2823 1048 2665 2743 
1664 2540 2957 1728 2973 2916 1275 0 1334 2998 1316 1472 1144 1712 2803 1715 2315 1829 1235 2542 2260 2567 2524 2321 1987 1867 1132 2010 1939 1240 
2131 2408 2467 2767 1219 2686 1544 1213 0 2915 2578 2233 2413 1082 2772 1477 2444 2301 1641 1319 1138 1832 2397 1473 2691 1939 2066 1974 2839 2988 
2150 1485 2200 1067 1249 1391 2966 1909 2838 0 2297 2267 2549 1830 2385 2904 2493 2568 1386 1333 2864 2442 2048 1543 1673 2400 1532 2984 2487 1278 
1424 1016 1145 1793 2614 2960 2256 2294 1616 1927 0 2339 1879 2453 1483 2591 2780 1409 2496 1111 2512 1331 2204 1913 1130 1690 2466 2453 2044 2585 
1578 1198 2393 2766 2504 2502 2312 1568 2934 1110 1973 0 2502 1528 2745 2629 2083 2400 2854 2682 1942 2329 2688 2284 1948 2212 2107 1474 1479 2838 
2489 1418 2165 2393 2024 2604 1500 2833 1089 2244 1133 2161 0 1092 1413 1150 2332 2485 1965 1604 2716 1592 2770 2729 2775 2466 1558 2932 2931 1551 
2166 2330 1202 2470 1522 2834 1553 1468 2023 1874 2355 2880 2723 0 2713 1152 2646 1944 1463 1114 2080 2030 1411 2543 2582 1404 2556 2770 2297 2264 
2615 2727 1438 1180 2811 1943 2479 1379 1591 1764 2402 2747 1907 2044 0 2181 1073 2560 1648 2565 1713 1620 2337 1408 1350 1796 1724 1798 2197 2774 
2223 2822 2761 1449 2050 2339 1153 3000 1440 1701 2337 2846 2389 1754 2384 0 2228 1784 2400 2762 1062 2052 1648 2974 2979 1900 1437 2969 1004 2545 
2630 1589 1477 2965 1496 2728 1445 2642 2478 2662 2580 1409 2542 1920 2274 1967 0 2914 2217 1432 2031 2217 2664 2702 2111 1775 2118 2790 2613 2381 
1923 1193 2014 1878 1326 2426 2527 1827 2775 2300 2073 2594 2516 2266 2282 2994 1137 0 1235 1595 1558 1393 2328 2878 1520 2926 2912 1176 1275 1242 
1183 2992 1278 2287 2448 1959 1224 1412 1282 1603 1840 2908 2742 2369 1291 2876 1370 1821 0 2223 1924 1455 2876 1145 1037 1145 1990 2632 1941 2075 
1206 2270 1915 1727 2402 2858 1279 2323 2964 1751 2020 1153 2446 2403 2678 1464 1657 2914 2313 0 1242 1135 1122 2674 2582 2813 2229 2950 1582 2018 
2118 1331 2278 1638 1799 1519 1179 1338 2589 1787 2689 2133 2152 2243 2344 2937 2374 2609 1252 1536 0 2038 1085 1802 1079 1318 2390 2348 1406 1209 
2346 1021 1912 1344 2656 2702 1921 2578 2052 1323 2644 2082 1637 2101 1408 2251 1217 2246 2432 1525 2756 0 2591 2576 1476 1565 2616 1250 1692 2109 
1099 2475 1589 1932 2832 2610 1200 1481 2046 2895 2571 2099 2848 2823 2001 2426 2969 1618 1767 2875 2351 2306 0 1115 2940 2353 1078 1449 1147 1699 
1862 2432 1851 1922 2052 2456 2600 1459 1031 1457 2176 1358 1565 2154 1709 1219 2150 1886 2610 1718 2289 1335 2062 0 2364 1431 2129 2133 1568 2083 
2914 2215 2305 2126 1734 2059 1518 2674 2625 1299 2453 2343 1506 2021 1628 2148 2825 2872 1300 2273 1512 1553 1328 2123 0 2993 1627 2242 1921 1150 
2553 2766 2476 2364 2089 1629 2307 1489 1783 2158 1233 1206 2932 1065 2889 1969 2197 1634 1123 2719 2973 2482 1088 2406 1483 0 2050 1434 1402 1385 
2134 2431 2385 1669 1148 1378 1750 1334 2023 2175 2766 1300 2009 1993 2939 1693 1723 1382 2953 2910 2300 1883 1329 2084 1890 1211 0 2512 2766 2220 
2537 2888 1973 1028 1820 1121 1786 2189 1550 2506 2781 2081 1149 1448 2434 2395 2323 1378 1986 2808 1782 2491 1178 1451 1837 2069 1176 0 1484 2365 
1001 2445 1383 2121 1490 2531 1149 2863 1977 2399 1562 1616 1438 1024 2740 1160 2577 2377 2133 2614 2471 2359 2544 2419 1879 1530 1282 1945 0 1977 
1925 1351 1171 1313 2841 1326 2243 1184 1890 2099 2321 2513 2981 1299 2717 1815 2509 2766 1361 2221 1701 2656 1434 2795 1061 2429 1965 1811 2873 0 
