0,183344,182362
1,114680,115510
2,145817,139727
3,122925,128217
4,132328,140403
5,152000,159556
6,200016,196065
7,225207,228410
8,232666,235295
9,222047,227372
10,219349,224862
11,163297,160453
12,196251,193671
13,211478,201520
14,151333,150384
15,238645,240436
16,109755,96794.8
17,89468.1,90254.1
18,90761.3,90444.3
19,139530,139655
20,104013,101963
21,119896,122414
22,181443,171662
23,137314,143187
24,88385.1,90370.1
25,129729,130981
26,177443,176276
27,182333,184449
28,166411,178678
29,128078,128994
30,211364,211800
31,133161,135338
32,187037,179840
33,217167,212581
34,192462,190870
35,123431,117672
36,170967,175883
37,205184,205905
38,147125,143235
39,84293.3,84644.3
