0 2930 1029 2563 2473 1963 2913 1057 1333 1547 2628 1228 1955 1282 2289 2449 2245 2899 2663 2583 2964 1308 1378 2365 2794 1556 1481 1198 2583 1263 1540 1942 1447 2454 1272 2066 1377 2161 1451 1239 
2985 0 1482 1162 1669 2809 2269 2204 1082 1757 1825 2544 1826 2768 2275 1805 2005 2514 2425 1311 2301 2525 2054 2772 2027 2077 1956 2087 2748 2697 1365 1928 2682 1210 2594 2523 1903 2008 2601 1998 
2851 1286 0 2639 1930 2437 2159 1346 1183 1120 2369 2608 1543 1910 2281 2122 2462 2202 1348 2245 2886 2432 1574 1353 1781 1695 1806 2188 2819 2128 2144 2654 2343 1848 2054 2730 2716 2076 1017 1642 
2101 2380 1504 0 2900 2031 1911 2696 2372 2896 2781 1592 2881 2547 2583 1840 2070 1898 1583 1618 1927 1957 2948 1355 1291 2216 2904 2339 2728 2308 1555 2626 2900 2318 1262 1866 2569 1349 2829 2767 
1640 1846 2303 2919 0 1772 1979 1988 2440 1365 2065 2087 1073 2691 1538 1329 1978 2730 2227 1236 1758 2863 1170 1151 2874 2956 1304 1069 1965 1446 1070 2691 2189 2626 2807 1175 2516 2797 2931 1355 
1408 2370 2236 2557 1356 0 2634 2073 1180 2638 2993 1488 2419 2753 2813 2949 2149 2557 1316 1860 1110 1896 1069 1517 2267 1847 2028 2794 2804 1259 1055 1219 1455 2841 2272 1133 1829 2969 1973 2203 
1169 2016 1870 1193 1465 2221 0 1909 1910 1608 2776 2718 1524 2348 1283 1052 2166 2878 1730 2289 1402 2800 1813 2665 2340 1400 1080 2881 1966 1639 2490 1500 1287 2670 2812 2913 2804 2019 2998 2780 
1932 1588 2917 1976 2025 2576 1851 0 1253 1325 2869 2088 1520 2128 1795 2444 1719 1046 2630 1073 2098 2545 2206 1634 1954 2759 2207 1039 2537 1440 1489 1771 1645 1924 1844 2035 2543 2666 2833 2809 
2427 1357 2577 2060 1109 1374 1114 2335 0 2160 1789 1635 2256 1646 1478 1957 1336 2188 1486 1936 2370 2230 2951 2748 1380 1137 1867 2508 1693 1823 1585 1088 2634 2961 1418 1304 2597 2864 2479 1936 
1669 2630 1625 2033 1201 1987 2141 2431 2268 0 2877 2850 1589 1323 1893 1290 1373 1083 2024 1957 1293 1490 1113 1942 1982 2663 2023 2473 1337 1724 1955 2881 2348 1452 1740 1670 1648 2656 2657 2478 
2714 2500 1005 1964 2545 2608 1783 1989 1827 2065 0 2545 2358 2373 2492 1740 2265 1619 1839 2427 2267 1719 2896 1381 2928 1987 2284 2618 2321 2778 1323 1059 1920 1681 1130 2822 2327 2083 2944 2985 
2608 2303 2990 2656 2896 3000 2022 2247 1169 1493 2541 0 2551 1082 1964 1819 1071 2372 1717 1125 2871 1893 2584 1290 1349 2603 1495 1366 2087 1058 2609 2952 1922 2215 2248 1177 2651 2399 2749 1066 
1618 1979 2527 2833 2495 1183 1224 1244 2416 1686 1727 2910 0 1843 1718 2684 1888 1327 2703 2805 2903 2132 1496 2013 1390 2582 1956 2245 2976 1003 1769 1463 2513 1647 3000 1693 1344 1855 1898 1711 
1170 1645 2892 1977 1171 1945 2836 1534 1407 1105 2221 1976 2466 0 2048 1977 1659 2143 1948 1176 1498 1965 2358 1456 1665 2885 2274 2768 2106 1102 1749 2615 2229 2517 1491 1865 1826 1610 2792 2414 
1002 2517 1938 2900 1449 2035 1002 2394 1183 2779 2628 2042 2505 1665 0 1695 2147 1311 1898 1494 1182 2306 1929 1259 1998 1898 2333 1069 1361 1005 1673 1666 2385 1207 1471 1804 2350 2530 2669 1786 
2719 1638 1547 2654 2085 2851 1205 2777 2837 2057 1849 1371 2923 2391 2436 0 2784 1970 2268 2830 1100 2337 1093 1662 2353 1146 2270 1648 1491 2795 2387 2517 2797 2563 1760 1265 2671 2833 1380 2331 
1972 1528 2052 2447 1655 1217 1434 1381 1234 1769 2254 1952 2332 2861 1831 1677 0 1104 1316 2783 1708 2677 1159 1584 1321 1948 1774 2921 1157 1041 2233 1013 2880 2667 2456 1364 1352 2814 2848 2164 
2490 2493 2332 2730 1557 1762 1682 2838 1175 2867 1511 1904 1663 1589 2042 1733 2452 0 1747 2739 1104 1700 2664 1756 2905 2485 1661 1978 2151 2272 2548 1051 2933 2667 2410 1818 1609 2342 2392 1387 
2835 2432 2340 2546 2118 2718 1026 2914 1573 2783 2668 2860 1995 1286 1596 1358 2799 2483 0 1599 2475 1368 1246 1933 1656 2399 1447 1327 2861 1122 1507 2591 1274 2223 1638 1489 2767 1275 2227 2712 
