0,108957,109063
1,104344,106045
2,84059.7,83660.7
3,202702,207952
4,99954.1,95613.1
5,84793.3,83671.3
6,182066,185089
7,124028,126182
8,141401,135407
9,217378,215780
10,177941,181712
11,181314,183649
12,149066,136725
13,90042.6,85836.6
14,206390,201296
15,204956,207697
16,161388,159868
17,212266,226077
18,183083,190705
19,214467,215322
20,171472,167136
21,236124,234479
22,106262,106023
23,83481.8,83182.8
24,100056,92214.4
25,87904.5,87423.5
26,166864,174594
27,255998,247442
28,197627,200819
29,165022,158999
30,103222,114511
31,200765,205167
32,180792,182567
33,115290,113228
34,186219,190023
35,158894,160031
36,218361,215019
37,109073,100029
38,89154.4,99386.4
39,159354,152909
