0,194794,185459
1,179458,187041
2,84673.3,85873.3
3,84885.5,77024.5
4,141088,143309
5,237829,240060
6,212655,211893
7,87608.3,87806.3
8,234979,233490
9,96026.8,99931.8
10,108104,113596
11,130941,133014
12,167666,165561
13,174354,166053
14,94566,93829
15,169341,159835
16,105499,107233
17,193628,194990
18,144542,138889
19,151844,152017
20,225505,228751
21,113591,116193
22,202532,191777
23,192537,195295
24,142635,144855
25,183899,179627
26,148648,147919
27,188326,183151
28,147398,149738
29,102663,96133.5
30,182198,190581
31,139781,140068
32,147494,151593
33,108622,116721
34,156511,159862
35,163166,162374
36,203411,199747
37,231229,237934
38,86132.4,85141.4
39,221547,227942
