0,210043,208297
1,204090,203636
2,222816,222169
3,238833,235034
4,107179,101135
5,114108,113995
6,145965,141483
7,126472,126111
8,127275,121386
9,173061,172859
10,221056,227663
11,111394,105506
12,95991.2,91739.2
13,104873,109645
14,110131,115553
15,85103,76557
16,140236,145174
17,140585,138283
18,260454,259187
19,156102,150916
20,219944,214258
21,161145,165340
22,98944.7,104438
23,155829,153897
24,115718,118985
25,125059,132358
26,142352,147247
27,230831,223505
28,196923,201508
29,129226,128520
30,97785.8,93566.8
31,110459,104770
32,215556,222539
33,175137,179830
34,142561,138563
35,185516,177589
36,141338,149252
37,222135,230663
38,202980,210560
39,203595,205085
