0,151702,155124
1,193458,194359
2,107261,107477
3,83008.9,87980.9
4,159042,164128
5,211673,209771
6,170010,164724
7,186204,196672
8,115547,117078
9,92347.7,96721.7
10,114940,119102
11,169501,163318
12,150775,154672
13,149594,151965
14,224112,224633
15,242546,233123
16,137047,134568
17,125754,119465
18,145739,139864
19,238690,229699
20,193981,197620
21,100637,111534
22,221109,221677
23,94733.5,92969.5
24,131127,134766
25,155180,153716
26,174388,168424
27,121208,130376
28,157041,145755
29,128748,136962
30,175512,178506
31,190035,185644
32,216000,208414
33,228340,235428
34,155994,152239
35,206124,213615
36,116553,107865
37,117364,112534
38,145811,145840
39,238624,239132
