0 2526 1926 1753 2094 1263 2174 2520 2315 1373 1155 2504 1502 2629 1369 2443 1749 1462 1628 2749 2820 1853 1303 1640 1394 1360 1890 2159 2317 2163 1306 2184 1708 1230 2965 2452 1970 1700 2229 2719 2633 1205 2012 1786 2914 1408 2234 2881 1007 2652 
2710 0 1608 1704 2153 1825 2539 2205 2676 2693 2058 1726 1295 2815 1589 2144 2289 1838 1600 1507 1896 2424 1775 2777 2838 2605 1046 1244 2433 1696 2993 1722 2632 2604 1960 1410 1615 2264 1603 2861 2911 2129 1848 1425 1266 1321 1033 2367 1242 2657 
1646 2091 0 2429 2002 1545 1991 1744 2094 2543 1031 1684 2879 1472 1836 1691 1204 1058 2311 2685 2132 2953 2501 2997 2188 1058 2825 2666 2714 1499 1336 2669 2809 1560 1070 2483 2615 1100 2478 2141 1235 1662 1567 1265 2714 2217 1552 1804 2134 1175 
2917 1515 2248 0 1322 1433 1432 1272 1735 1231 2481 1920 1968 1145 1337 1042 2786 2088 2331 2848 1083 1758 2523 1499 1429 2471 2731 2972 1227 1993 1587 1034 2834 2553 2286 1112 2412 2411 1319 1502 1245 1470 1498 1574 2306 2606 2827 2920 1029 2484 
1711 1057 2223 1891 0 1527 1043 2283 1972 2747 1925 1039 2508 2595 1579 1376 1120 1120 2549 1665 1022 2373 2945 2208 1697 1944 1134 2140 1244 1550 2572 1767 2114 1857 2892 2708 1211 1196 2952 2068 1964 2525 2928 1591 2435 2953 2473 1969 1357 1447 
2728 2549 2881 1831 1076 0 1168 1187 2392 2950 2019 2861 2147 1518 1957 1253 2953 2754 2606 1128 2576 1109 2820 2156 2266 1794 2096 2423 2531 2783 2933 1879 2701 1205 1549 2299 1974 1628 2259 2624 2800 2961 1639 1946 1414 2868 1622 1092 2654 1506 
2422 1149 2032 2312 2385 2208 0 1614 2326 2652 2285 1551 2202 2325 1488 1412 2537 1185 1189 1468 1791 2004 2039 2952 2385 2743 1601 1592 2698 2360 2734 2661 2705 2260 2259 2780 2820 2376 1149 2057 2700 2744 1979 1472 1789 1567 2325 2491 2017 1961 
1680 2931 1641 1384 1527 2288 2453 0 1319 1959 2147 1804 1606 2937 1438 2892 2647 2174 1629 2077 1364 2693 2193 2058 1830 2456 2155 1405 1334 2364 1880 1431 2730 2256 2874 2382 2899 2861 2327 2067 2590 1615 2872 1450 1249 2565 2880 2101 2450 2554 
1452 2994 2857 1775 1605 2173 2483 1584 0 2201 1121 2105 2368 1302 2407 2740 2269 2997 2099 1099 2816 2237 2697 2309 2562 1027 1445 2531 2199 1184 1924 1649 2803 2855 1133 2605 2256 2886 1661 1036 2481 2239 1100 2013 2245 2091 1016 1497 2928 2948 
2712 1732 1632 2684 2312 1589 1300 2874 1427 0 1753 2246 1764 2360 1526 2760 1139 1133 1263 1020 1286 2758 2524 2422 2161 1530 1803 1621 2319 2490 2701 2359 1137 2720 2086 1214 2046 2061 2040 1245 2430 1528 2736 1903 2554 2933 2321 1871 2537 1436 
2508 2955 1633 1198 2714 2139 2913 1596 1093 2313 0 2052 1735 1839 1412 1472 2379 2813 1189 1964 2161 2041 1164 2861 1508 2419 1740 2423 1961 1509 2512 1663 2904 1542 2917 2118 2487 2499 2291 1095 2694 2955 2690 2654 2585 2686 2974 2179 2063 1685 
