0,131689,131673
1,283834,280199
2,178005,180458
3,110651,118690
4,95898,98157
5,109767,106156
6,165225,163259
7,276748,273559
8,235460,237120
9,294974,289650
10,287742,279365
11,205617,201122
12,259197,262694
13,134183,138650
14,174537,185683
15,247040,259425
16,286119,278960
17,185067,181503
18,95443.2,100775
19,113197,113044
20,189114,183652
21,101623,105514
22,192983,192458
23,228239,228118
24,197964,209559
25,226777,227636
26,238970,235402
27,287335,289528
28,254275,252237
29,153386,156770
30,97727.1,103999
31,161939,160394
32,134965,132137
33,139674,137163
34,193011,187529
35,121352,137505
36,303955,306144
37,193180,183394
38,136528,133813
39,247847,242532
40,119664,121870
41,292297,291221
42,142989,151402
43,271237,268814
44,222625,221767
45,294973,295265
46,184216,183299
47,159880,151481
48,180750,185382
49,268957,252698
