0,104646,100344
1,276517,265654
2,168382,165213
3,124844,129359
4,295388,298253
5,172937,172399
6,267566,274651
7,101865,99806.4
8,139602,144671
9,214214,212842
10,181062,175495
11,254688,256021
12,154892,149922
13,290561,293224
14,269985,267699
15,189014,187282
16,215988,220300
17,152446,160517
18,195020,194327
19,213224,210073
20,153078,149171
21,133653,123867
22,267513,264430
23,266724,269722
24,102420,104822
25,114809,115253
26,237130,236440
27,115299,116125
28,99306.7,103550
29,264279,266464
30,194941,180045
31,260653,265567
32,218888,211780
33,175553,180719
34,113734,111325
35,264523,261255
36,299060,289488
37,121770,134363
38,205402,214390
39,151480,144546
40,160749,166484
41,283094,273652
42,206176,215646
43,218284,231123
44,242177,251606
45,227543,222425
46,245407,240299
47,245988,245281
48,143156,138390
49,320655,330006
