0,154964,155724
1,296279,294743
2,290422,296467
3,183629,184933
4,157939,156775
5,254344,249972
6,138564,129257
7,138590,125045
8,248450,246828
9,120926,127071
10,193126,186698
11,206398,206459
12,200660,199452
13,197140,202200
14,171984,168098
15,244080,243664
16,197721,190593
17,176524,177323
18,248947,243711
19,216321,220506
20,179131,182691
21,209007,208196
22,142642,139377
23,267438,271967
24,106331,106495
25,181746,185160
26,161605,150993
27,272079,270179
28,144775,151424
29,288360,276353
30,209699,214655
31,170243,172349
32,232641,243562
33,125447,132963
34,106779,116787
35,129453,126456
36,117543,128209
37,263920,265284
38,293712,286218
39,128093,125121
40,221891,231902
41,334514,338815
42,258452,263805
43,270064,262049
44,128905,125260
45,288548,289423
46,174190,174606
47,218892,219184
48,179424,180663
49,177849,174716
