0 1486 1837 1455 2623 2214 2372 1729 1733 2524 2748 2605 1699 1793 2867 1342 1227 1230 1182 1394 1768 2121 1635 1080 1168 1829 2777 1569 2090 1811 1938 1316 1729 1209 2217 1545 1828 1087 1871 1890 1147 2055 1580 2469 2599 2751 1878 2845 1388 1873 
2397 0 1035 2713 1122 1667 1357 2043 2224 2455 1671 2702 2780 1523 2525 1556 1754 1010 1343 1506 2521 1621 1705 1033 2955 1625 1959 2930 2012 1866 2221 2607 2285 1079 1471 1341 1031 1665 1823 2243 2594 1293 1907 2137 1303 1087 1937 2083 1356 2526 
2256 1768 0 1247 2593 1892 1616 2078 1130 1353 2558 1912 2604 1158 2485 2889 1489 2435 2179 2622 2008 2856 2656 2984 2506 1413 1095 1695 1322 2608 1995 1903 1613 2172 1372 2442 1353 1455 1556 1357 1628 1757 2934 1188 1182 2532 2542 2202 1231 2279 
1249 1343 1165 0 1331 1204 1773 2834 1094 2304 2055 2475 1590 1763 1107 1098 2705 2917 2960 2988 1647 2130 2877 1397 2319 1281 1006 2254 1851 2878 2573 2884 2836 1234 2160 1867 2937 2781 1938 1330 2118 2885 2776 1609 2451 1410 2788 1682 1279 2513 
2169 2785 1373 1016 0 1980 2893 1174 2778 2222 2489 1810 1800 2178 1736 2973 2147 2916 2910 2534 2552 2672 1650 1305 2385 2286 1887 1762 1542 2959 1869 2026 2426 1403 2591 2049 1925 1751 1983 1078 2479 2735 1135 1945 1099 1441 1970 2056 2304 2484 
2268 2179 2760 1675 2434 0 1510 1111 2268 2438 1556 1522 2079 1975 2696 2182 1508 2759 1238 2238 2983 2707 2275 1666 1409 1587 2997 1652 2338 2072 1267 2587 2252 1582 1116 2105 2904 1287 1152 1181 2549 2784 2494 1433 2772 1075 1214 2219 1398 1247 
1825 1556 2240 1299 2494 1505 0 1908 2958 2262 2803 1844 1801 2161 2772 2310 2268 1411 2578 1392 2064 1148 2703 2081 1468 1746 1190 2370 1170 1117 1017 2027 2832 1389 2432 2843 1243 2830 1500 1750 2467 1525 3000 2908 2283 1745 1457 1616 1332 2572 
2019 1861 2428 2616 1868 2109 1053 0 1775 1754 2327 1893 1643 2803 2912 2301 1927 2668 1246 2882 1874 1509 2050 1782 2746 2354 2907 2914 2851 2066 1754 1385 2315 2519 1549 2819 2999 1764 1651 1604 2075 2889 2004 2082 2266 1351 1510 2349 2546 1953 
1984 1041 1669 2766 1991 2480 2251 2037 0 2568 1100 1010 1752 2054 1533 1720 1559 2931 2011 1585 1376 1782 2704 1029 2546 1887 1414 2030 1568 2448 1441 2759 2306 1074 2549 2099 1026 2911 1986 1739 2489 2153 2213 2496 2644 1695 2269 2611 1486 1982 
2942 1675 2733 2664 1655 2031 1445 1449 2255 0 1353 1619 1381 1445 2725 1045 2148 2540 2687 2826 1045 2690 1962 2845 2843 1401 1690 2965 1729 2807 1825 2704 2490 2360 1497 1058 1440 2197 1315 1327 1243 2469 1862 2306 2027 2995 2221 1485 2504 1916 
2641 1653 1737 1166 1644 2540 2672 1611 1353 1954 0 1561 1880 2475 2794 2573 2309 1922 1274 1308 1992 2738 2592 2956 1681 2299 2233 1723 1533 1559 2397 2838 2121 1496 1935 1566 1976 2671 2813 2158 1759 2250 1578 1315 1814 1228 1109 1118 2171 1437 
2078 1765 2080 1351 2756 2482 1405 1361 2008 1929 2698 0 2765 2299 1152 2996 2894 2867 1395 1401 2983 2267 1610 1818 2078 1011 1030 1099 2404 2988 2546 2619 1567 2767 2430 2035 1317 2656 1747 2397 1280 2601 1301 2423 2003 1112 1480 1814 1084 2215 
1831 2232 2061 2249 1163 1210 1779 2301 2993 1595 2102 1833 0 1741 1114 1633 1462 2003 1478 1772 1246 2253 1783 1914 1754 2290 1808 1303 1652 1879 1621 1060 1357 2585 1723 2888 1961 1552 2921 1523 2487 1095 2500 1600 2570 1896 1083 2258 2247 2637 
2794 1751 1982 2925 1496 1875 1517 1838 1304 1321 2362 1988 2904 0 2064 2752 2736 2628 2955 1383 2953 1692 2966 1209 2061 2404 1779 1021 2469 2833 1771 1200 2936 1629 1615 2347 2745 2217 1048 2464 1577 1914 2749 1132 1669 2514 2295 2545 1271 2674 
2685 2423 2203 2022 2999 1592 1550 2261 2747 2878 1804 1251 2916 1255 0 2344 1148 1208 2927 1014 1165 1167 1931 2602 1925 1186 2646 2010 2080 1708 2181 1819 2126 1311 1633 1326 2386 2383 1400 2997 2199 1158 2330 1922 2293 1935 1797 2844 2399 1881 
1045 2303 1648 1068 2984 1219 1610 1101 1587 2752 1001 1806 1712 1163 2757 0 2065 1628 2692 2651 1513 2901 1069 1055 2681 2012 1818 1573 1648 1198 1190 1615 1453 1268 2867 2078 1354 1515 2319 1519 2216 2747 2558 2532 1561 1200 1036 2159 1934 2282 
2118 2769 1269 1779 2793 1960 1994 2611 2377 1161 1670 1313 1605 1714 1184 1294 0 2933 2193 2426 2024 2922 2918 2436 1584 1913 2951 2643 1845 1999 1264 2932 2987 2254 1187 1484 2957 2258 2259 2788 1416 2463 1234 2086 1015 1898 2142 2904 1730 1551 
1123 1699 2238 1823 2992 2319 2938 1437 2022 2892 2437 1637 1875 2035 2122 1974 1471 0 1447 2491 1724 2216 2022 1278 2766 1415 2980 1188 1896 2606 1678 2666 2653 1172 2501 2884 1064 2967 1436 1978 1736 1503 2353 2705 1081 2935 2786 1944 1758 2845 
2325 2329 2710 2808 2837 2475 1221 2048 1802 2221 1224 2895 2705 1435 2268 2646 1666 2823 0 1480 2329 2806 1481 2885 2167 2602 2999 2559 1684 2608 1979 1483 2912 1755 1966 2427 2981 2721 1220 1530 2404 1517 1455 2760 1021 1952 2156 2627 2810 2661 
2101 1929 1237 2431 2602 2929 1559 1924 2748 2553 1774 1192 2520 2198 1572 1653 2308 1107 2972 0 1390 2228 1014 1781 1787 2835 2017 2698 2163 1288 2841 1728 2219 2707 2395 2054 1252 2010 1788 2007 2508 1718 2762 2658 2093 1541 1637 2056 1334 1160 
2569 1477 1648 1399 2852 2125 1452 2332 2145 1515 2053 1497 2657 2828 1293 1687 1856 2193 2756 2146 0 2445 1414 1260 2078 1933 1185 1412 2310 1181 2287 2094 1486 1692 1124 1490 2591 1747 1725 1237 1047 1280 2976 1265 2488 2396 1893 2787 2117 2770 
