0,190956,189863
1,206335,204550
2,291366,287182
3,206689,207968
4,164571,168835
5,209608,206322
6,131505,141239
7,221884,219245
8,158466,151027
9,202127,212798
10,101291,106410
11,120697,121823
12,245446,251197
13,283046,288500
14,273213,279554
15,111745,94114.6
16,216231,224742
17,217433,205030
18,151935,153391
19,98593.5,102452
20,115999,117555
21,187745,180986
22,276245,281908
23,267286,265580
24,97249.8,93497.8
25,285062,273927
26,229255,232640
27,222642,215820
28,203641,205472
29,159581,159030
30,177976,183288
31,317098,320898
32,150037,141907
33,258340,255920
34,206240,201687
35,107551,109794
36,126049,128349
37,306340,313034
38,176888,183788
39,137294,130435
40,154187,161872
41,290605,291473
42,214781,219621
43,298965,299530
44,263863,260895
45,257720,261499
46,108958,117280
47,223738,219262
48,206962,203624
49,129093,113715
