0,17,21,1,0.6
0,,,1,0.4
0,11,43,2,1
0,,,3,1
0,,,4,1
0,,,5,0.5
0,,,5,0.5
0,,,6,1
0,16,,7,0.666667
0,,,7,0.333333
0,36,46,8,1
0,,,9,1
0,,,10,0.333333
0,16,,10,0.666667
0,47,,11,1
0,1,,12,0.666667
0,,,12,0.333333
0,,,13,1
0,3,45,14,0.6
0,,,14,0.4
0,18,4,15,0.5
0,13,29,15,0.5
0,13,32,16,1
0,,,17,1
0,49,45,18,1
0,42,,19,0.571429
0,26,41,19,0.428571
0,18,11,20,1
0,26,,21,1
0,34,35,22,1
0,41,,23,1
0,16,,24,0.666667
0,,,24,0.333333
0,,,25,0.4
0,30,20,25,0.6
0,,,26,0.4
0,6,13,26,0.6
0,19,,27,1
0,43,,28,1
0,23,15,29,0.428571
0,40,,29,0.571429
0,18,40,30,0.428571
0,26,,30,0.571429
0,44,,31,0.5
0,26,,31,0.5
0,,,32,1
0,16,35,33,1
0,44,4,34,1
0,43,25,35,0.428571
0,14,,35,0.571429
0,18,,36,0.666667
0,,,36,0.333333
0,2,34,37,1
0,,,38,0.4
0,22,11,38,0.6
0,,,39,1
0,,,40,1
0,,,41,0.5
0,,,41,0.5
0,,,42,0.5
0,,,42,0.5
0,3,41,43,0.6
0,,,43,0.4
0,,,44,1
0,,,45,0.333333
0,14,,45,0.666667
0,13,,46,1
0,17,,47,0.666667
0,,,47,0.333333
0,12,,48,1
0,21,,49,0.666667
0,,,49,0.333333
1,33,,0,1
1,10,,2,1
1,,,3,1
1,,,4,0.5
1,,,4,0.5
1,,,5,1
1,35,,6,0.5
1,40,,6,0.5
1,,,7,0.333333
1,22,,7,0.666667
1,14,,8,0.571429
1,38,29,8,0.428571
1,,,9,1
1,,,10,0.5
1,,,10,0.5
1,39,5,11,1
1,,,12,0.5
1,,,12,0.5
1,,,13,1
1,32,,14,0.5
1,45,,14,0.5
1,43,33,15,1
1,,,16,1
1,,,17,0.4
1,20,16,17,0.6
1,19,46,18,0.6
1,,,18,0.4
1,13,10,19,1
1,,,20,0.4
1,49,33,20,0.6
1,14,,21,0.666667
1,,,21,0.333333
1,2,,22,1
1,14,29,23,0.6
1,,,23,0.4
1,16,,24,1
1,38,18,25,0.5
1,49,14,25,0.5
1,22,19,26,0.428571
1,49,,26,0.571429
1,14,,27,1
1,42,,28,0.571429
1,36,18,28,0.428571
1,,,29,1
1,22,,30,0.666667
1,,,30,0.333333
1,,,31,1
1,,,32,0.4
1,38,13,32,0.6
1,31,47,33,1
1,14,22,34,0.428571
1,31,,34,0.571429
1,19,,35,1
1,31,40,36,0.428571
1,35,,36,0.571429
1,17,6,37,1
1,31,13,38,0.5
1,40,31,38,0.5
1,,,39,0.333333
1,22,,39,0.666667
1,,,40,0.5
1,,,40,0.5
1,6,49,41,1
1,18,,42,0.666667
1,,,42,0.333333
1,,,43,0.5
1,,,43,0.5
1,6,11,44,1
1,46,31,45,0.5
1,32,29,45,0.5
1,45,,46,1
1,,,47,0.5
1,,,47,0.5
1,,,48,1
1,,,49,1
2,42,,0,1
2,,,1,1
2,33,,3,0.571429
2,36,1,3,0.428571
2,36,,4,1
2,,,5,1
2,26,1,6,1
2,22,35,7,1
2,33,,8,0.571429
2,45,40,8,0.428571
2,4,,9,1
2,,,10,0.5
2,,,10,0.5
2,17,,11,0.5
2,28,,11,0.5
2,,,12,1
2,,,13,1
2,,,14,1
2,18,6,15,0.5
2,26,1,15,0.5
2,14,,16,0.571429
2,9,32,16,0.428571
2,47,49,17,1
2,22,,18,0.5
2,26,,18,0.5
2,4,,19,1
2,22,46,20,1
2,49,30,21,1
2,26,,22,0.5
2,38,,22,0.5
2,45,,23,0.666667
2,,,23,0.333333
2,35,6,24,0.428571
2,32,,24,0.571429
2,,,25,0.4
2,29,18,25,0.6
2,13,22,26,0.5
2,23,1,26,0.5
2,,,27,1
2,35,,28,0.571429
2,32,39,28,0.428571
2,,,29,0.4
2,31,6,29,0.6
2,,,30,0.5
2,,,30,0.5
2,12,,31,1
2,6,,32,1
2,,,33,0.4
2,26,11,33,0.6
2,,,34,1
2,45,49,35,1
2,22,,36,0.571429
2,42,47,36,0.428571
2,,,37,1
2,,,38,0.4
2,31,26,38,0.6
2,36,,39,1
2,,,40,0.333333
2,21,,40,0.666667
2,36,24,41,1
2,,,42,0.5
2,,,42,0.5
2,,,43,0.333333
2,36,,43,0.666667
2,18,,44,0.571429
2,20,46,44,0.428571
2,,,45,1
2,,,46,1
2,36,,47,0.666667
2,,,47,0.333333
2,44,,48,0.5
2,49,,48,0.5
2,,,49,0.333333
2,14,,49,0.666667
3,29,42,0,1
3,,,1,1
3,,,2,1
3,6,43,4,0.428571
3,44,,4,0.571429
3,42,,5,0.571429
3,35,26,5,0.428571
3,36,,6,1
3,,,7,1
3,,,8,1
3,,,9,1
3,44,,10,1
3,19,46,11,0.6
3,,,11,0.4
3,,,12,1
3,29,,13,1
3,,,14,0.5
3,,,14,0.5
3,11,,15,1
3,13,47,16,0.5
3,23,4,16,0.5
3,38,,17,0.666667
3,,,17,0.333333
3,15,49,18,1
3,29,,19,1
3,,,20,1
3,26,29,21,0.5
3,35,42,21,0.5
3,41,6,22,0.5
3,49,46,22,0.5
3,,,23,0.333333
3,49,,23,0.666667
3,35,,24,1
3,,,25,0.5
3,,,25,0.5
3,4,14,26,0.6
3,,,26,0.4
3,33,44,27,1
3,,,28,0.4
3,21,42,28,0.6
3,32,4,29,0.5
3,41,10,29,0.5
3,,,30,1
3,22,,31,0.5
3,33,,31,0.5
3,4,,32,0.5
3,13,,32,0.5
3,2,,33,0.571429
3,41,14,33,0.428571
3,36,,34,1
3,4,,35,0.666667
3,,,35,0.333333
3,6,,36,0.571429
3,46,31,36,0.428571
3,13,38,37,0.6
3,,,37,0.4
3,,,38,1
3,,,39,0.5
3,,,39,0.5
3,15,,40,1
3,11,,41,1
3,19,,42,0.5
3,13,,42,0.5
3,44,4,43,0.428571
3,14,,43,0.571429
3,,,44,1
3,,,45,1
3,,,46,1
3,46,,47,0.5
3,31,,47,0.5
3,41,,48,0.666667
3,,,48,0.333333
3,,,49,1
4,,,0,1
4,31,,1,0.5
4,43,,1,0.5
4,42,45,2,0.428571
4,19,,2,0.571429
4,29,42,3,1
4,29,42,5,0.6
4,,,5,0.4
4,45,,6,0.5
4,30,,6,0.5
4,,,7,1
4,,,8,1
4,,,9,1
4,46,33,10,0.5
4,48,23,10,0.5
4,47,,11,0.571429
4,45,40,11,0.428571
4,41,46,12,1
4,,,13,0.4
4,1,46,13,0.6
4,,,14,1
4,26,46,15,1
4,,,16,0.4
4,15,29,16,0.6
4,,,17,0.5
4,,,17,0.5
4,,,18,0.5
4,,,18,0.5
4,37,,19,1
4,11,,20,1
4,,,21,1
4,,,22,1
4,38,3,23,0.5
4,36,41,23,0.5
4,,,24,0.333333
4,10,,24,0.666667
4,33,,25,0.571429
4,31,26,25,0.428571
4,,,26,1
4,29,,27,1
4,44,,28,0.5
4,47,,28,0.5
4,44,,29,1
4,6,,30,1
4,,,31,1
4,16,18,32,1
4,,,33,1
4,36,,34,1
4,6,38,35,0.6
4,,,35,0.4
4,23,40,36,1
4,31,41,37,0.5
4,23,36,37,0.5
4,42,15,38,0.6
4,,,38,0.4
4,16,18,39,0.6
4,,,39,0.4
4,41,,40,1
4,33,,41,0.666667
4,,,41,0.333333
4,,,42,1
4,45,46,43,1
4,42,27,44,1
4,44,9,45,1
4,40,14,46,0.6
4,,,46,0.4
4,41,,47,1
4,29,23,48,1
4,16,6,49,1
5,20,,0,0.571429
5,41,6,0,0.428571
5,,,1,0.5
5,,,1,0.5
5,11,15,2,0.5
5,42,36,2,0.5
5,13,15,3,1
5,31,,4,1
5,26,,6,0.571429
5,37,36,6,0.428571
5,26,,7,1
5,49,1,8,0.428571
5,16,,8,0.571429
5,46,36,9,0.428571
5,14,,9,0.571429
5,16,2,10,0.428571
5,1,,10,0.571429
5,39,17,11,0.428571
5,36,,11,0.571429
5,22,6,12,1
5,36,,13,0.571429
5,46,10,13,0.428571
5,1,,14,0.571429
5,37,6,14,0.428571
5,,,15,1
5,,,16,0.5
5,,,16,0.5
5,,,17,1
5,,,18,0.4
5,26,46,18,0.6
5,,,19,1
5,13,,20,1
5,45,49,21,1
5,10,,22,1
5,16,41,23,1
5,,,24,1
5,,,25,0.333333
5,17,,25,0.666667
5,1,29,26,1
5,,,27,1
5,22,,28,1
5,43,36,29,0.428571
5,43,,29,0.571429
5,,,30,0.333333
5,44,,30,0.666667
5,38,,31,0.666667
5,,,31,0.333333
5,14,4,32,0.6
5,,,32,0.4
5,32,,33,1
5,1,13,34,1
5,42,18,35,1
5,9,3,36,1
5,9,,37,1
5,,,38,0.4
5,23,35,38,0.6
5,,,39,1
5,31,,40,1
5,22,6,41,1
5,38,23,42,0.5
5,13,15,42,0.5
5,27,,43,0.571429
5,26,38,43,0.428571
5,33,45,44,1
5,14,,45,0.666667
5,,,45,0.333333
5,30,29,46,1
5,4,,47,0.5
5,6,,47,0.5
5,,,48,1
5,,,49,0.4
5,38,47,49,0.6
6,13,46,0,1
6,31,23,1,0.6
6,,,1,0.4
6,41,,2,1
6,46,20,3,1
6,10,46,4,1
6,,,5,1
6,22,45,7,1
6,25,,8,1
6,32,3,9,1
6,,,10,0.4
6,22,43,10,0.6
6,,,11,1
6,,,12,0.5
6,,,12,0.5
6,47,49,13,0.428571
6,11,,13,0.571429
6,18,,14,1
6,9,32,15,1
6,,,16,1
6,26,,17,0.571429
6,46,33,17,0.428571
