0,197621,193051
1,295697,295574
2,129827,126832
3,227079,224333
4,115602,117126
5,134333,131645
6,221903,227762
7,291977,288555
8,267405,267237
9,114557,116949
10,259682,268950
11,158027,154649
12,214132,217953
13,144921,150409
14,230722,229098
15,106791,108719
16,290737,281398
17,252904,254858
18,139098,136489
19,134995,129179
20,213030,213167
21,223592,227505
22,110253,110365
23,245057,250444
24,216608,222311
25,262958,256938
26,230055,226211
27,262558,264708
28,213078,222386
29,138647,136377
30,324488,324202
31,252162,247814
32,156145,159399
33,104292,110120
34,110390,112285
35,178195,180515
36,166505,159563
37,194053,204831
38,242734,232880
39,281105,282988
40,104062,100324
41,123119,132978
42,302754,306884
43,132503,126823
44,193328,192868
45,137986,129814
46,313362,315698
47,278164,278983
48,203444,194630
49,186741,184602
