0,1,1973.88,7895.5,9869.38,1
0,2,206,824,1030,1
0,3,1686.21,6744.83,8431.04,1
0,4,1799.88,7199.5,8999.38,1
0,5,787.471,3149.89,3937.36,1
0,6,690.875,2763.5,3454.38,1
0,7,2298.51,9194.03,11492.5,1
0,8,3191.81,12767.2,15959,1
0,9,2652.88,10611.5,13264.4,1
0,10,898.143,3592.57,4490.71,1
0,11,3391.19,13564.8,16956,1
0,13,2859.45,11437.8,14297.3,1
0,14,914.286,3657.14,4571.43,1
0,15,3242.31,12969.2,16211.5,1
0,16,1216.95,4867.8,6084.75,1
0,17,1085.52,4342.07,5427.59,1
0,18,1723.42,6893.67,8617.09,1
0,19,800.167,3200.67,4000.83,1
0,20,2144.95,8579.8,10724.8,1
0,21,2535.45,10141.8,12677.3,1
0,22,518.2,2072.8,2591,1
0,23,944.761,3779.04,4723.8,1
0,24,2492.12,9968.5,12460.6,1
0,25,871.375,3485.5,4356.88,1
0,26,1532.28,6129.11,7661.39,1
0,27,1287,5148,6435,1
0,28,1188.5,4754,5942.5,1
0,29,1441.9,5767.62,7209.52,1
0,30,1054,4216,5270,1
0,31,1400.67,5602.69,7003.36,1
0,32,1335.36,5341.43,6676.79,1
0,33,778.679,3114.71,3893.39,1
0,34,1853.5,7414,9267.5,1
0,35,2753.89,11015.6,13769.5,1
0,36,1895.43,7581.71,9477.14,1
0,37,1502.75,6011,7513.75,1
0,38,1501.12,6004.5,7505.62,1
0,39,2037.33,8149.33,10186.7,1
0,40,2052.14,8208.55,10260.7,1
0,41,983.15,3932.6,4915.75,1
0,42,1429.07,5716.27,7145.33,1
0,43,1765.64,7062.56,8828.2,1
0,44,931.25,3725,4656.25,1
0,46,1053.75,4215,5268.75,1
0,47,2086.45,8345.78,10432.2,1
0,48,831.071,3324.29,4155.36,1
0,49,2009.91,8039.63,10049.5,1
1,0,2194.94,8779.74,10974.7,1
1,2,627.125,2508.5,3135.62,1
1,3,682.893,2731.57,3414.46,1
1,5,818.25,3273,4091.25,1
1,6,454.5,1818,2272.5,1
