0 194939 193827
1 217641 215377
2 181833 180944
3 86193.5 77169.5
4 273800 268537
5 166192 166316
6 104613 111447
7 117402 107416
8 132258 139119
9 187735 184413
10 86597.8 90760.8
11 100543 108149
12 108248 113791
13 291865 288631
14 307817 311016
15 226984 231360
16 101435 97617.3
17 77825 81352
18 156454 154828
19 123632 121093
20 110071 109985
21 82967.2 86111.2
22 73926.4 78263.4
23 246073 242944
24 97760.4 89340.4
25 94830.8 94636.8
26 101041 98118.4
27 123676 124747
28 102727 107218
29 119896 119489
30 167682 166086
31 267780 261475
32 219236 220372
33 195062 188446
34 235756 242048
35 104856 110781
36 139009 137284
37 240003 246765
38 233567 226251
39 206083 212486
