0 34  1 1 -1
0 5 38 2 1 -1
0 26  3 0.363636 -1
0 30  3 0.363636 -1
0 5 31 3 0.272727 -1
0 37 28 4 0.5 -1
0 37 39 4 0.5 -1
0 32  5 0.444444 -1
0 2 33 5 0.333333 -1
0   5 0.222222 -1
0   6 0.5 -1
0   6 0.5 -1
0   7 0.5 -1
0   7 0.5 -1
0   8 0.5 -1
0   8 0.5 -1
0 13  9 0.363636 -1
0 34  9 0.363636 -1
0 14 6 9 0.272727 -1
0 13 5 10 1 -1
0 31  11 0.444444 -1
0   11 0.222222 -1
0 32 9 11 0.333333 -1
0 14  12 0.571429 -1
0 13 39 12 0.428571 -1
0   13 0.5 -1
0   13 0.5 -1
0 31 36 14 0.375 -1
0   14 0.25 -1
0 37 32 14 0.375 -1
0   15 0.4 -1
0 34 39 15 0.6 -1
0 9 14 16 1 -1
0   17 0.222222 -1
0 33 4 17 0.333333 -1
0 15  17 0.444444 -1
0 33  18 0.5 -1
0 1  18 0.5 -1
0   19 0.222222 -1
0 15  19 0.444444 -1
0 14 34 19 0.333333 -1
0 38  20 0.363636 -1
0 37 34 20 0.272727 -1
0 23  20 0.363636 -1
0 34 39 21 0.6 -1
0   21 0.4 -1
0 7  22 0.363636 -1
0 35 31 22 0.272727 -1
0 19  22 0.363636 -1
0 14  23 0.5 -1
0 2  23 0.5 -1
0   24 1 -1
0 37 31 25 0.375 -1
0   25 0.25 -1
0 12 15 25 0.375 -1
0 4 34 26 0.375 -1
0   26 0.25 -1
0 18 30 26 0.375 -1
0 23  27 0.5 -1
0   27 0.25 -1
0   27 0.25 -1
0 1  28 0.5 -1
0 6  28 0.5 -1
0 37 9 29 0.428571 -1
0   29 0.285714 -1
0   29 0.285714 -1
0 26  30 0.444444 -1
0 1 32 30 0.333333 -1
0   30 0.222222 -1
0 2 9 31 0.6 -1
0   31 0.4 -1
0   32 1 -1
0 19  33 0.4 -1
0   33 0.2 -1
0 7  33 0.4 -1
0   34 0.222222 -1
0 2 31 34 0.333333 -1
0 4  34 0.444444 -1
0 12  35 0.571429 -1
0 1 15 35 0.428571 -1
0   36 0.2 -1
0 39  36 0.4 -1
0 4  36 0.4 -1
0 23 29 37 0.5 -1
0 33 28 37 0.5 -1
0 11  38 0.4 -1
0 36  38 0.4 -1
0   38 0.2 -1
0 18 34 39 1 -1
1 14 35 0 0.5 -1
1 29 13 0 0.5 -1
1   2 0.285714 -1
1 4 0 2 0.428571 -1
1   2 0.285714 -1
1   3 0.4 -1
1 4 18 3 0.6 -1
1   4 1 -1
1 23 13 5 1 -1
1   6 0.25 -1
1 37  6 0.5 -1
1   6 0.25 -1
1   7 0.4 -1
1 38 13 7 0.6 -1
1 34  8 0.444444 -1
1 9 34 8 0.333333 -1
1   8 0.222222 -1
1 30  9 0.444444 -1
1   9 0.222222 -1
1 27 34 9 0.333333 -1
1   10 1 -1
1 15  11 0.363636 -1
1 13  11 0.363636 -1
1 15 14 11 0.272727 -1
1 23 38 12 1 -1
1 34 31 13 0.3 -1
1 4  13 0.4 -1
1 37 38 13 0.3 -1
1 36  14 0.666667 -1
1   14 0.333333 -1
1 27  15 1 -1
1   16 1 -1
1 2 13 17 1 -1
1 38  18 0.5 -1
1 0  18 0.5 -1
1   19 0.222222 -1
1 14 30 19 0.333333 -1
1 18  19 0.444444 -1
1 4  20 0.666667 -1
1   20 0.333333 -1
1   21 0.25 -1
1   21 0.25 -1
1 14  21 0.5 -1
1 38 33 22 0.5 -1
1 39 9 22 0.5 -1
1   23 0.333333 -1
1 33  23 0.666667 -1
1 0 4 24 1 -1
1 33 14 25 0.6 -1
1   25 0.4 -1
1   26 0.25 -1
1 15  26 0.5 -1
1   26 0.25 -1
1 39  27 0.5 -1
1 6  27 0.5 -1
1 32 34 28 0.428571 -1
1   28 0.285714 -1
1   28 0.285714 -1
1   29 1 -1
1 31 20 30 1 -1
1 37 36 31 0.333333 -1
1   31 0.222222 -1
1 0  31 0.444444 -1
1   32 0.333333 -1
1   32 0.333333 -1
1   32 0.333333 -1
1 15 0 33 0.333333 -1
1   33 0.222222 -1
1 9  33 0.444444 -1
1 14 4 34 0.333333 -1
1 14  34 0.444444 -1
1   34 0.222222 -1
1   35 0.25 -1
1   35 0.25 -1
1 32  35 0.5 -1
1 14 4 36 0.6 -1
1   36 0.4 -1
1   37 0.222222 -1
1 29  37 0.444444 -1
1 5 23 37 0.333333 -1
1 15  38 0.363636 -1
1 13  38 0.363636 -1
1 33 13 38 0.272727 -1
1 19  39 0.363636 -1
1 7  39 0.363636 -1
1 0 26 39 0.272727 -1
2 1  0 1 -1
2   1 0.333333 -1
2   1 0.333333 -1
2   1 0.333333 -1
2   3 0.2 -1
2 4  3 0.4 -1
2 15  3 0.4 -1
2   4 0.4 -1
2 6 33 4 0.6 -1
2 4  5 0.5 -1
2   5 0.25 -1
2   5 0.25 -1
2   6 0.333333 -1
2 13  6 0.666667 -1
2   7 0.5 -1
2   7 0.5 -1
2   8 0.4 -1
2 15 18 8 0.6 -1
2 13  9 0.444444 -1
2   9 0.222222 -1
2 26 28 9 0.333333 -1
2   10 0.333333 -1
2 31  10 0.666667 -1
2 9 13 11 1 -1
2   12 1 -1
2 4 23 13 0.428571 -1
2 39  13 0.571429 -1
2   14 0.4 -1
2 0 31 14 0.6 -1
2   15 1 -1
2 15  16 0.571429 -1
2 38 32 16 0.428571 -1
2   17 1 -1
2 14  18 0.666667 -1
