0 2113 1823 2002 2120 2676 2102 2358 2613 2915 2821 1296 2864 2849 2923 1666 1075 1632 2347 2810 2927 1381 2452 1622 2998 1536 2707 1088 1919 2006 2581 2602 1539 1716 2266 2861 1480 2399 1465 1383 
2559 0 1956 2291 1175 1872 2787 2485 2691 2290 1753 2962 1750 1854 2673 1431 1341 1192 2450 2379 2064 1875 2675 2659 2444 1272 1360 1169 2733 2441 1964 1204 2001 2773 1129 1756 2424 1241 2203 2337 
2421 1266 0 2490 2432 2312 1214 1454 2717 2186 2859 2158 1862 1889 2464 2926 1918 1257 1271 2262 1626 1865 2716 2697 1862 2847 1472 1411 1129 2829 1267 2001 1992 1408 2859 2639 2184 2924 2605 2063 
2780 2025 2714 0 2683 1739 2083 2579 2849 2843 2982 2570 1124 2889 2269 1293 1112 2208 1394 2076 1352 1945 1580 2948 1442 1860 1235 2865 2784 2179 1727 1402 1884 2719 1883 1157 2506 2424 1597 1503 
2386 1889 1721 1623 0 1857 2914 1879 2998 1521 1409 2979 1445 2630 2954 1952 1263 1307 1720 1533 2394 1436 2387 1980 1161 1272 2774 1187 1751 1584 2409 2788 1728 2993 1959 1341 2291 2984 2215 2639 
2939 2528 1407 1164 2908 0 2616 2626 2548 2398 2019 1649 1632 2152 1723 1545 2924 2587 1763 2655 1031 1176 2946 1032 2507 1121 2077 2746 2700 1799 1397 2166 2688 1258 1454 2261 1513 2986 2650 2154 
2864 2943 1614 2053 2112 2682 0 1420 1491 1952 1070 1497 2277 1263 1090 2997 2788 2114 2237 1061 1147 1418 2792 2998 1173 2584 1970 1255 2706 2978 1103 1626 2804 2960 1470 2650 2239 1529 1020 1040 
1201 1037 2982 1938 1345 1066 2736 0 2365 1525 1590 2838 1762 2829 2694 2352 2924 2814 2979 1389 1252 2853 1675 1621 2818 2624 2743 2847 1271 2278 1072 2671 2435 1427 2565 1926 1745 2717 1973 2490 
1898 1620 1705 2260 2996 1666 1627 1524 0 2414 2723 2845 2634 1114 2977 1221 2930 1947 2616 2011 1130 1890 1086 1046 2297 1922 1440 1484 2217 1041 1892 2352 1206 2466 1895 2510 1896 2632 1832 1619 
2618 2777 1543 1683 1228 1525 2432 2648 1023 0 2187 2187 2275 2991 2643 2302 1196 1677 2816 2274 1520 2588 1333 2229 2676 2208 2883 2129 1788 1346 1755 1745 2329 2772 2780 2511 1524 1155 2237 2543 
2020 1106 2454 1561 1134 2317 2185 1336 2501 2096 0 1491 2905 1235 1481 1197 2684 1997 1842 2782 1460 1883 1283 2691 1574 1831 1851 2213 2932 2937 2154 1692 1303 2323 2771 1644 1926 2715 1258 1775 
1452 1079 2212 2061 1845 1716 2036 1892 2766 1098 2572 0 2019 1890 2365 2808 2090 2047 2895 2241 2002 1562 1356 2327 1956 1026 1772 1899 1029 1417 2407 1367 1159 1504 1776 2058 1060 1821 2339 1789 
1038 2450 2901 1527 2668 1931 2721 2011 2999 2356 2541 1977 0 2165 2471 2049 1450 1546 1694 2059 1775 2710 1038 1586 1655 2396 1759 2238 1333 1319 2119 1404 2728 1617 2103 2138 2314 1055 1693 1803 
1350 1251 2923 1329 2061 2270 1549 1754 2539 2607 2804 1628 1950 0 2258 1443 2103 2529 2839 2756 2379 2271 2278 1150 2919 2332 1418 2612 2004 1914 2708 1651 2590 1036 2085 1890 1214 2922 2719 1638 
2783 2374 1981 1428 2115 2225 2596 2871 1132 2697 2192 2688 2973 2579 0 1620 1886 1126 1779 1278 2056 2202 1568 2322 1693 1038 1992 1419 2212 2523 2480 2396 1609 1211 2923 2172 2553 1992 2347 1828 
1426 1965 2946 1692 1014 1023 1633 1354 1380 1253 1913 2074 1673 1014 1776 0 2948 1899 1578 1175 2086 2269 1773 2717 1349 2141 2849 1117 2597 1105 1148 2662 1535 1732 1617 1444 1456 2913 1228 2337 
2506 1102 2909 2418 2182 2523 2922 1011 1403 1133 2619 2382 1675 1540 2219 1796 0 1920 2244 1146 1098 2350 2501 2056 2198 1139 1630 2879 1448 2318 2297 2578 2739 1305 1566 2794 1431 2367 2253 2929 
2333 1728 1086 1858 2640 1448 2777 1466 2213 1028 2388 2459 1409 1679 1666 1177 1304 0 2054 1008 1052 2362 1788 1774 2149 2237 2482 2284 2605 1910 2408 2743 2870 2691 1915 1422 1695 2638 2221 2858 
2586 2643 2378 1606 1519 2087 2829 1841 2226 2867 1043 1327 2978 1471 2823 2719 1916 2478 0 1775 2384 1153 2686 2761 1293 1737 2601 2337 2946 1971 2133 1050 1846 1204 1661 2182 2317 2355 1924 1526 
2846 2463 1417 2207 2171 1477 1120 1496 1125 2313 2108 2524 2241 2184 1630 2499 1086 2149 1299 0 1645 1462 2144 1781 1776 2756 1262 1379 2998 1549 1832 1761 2202 2431 2655 2846 2606 1415 1922 2305 
2731 1848 2881 2291 1534 2712 1845 1019 2148 2279 2636 2405 2119 2466 1950 2422 1711 1619 1254 1493 0 1735 1494 1229 1855 1416 1946 1040 2976 1744 2424 1078 1927 1348 1143 1665 1163 2295 1561 1526 
2894 2317 2685 1967 1294 1844 1458 1001 2777 1144 2166 1331 2445 1946 1612 1330 1373 1331 2108 2004 1802 0 2552 2289 1454 1648 1548 2173 2455 2068 2878 1572 1352 2372 1930 2659 3000 1722 2403 1486 
1539 1394 1478 1086 1815 2996 2443 1538 1922 1292 2904 1529 2482 2071 1353 1543 1466 2218 1165 1783 2126 2935 0 1092 2378 1848 1068 2025 2466 2965 2613 2350 1782 1661 1227 1386 1551 1804 1332 1046 
