0 2183 1693 1721 1601 1608 1468 1149 1678 1699 2223 1477 2321 2072 1780 2964 2546 2245 2103 1278 2867 1502 1398 1354 1846 2175 1080 1064 2340 2983 1027 2573 2244 2312 2363 1071 1999 1673 2333 1831 1638 1316 2898 2744 1421 2801 1701 1504 2689 2720 
1291 0 1105 1852 2342 2980 2659 1173 1359 1982 1589 2297 1139 1601 1261 1047 1346 1427 1423 1555 2208 2422 2563 1371 1370 1675 2652 2147 1543 2080 1548 1961 2418 1837 1766 1708 1381 1751 1558 1261 1848 1779 2262 1956 2790 1248 1466 2116 2015 2900 
2407 2535 0 1566 1039 1611 2881 2296 1951 2903 1023 2359 1704 2975 1292 2174 1588 2727 1907 2741 1853 1500 2334 1340 2436 2898 2476 1601 2307 2132 1847 1016 1831 2029 2641 2055 1036 2750 1079 1410 2837 1780 1556 2647 2553 1211 1533 2515 2387 2828 
2685 2794 2556 0 1758 2305 2582 2736 2593 2061 2083 2435 1340 1633 1799 1920 1419 2369 2008 1289 1548 1856 1683 1437 2717 2680 1991 1608 2911 2866 2116 2619 1934 2579 2497 1102 2298 1944 2941 1064 1890 2235 1331 2688 2383 2438 1320 1858 1960 1944 
1035 2019 1179 1431 0 2403 1544 1553 1298 2419 1713 1506 2750 2144 1417 2710 1283 1317 1282 1610 2750 2416 2731 1627 1021 2171 1198 1452 2082 1510 2425 1827 1497 2579 1058 1093 2491 1547 2953 2510 1134 1359 2974 1042 2154 1983 2880 2902 1752 2058 
2661 1091 1300 1468 1605 0 1598 2382 2303 1318 1049 1669 2326 1102 1140 2786 1706 2599 1987 1975 2718 2838 1962 1989 2355 1086 2440 1205 2038 1496 1379 2723 2130 1110 2945 1829 2397 1216 2107 2141 1087 2690 2033 2962 1042 1492 2368 1641 1700 1382 
2159 1639 1194 1495 1857 2095 0 2541 1966 1008 1082 2108 2891 2360 1413 2399 2927 2364 1951 2935 2948 1737 2005 2446 2609 2486 1685 2247 1441 2277 1153 2412 1989 2011 2100 2658 2945 2137 1796 1372 2836 1666 2965 1422 2818 1722 2184 2205 1855 1072 
1856 1099 1257 2250 2938 1098 2212 0 1534 1399 2700 2826 2732 1821 1798 2938 1709 1740 1541 2284 1052 1713 2009 2754 1398 2189 2142 1220 2061 2683 2737 1949 2153 1650 1248 1895 1600 1373 1236 2111 1941 1297 2760 2092 1206 1312 1349 2300 2489 2737 
1098 1592 1129 2714 2810 1963 2049 1635 0 2204 2196 1021 1461 2704 2282 1966 2849 1838 2636 2131 1975 1726 2913 2099 2295 1405 1688 1964 2885 2804 2747 2351 2676 1340 1707 1669 2694 1751 1217 2071 2105 1769 1826 2103 2099 2045 1536 1988 1814 2233 
2217 1090 1192 2028 2634 1375 1625 2666 1406 0 2514 1062 2339 2018 1162 2769 1259 2776 1805 2600 1357 2969 1885 1193 2429 2799 1029 2219 1176 2197 1615 1531 2237 1051 2215 1271 1307 2436 1536 2156 1077 1899 1519 2238 2541 2769 1493 1711 2210 2629 
