0 2955 1628 1677 2237 2957 1032 2374 2722 1083 1861 1479 2350 2421 2064 1051 2969 1761 1022 2958 1609 1351 2864 2174 2922 1077 1113 2371 1184 1688 1126 1254 1812 2394 2368 2577 1769 1669 1273 1537 1378 1538 1558 1250 1172 1923 2414 2393 2662 1448 
1017 0 2989 1233 1710 1969 1403 2414 1727 2261 1990 2199 1233 1583 2854 1632 2775 2905 1893 1833 2906 2436 1539 2598 2418 2897 2757 2037 2865 1891 2300 1622 1829 1947 2236 2692 1201 2108 1470 2271 2677 1605 1087 1659 2438 2701 2991 2932 1837 2346 
2811 1461 0 2493 2121 1956 1243 1585 2303 2672 1967 1740 1874 1132 1435 2953 2298 2601 1818 2240 2738 2830 2527 1498 1993 2888 1840 2133 2964 2376 1073 2697 2415 1919 1175 1045 1581 2119 2510 2182 2441 2759 1532 2277 1726 1163 2744 1169 1458 2575 
2967 2501 2815 0 2755 2042 1909 2882 1508 2350 2457 2068 1342 2698 2647 1715 1505 2936 2730 1697 1047 2803 2567 1175 2733 1667 2283 1578 2175 1961 1880 1605 1542 2815 1139 1258 2306 2288 2541 2657 1966 2297 2812 2455 2620 1557 1217 1529 2332 1272 
2931 1770 1199 1235 0 2733 2480 1516 2474 1936 2408 2203 2610 2049 2279 2255 2377 1285 2456 1708 2150 2678 1875 1011 1614 2015 2104 2476 2748 1863 2165 1170 1318 2330 2392 2617 2727 1400 2968 2042 1179 1781 2280 2734 2924 1789 2758 1394 2893 1074 
2449 1566 2605 1914 2391 0 1642 1481 2973 2649 1277 2988 2581 1731 2819 1031 2584 2300 2529 2047 2132 2219 2493 1265 1812 1738 1675 1245 1196 2615 2706 1424 2982 1653 1797 1769 1510 1833 1516 2157 2239 2743 1810 2959 1470 2365 1357 2981 2490 2128 
2598 2793 2039 1724 2704 1569 0 2687 1795 2292 2301 2123 1310 1897 1755 1391 1843 1137 2838 2993 2650 1908 1963 1871 1144 2288 1733 1971 2158 2125 1571 2766 1542 1990 2237 2476 1813 2449 2352 2261 1419 2268 1419 2484 1236 2756 1558 1992 2549 2600 
2102 1953 1555 1901 2931 1819 1120 0 2624 2871 2573 2483 1566 2600 2318 1191 2404 1015 2957 2027 2774 2976 1754 2004 2998 2831 1904 2380 1129 1747 2217 1107 2090 1955 1003 2660 1599 1851 1424 2730 1131 1131 2927 2636 1080 2302 1404 1422 1286 1930 
2440 1538 1028 1891 2284 2651 1131 1605 0 1979 2672 2466 2475 1030 1734 1745 2366 2007 1782 1713 2202 1363 1536 2912 1138 2350 2740 1528 1569 1389 1505 1412 1218 1679 2271 2133 1537 2278 1695 2765 2720 1147 2133 1412 2246 2385 2560 2189 1764 1535 
1502 1475 1452 2864 2261 1214 2701 2422 1291 0 2805 2794 1498 2762 2513 1577 2050 1266 1095 2312 1387 1920 1224 2130 2208 2739 1183 1600 1085 1846 2578 1802 1420 2650 2148 1270 1244 2463 2344 2672 2743 2876 2053 2616 1408 2554 1179 2837 1093 1660 
1949 2276 1188 2665 2123 2350 1706 2859 1644 2065 0 1152 1270 1335 1022 1773 2314 2424 1566 2230 1483 2713 1651 1088 2112 2796 1022 2065 1402 1564 2331 2727 2794 2879 1863 2569 1765 2046 2454 1794 1680 1534 2427 2358 2108 1579 1653 1217 1656 2246 
2055 2823 1453 2891 2635 2834 2529 2209 1666 2827 2809 0 1341 1277 1680 1541 2179 1307 1654 1037 1274 2153 2714 1199 1065 1942 2715 1661 2906 1169 1214 1251 1660 2381 2146 2600 2529 1739 1798 2418 1503 1525 1928 2554 2743 1317 1053 1035 2873 2518 
1091 1739 2891 1809 1645 2421 1689 1418 1306 1418 2474 2038 0 2757 1626 2643 1372 1705 1788 2355 1923 1402 2083 1984 1053 2466 1883 1522 2632 1660 2094 2024 1971 2366 2829 1579 1567 2771 2486 1497 1657 1693 1328 2502 1110 2837 1493 1829 1924 1155 
2500 1627 1050 2042 2911 2857 1401 1005 2061 1558 1491 1507 1458 0 1686 2257 1135 2727 2836 2382 2391 1189 2549 1191 1414 1035 1272 2296 1936 2833 2886 2636 2884 2131 2416 2559 1979 2783 1847 1598 2503 1195 2125 1355 2529 2056 2582 1993 2635 2277 
1498 1679 1831 1997 2250 1723 1891 2334 2917 2223 1661 2087 2663 2806 0 1802 1646 2401 1247 1459 1286 1291 1185 2565 2563 2322 2346 2277 1328 1311 1551 2895 1169 2850 1125 2250 2281 1688 1965 2930 1229 2918 1812 1520 1660 1770 1865 2738 1317 2021 
2452 1092 1419 1325 2345 2924 1264 1404 2523 2882 1983 2347 2185 1957 2047 0 1065 1725 2087 2119 1552 2461 1180 1799 2626 1652 2091 1097 1631 2388 1262 1720 2039 2639 2082 2306 2087 2596 2494 2171 2312 1657 1455 2940 2889 2520 1711 1837 2369 1270 
1086 2103 1432 2337 2378 1811 1687 1455 1433 1114 2291 2706 2068 2186 2990 1567 0 2198 2323 1614 2797 1989 2594 1078 2622 1630 2038 1403 1479 1684 2238 2035 1006 2761 2047 2838 1963 2927 1191 1543 2169 2219 1896 2176 1170 2408 1567 1754 2467 2222 
1656 2222 1270 1481 2242 2205 2286 1955 1085 1136 1549 1550 2426 1154 2777 2463 2516 0 2642 1575 1489 2626 1868 1995 1514 1172 1849 2454 1378 1824 1945 1165 2924 2787 2438 2244 1221 2324 2055 2182 1594 1623 2196 1908 2295 2035 1662 2533 1767 2576 
2097 1152 2974 1090 1117 2530 1526 1586 1351 2661 2258 2631 2569 1328 2114 1428 2059 2306 0 1769 2553 1485 1877 1160 1800 1375 1095 1100 2270 1026 2994 1570 2781 1526 1418 2891 2576 2530 2240 2595 1947 2534 2484 1768 1112 2892 2613 1476 1441 2177 
1639 2328 1517 2123 2443 1781 1993 2165 2826 2739 1411 2495 2144 1786 1504 1962 1641 2552 2698 0 1975 1282 1664 1599 2648 1148 2630 1110 1368 1586 1938 2756 1104 1894 2625 2064 1043 1172 2397 2351 1461 2991 1666 2473 2365 1131 1043 2879 2864 1392 
1764 2724 2353 1895 2882 1559 2907 1901 1990 1333 2908 2919 2087 2701 2444 1516 2520 1492 2816 2444 0 1222 2233 1538 2580 2373 1430 1618 2943 2923 2565 2962 1875 1350 1536 1921 1955 2117 1774 1518 2782 2272 1692 2321 2943 1849 1090 1646 1647 1200 
1238 2921 2661 1192 1428 2219 1021 2641 1432 2355 2261 1202 2541 1832 2111 2582 1717 1083 2587 1766 1742 0 2321 1622 2396 2407 2678 1100 1088 1321 2272 2170 2804 2982 1264 1572 2586 2744 1098 2521 1037 2800 1876 2147 2237 1811 2053 2720 2998 2470 
1409 1380 2588 1257 1120 1944 2370 1273 1789 1022 2942 2586 2980 1927 2848 2669 2377 1755 1993 1066 2558 1453 0 1649 1946 1062 2375 2872 1164 2565 1139 2570 2937 2010 2966 1451 2357 2178 1010 1749 2857 2578 2026 1738 1149 1379 2075 1199 2877 2181 
1137 2378 2870 2985 1271 1202 2498 2830 2099 1792 1801 2629 2602 1768 1334 1281 1639 2647 2090 2432 2958 2485 2824 0 1890 2027 2431 1806 2692 2673 2944 1274 1249 2949 2562 2914 1909 2975 1573 2232 2383 1897 2026 1997 2359 2415 2704 2612 1815 1206 
1954 1608 2000 2662 2667 2158 2225 1995 2046 2294 1928 1951 2422 1540 2910 1445 1995 2873 2091 2946 1330 1423 2354 2671 0 2822 2835 2981 1778 2253 2296 1396 2535 1497 1098 2585 2253 1255 2190 1456 1370 1560 2199 2773 2081 1854 2133 2666 2966 2755 
2641 2964 1093 2157 2052 1594 2653 1486 2101 1952 2015 2012 1614 2369 1666 2557 2744 2602 1006 2552 2822 2012 2270 1972 2559 0 2764 1660 2524 2487 2743 1306 2598 1259 2532 1801 2544 2591 1791 1571 1579 1582 2038 2989 2164 2022 2163 2812 2055 2049 
2916 2807 1378 1258 1762 2346 2144 2949 2098 1528 2784 1130 1269 2212 1772 2768 2041 1672 1368 2400 2679 1482 1155 2613 2014 1355 0 2792 1232 2658 2590 2300 1145 2396 2350 1517 1988 2585 2775 2809 2555 1144 1912 2311 2062 1527 1138 1979 2296 1813 
1079 1842 1712 1526 2304 2581 1422 1314 1674 1636 1669 1066 2299 1221 2558 2252 1503 1194 2854 2267 2856 2732 1245 1167 2134 2235 2087 0 2834 1540 2150 1716 1682 1342 1434 2218 2100 1940 2983 1529 2866 2761 2676 2295 1379 1865 2169 1334 2159 1683 
1333 1265 2619 2933 1885 2765 2989 1658 2910 2832 2475 2159 2124 1636 2571 1606 1743 1863 1148 1510 2794 2788 2146 1886 1603 2871 2884 2143 0 2840 1311 2524 2582 2681 1676 2986 1636 1142 2713 1578 1748 2465 1072 1409 2405 2622 1730 2659 1852 2676 
1005 2335 1015 1112 2932 1634 2739 1442 2011 2374 2093 1665 1650 2624 1323 1919 1549 1961 1371 2805 2928 2837 2480 2160 2247 2155 2274 2752 2801 0 1928 2691 2696 2693 2510 1185 1419 2518 1492 2363 2375 1251 2229 1915 1851 1390 2128 2227 1964 2245 
1380 1058 1273 1950 1682 1724 2001 2102 2618 2127 1768 2656 1027 1806 2866 1545 2575 2801 1605 2794 1468 2319 2024 2759 2149 1087 1511 1911 2476 1768 0 2482 2594 1773 2236 1100 2624 2937 2746 2858 2070 2175 1752 1126 1207 2542 2869 1351 1759 2464 
2662 1091 1851 2880 2917 2040 1877 1310 2088 2163 1059 2032 2458 2201 1192 2776 2990 2904 2566 1100 1298 2000 1564 2331 1976 1016 1077 2269 1882 1802 2522 0 2403 2557 2680 2139 1298 2843 2057 2397 1165 2332 1313 1850 1890 2496 2919 1240 1250 1870 
1691 1897 2345 1924 1985 2235 2554 2875 2006 2556 2719 1975 2969 2906 2628 1524 2527 1427 2018 2974 1207 2571 1192 2384 1482 2549 1430 2024 1611 2639 2725 2263 0 1548 2108 1371 2159 1062 1519 2486 2377 1393 1878 2589 1170 2622 1223 1572 2585 2887 
