0 2118 1075 2982 2244 2408 1426 2372 1413 2179 2345 2700 2308 1343 2982 2391 1668 1811 2193 1795 
2501 0 1149 2200 2684 1060 2988 1696 2804 1904 2734 1152 2982 2319 2207 2609 1502 1823 2137 2521 
2855 2682 0 1537 2083 2409 2872 2314 2199 1502 2342 2694 2763 1305 1879 1205 2253 2247 2867 2799 
1255 1953 2684 0 2819 1770 1972 2743 1206 2897 2910 1104 2511 1619 1815 2641 1239 1098 2055 2280 
2961 2704 1727 1790 0 2818 2594 2331 1234 2909 2528 2430 1740 2342 1525 2170 1801 1140 2235 2920 
2594 1789 1194 2454 2790 0 1873 2068 1193 1350 2548 2326 2176 1048 2298 1367 2535 2681 2456 2632 
1446 2361 1097 1569 1511 2864 0 2563 2433 2585 2139 1041 1150 2292 2081 1585 2115 2790 2827 2339 
2213 1116 2508 2720 1762 1584 1780 0 1679 1882 2904 2819 2369 2949 1597 1492 1431 1740 1195 2527 
1579 2970 1967 2754 1926 2519 2748 2054 0 2607 1414 1176 1135 1533 1109 1258 2377 1690 1928 2935 
1234 2847 1208 1799 2250 2569 1730 1599 2807 0 1201 2076 2987 2234 1707 1302 1098 2846 2100 2786 
2082 2619 2787 2078 2987 1901 2674 2297 2110 2440 0 1074 2531 2472 1226 2203 1225 1468 1711 2808 
2977 2404 1777 2620 2432 1891 1013 2604 1559 1088 2463 0 2068 1976 1248 1372 1147 1922 1876 2251 
1282 1683 2202 1934 2653 1155 1394 1153 2259 1341 2273 2348 0 2941 2044 2460 2072 1819 1300 2587 
1432 1111 1137 1255 1456 2482 1908 2708 2846 2042 2581 2045 2256 0 2920 2080 1108 1739 2358 1637 
2817 2401 1413 2608 1557 2294 1059 1905 1965 2838 1171 2315 2830 1024 0 1992 1615 1022 2462 1653 
2882 1650 1691 1856 2259 2679 2480 2794 2273 1315 2087 2925 1845 1704 1680 0 2610 2996 1003 1313 
2213 2410 1234 1664 2145 1281 1805 1410 2084 2740 2709 2348 1144 1839 2896 1862 0 1500 2233 1768 
1781 1626 2384 1924 2044 2197 1398 1803 2699 2987 1609 2380 1495 1659 1736 1714 1231 0 1334 2109 
1514 2749 1673 1112 2873 1500 2273 2722 1426 1319 2409 1504 1434 2131 2202 2859 1096 2934 0 1290 
1881 2570 1827 1394 1374 1399 2484 1629 2027 1964 1585 1037 2092 1773 2950 1576 2224 2036 2989 0 
