0 2083 2836 2036 2675 1194 2106 2835 2072 1382 1374 2651 1755 1957 2194 1671 2791 1498 2698 1241 
1339 0 2917 2916 2243 2366 1689 1756 2813 1454 1061 2155 1249 1822 1200 2890 1496 1278 2344 2498 
1362 2741 0 1247 1977 2599 2864 1707 2939 1972 2206 2118 1378 1039 1925 2633 1463 2111 1777 2369 
2032 1852 2840 0 1085 1345 1859 2797 2118 2148 1397 1886 1609 1556 1406 2893 1984 1557 2538 2841 
2847 2152 2393 1363 0 1653 2398 1434 2219 1059 1464 1881 2681 1720 2051 1764 2524 1688 2450 2830 
1238 2854 2933 2136 2013 0 2549 1114 1209 2081 1075 2487 2847 2902 2187 2929 1368 2715 2973 2406 
2382 1106 1295 2730 2170 1896 0 1766 1910 1015 2167 1971 2117 2398 2260 2415 2984 1778 1824 1016 
2491 1399 2732 1160 2672 1203 2533 0 2094 1708 1944 2618 1964 2688 2356 2078 1154 1611 2790 2498 
1290 2604 2436 2153 1849 1857 1109 2653 0 2222 1931 1099 1049 1722 1540 2320 1145 1442 2837 1624 
2096 1061 1471 2916 2260 2106 1678 1031 2702 0 2670 2551 2123 2550 1984 1791 1211 2607 2672 1554 
2119 2002 2111 1208 1200 1503 1227 2177 2696 2200 0 1547 1183 2683 1272 2618 2585 2608 1845 2055 
2563 1742 1828 1560 1397 2010 2021 2782 2767 1110 1546 0 1985 2448 1391 2581 2124 2569 2462 2757 
1746 2755 1335 2079 1194 1494 2307 1744 2116 2487 1903 2635 0 1685 1503 2766 2590 2055 1204 1349 
1219 2854 2787 2479 1943 2795 1182 2949 1096 2488 1339 1170 1540 0 1305 1745 1643 1775 2746 2896 
1027 1698 2783 1359 2320 1221 1445 2624 1759 1236 2095 1797 2096 1675 0 1790 1219 2466 2671 1931 
1047 1807 1505 1365 2731 1884 2889 1631 2704 2318 1232 1675 2250 1175 2438 0 1472 2845 2838 2490 
2665 2200 1740 1426 1618 2781 1544 2348 1261 1773 1380 2295 2252 2445 2052 2181 0 1595 1727 1777 
2378 2233 2329 1711 1717 2356 1554 2962 1032 1158 2807 2121 2955 2969 1074 1502 2428 0 2329 1728 
1009 1338 2416 2757 1116 1216 2574 1883 1634 1512 2170 1356 2093 2424 2873 2397 1044 1889 0 2401 
1219 1687 1545 1761 1121 2403 1944 2021 1409 1955 1434 1480 2607 2111 1507 2535 2110 1598 2195 0 
