0 2925 2005 2176 1100 1007 1772 1884 1731 2514 2224 1210 1618 2453 1962 1426 1682 2119 2188 1644 
1045 0 1660 1391 2932 1805 1494 2022 2796 1983 1291 1470 1828 2090 2191 1881 2438 1907 2508 1579 
1721 2940 0 2422 2518 1559 2306 1405 1093 2240 1412 2364 1299 1191 1456 2346 2154 2708 2959 2394 
1893 1697 1871 0 2324 1871 1756 1069 2769 1403 1464 2670 2176 2649 2090 1606 2055 1481 2687 1255 
2831 2923 1351 2608 0 2924 1298 1151 2649 2607 1162 2093 2326 2960 1620 2486 2893 1984 1018 1915 
1219 2008 1068 1188 1769 0 2776 2989 1606 2065 2364 2681 1841 1990 1028 2966 2398 2771 1624 2756 
1923 2930 2831 2937 1302 1243 0 1074 1208 2869 1349 1587 2426 2795 2491 2581 1348 2909 1212 2081 
2524 1340 1483 2943 1564 1003 2682 0 1625 1575 1476 1357 2971 1294 1447 2285 2761 2810 1845 1412 
1229 2720 1449 1436 2887 1019 2180 2663 0 2959 1442 1061 2441 1530 2326 2961 2091 2698 2350 2513 
1420 2564 2267 1458 1405 2428 1206 1964 2832 0 2214 2321 2893 2631 2726 2345 1946 1311 2689 1408 
2814 2582 1095 2835 1597 2088 1827 2822 2472 2870 0 1108 2560 1600 1541 2650 2066 1997 1945 2880 
1801 2505 2994 1245 1935 1462 2354 1394 2699 1423 1478 0 1523 2317 1562 2548 2959 1078 2289 1642 
1106 2435 2705 1294 2021 1736 2880 1372 1944 2179 2755 2790 0 2699 1067 1147 2255 1673 2212 2073 
2255 1827 2886 2142 2797 2325 2930 1156 2568 1975 1423 1249 1702 0 2642 1870 2592 1412 1876 1222 
2940 1417 2819 2337 1253 1627 2206 1432 1418 2869 2700 2484 2247 2936 0 1254 2496 1505 2657 1697 
2798 2773 2236 2295 1333 2059 1511 2947 1939 2598 1385 2503 2368 2186 1508 0 1134 1170 1701 1343 
1924 2526 2019 2982 1339 1949 1211 2522 2994 2916 1543 1333 2186 1458 2350 1508 0 1513 2619 1387 
2011 1893 1330 1702 1707 2741 1929 2160 2100 1408 1259 1580 1103 2963 2803 2574 1334 0 2410 2480 
1903 1403 1804 1066 1569 1750 2273 1501 1061 2599 2144 2216 2995 1986 2242 1125 1029 1040 0 1101 
2800 1608 2732 2192 1910 1169 1597 1706 2557 1058 2691 1066 1735 1268 2979 1948 2224 2618 2703 0 
