0 1697 1579 1148 2413 2458 1625 1499 1534 1410 2095 2308 2546 1312 1798 1194 2357 1388 1792 1066 
1115 0 1214 2828 1298 1467 2306 1694 1920 1788 1283 1326 1255 1694 1876 1457 2903 1986 2055 2439 
1901 2816 0 2386 1750 1611 1730 2493 2668 1646 1412 2628 2990 1137 2821 2084 1676 1291 1907 1455 
1444 1302 2564 0 2184 1372 1794 2564 2488 2795 1225 2647 2134 2674 2323 2966 2843 2071 1262 2588 
2544 1835 1402 1898 0 1592 1441 1270 1596 1377 2350 1046 2075 1185 1266 1789 2019 1895 2663 1522 
2404 2850 1715 1195 1227 0 2857 1032 2891 1162 1021 1698 2477 1899 1524 1643 2333 2126 2483 2380 
2254 1387 1711 2090 2188 1260 0 2627 2860 1729 2385 2547 2941 1580 1139 2794 1959 1204 1133 2406 
1152 1232 1418 1206 2969 1751 2499 0 1137 2966 2701 2502 1185 2982 2148 2038 2996 1726 1220 1015 
1814 1533 1393 2328 1307 2277 2145 2508 0 1399 2297 2907 1075 1698 2003 1236 2396 1837 1394 2918 
2016 2802 2750 1337 1341 1188 1151 1709 1426 0 2613 2362 2061 2735 1737 2979 2267 1312 2603 2847 
1898 1095 2631 2955 1561 2623 1336 1094 1875 2813 0 1828 1296 1470 2073 1005 1741 2813 1916 2821 
1820 1448 2430 2652 2573 2260 2905 2635 2948 1618 1900 0 1164 2083 2324 1944 1739 1777 1176 1488 
2610 1768 2950 1855 1885 2753 2535 2561 1487 2484 1508 1836 0 2701 2142 2773 2851 2762 2352 2517 
2195 2494 1813 1837 2296 1917 1437 2907 2245 1077 1301 2681 1936 0 1101 2529 2774 1436 1235 1246 
2074 1580 1588 1639 2760 2078 1077 1938 2553 1818 1534 1097 2866 1751 0 2820 2544 1658 1871 2376 
1727 1229 2484 2683 2580 1547 2005 2564 2507 2101 1338 2928 1598 1118 2728 0 2391 2560 2086 1399 
1428 2318 2136 2757 1107 2640 1531 2596 2752 2605 1896 1890 2035 1587 2599 1514 0 2848 1380 2293 
1987 2626 1922 2099 2574 2563 1314 1719 2244 1366 1892 1049 2327 1833 2126 1890 1915 0 2692 2957 
2433 2719 1845 1796 2330 1931 1655 2838 1951 1148 1767 1490 1962 2513 1781 1865 1589 1649 0 1755 
1782 1046 1242 1421 2072 2546 2666 2173 2870 2869 2009 1528 1622 2626 1920 2481 1429 2350 1505 0 
