0 1276 1962 1155 2167 1928 2079 2594 2596 2299 1322 2124 2542 1409 1163 2987 2635 1737 2601 2914 
1492 0 2615 1762 1774 1551 2978 1614 2584 1054 2800 2112 2224 1094 1036 2980 1695 2325 2051 1755 
1887 1420 0 1807 1439 1869 2155 2071 1834 2740 2230 2053 2120 2980 2411 1162 1194 1573 2773 1517 
1011 2690 2666 0 2412 1148 1561 1811 2733 2317 1131 2084 1880 2495 1079 2697 2384 1099 2480 1489 
2100 1029 1479 1934 0 1580 2047 2242 1604 2314 2092 1005 2329 2050 2663 1250 1260 2562 2648 1058 
1687 2760 1799 1677 2279 0 1091 1712 1290 1629 1564 1210 1708 1005 2653 1088 2570 2096 2996 2350 
2596 1902 1171 1111 1737 2333 0 1478 1009 1094 2596 2397 1284 2152 1894 1042 1411 1321 1666 2911 
1560 1483 2140 2173 2575 1689 1151 0 2375 2429 2035 2817 1930 1286 1706 1740 1837 2863 1868 2604 
1817 2780 1323 2129 1319 2950 2083 1421 0 1777 1459 2268 2572 1637 2818 2321 2186 1775 1349 1028 
2060 2838 2624 1452 1641 2989 2154 1054 1519 0 2039 2090 2466 2396 2242 1900 1805 2581 1105 2431 
1695 1624 2674 1189 2141 2541 2305 2057 1896 2820 0 2261 1491 1061 2535 2871 1639 1396 2436 1954 
1519 2339 2993 2810 1258 2879 2330 1257 1701 2214 1611 0 1379 2933 2203 1877 1073 2270 1029 1551 
2983 1852 1766 1116 1239 1348 1440 1796 2665 2064 2458 2356 0 2055 2724 1007 2143 1754 1715 2331 
2462 1180 2673 2619 2442 2193 1227 2911 2433 2180 2000 1863 2081 0 1498 1132 2287 2213 2423 2608 
2026 1007 2271 1772 2253 1288 1888 1614 1713 2850 1262 1780 2678 1010 0 2358 2167 1097 1978 1093 
2583 2581 2353 1370 1861 1413 2300 2997 1773 1477 2369 1230 1705 2381 2034 0 1238 1766 2338 2552 
1803 1175 1438 2243 1903 1842 2699 2016 1758 2318 1400 2085 2633 2933 2547 1221 0 2424 1581 2589 
1228 2751 2109 2982 2544 1001 1278 1502 1355 2237 2124 1578 2596 2206 2005 2926 1448 0 1258 2331 
2219 2634 2790 2145 1621 2211 1303 1825 2911 1964 1116 2203 1343 2345 1207 1610 2637 2269 0 2470 
2077 2137 2712 2464 1219 1448 1677 2800 1088 1020 2276 1507 2331 2679 1603 2978 2822 2261 1717 0 
